
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.687285,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000002782,
0.833333,µm,Spine,Spine Part Max Diameter,9,4,1,100000000,610000002802,
1.17103,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000002830,
0.947266,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000002839,
0.885604,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000002858,
1.1693,µm,Spine,Spine Part Max Diameter,3,4,1,100000000,610000002866,
1.18919,µm,Spine,Spine Part Max Diameter,3,4,1,100000000,610000002873,
1.00694,µm,Spine,Spine Part Max Diameter,3,4,1,100000000,610000002879,
0.621745,µm,Spine,Spine Part Max Diameter,4,4,1,100000000,610000002884,
0.504557,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002888,
2.97509,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002910,
2.97509,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002931,
0.951775,µm,Spine,Spine Part Max Diameter,3,4,1,100000000,610000002937,
0.763346,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002951,
0.861335,µm,Spine,Spine Part Max Diameter,9,5,1,100000000,610000002966,
0.861335,µm,Spine,Spine Part Max Diameter,9,5,1,100000000,610000002981,
0.861335,µm,Spine,Spine Part Max Diameter,9,5,1,100000000,610000002995,
0.833333,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000003003,
1.04167,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000003016,
1.04167,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000003028,
0.980754,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000003039,
0.625,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003045,
0.995072,µm,Spine,Spine Part Max Diameter,9,5,1,100000000,610000003053,
1.43944,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000003066,
1.43944,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000003079,
1.43944,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000003091,
1.43944,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000003103,
1.43944,µm,Spine,Spine Part Max Diameter,8,3,1,100000000,610000003114,
0.833333,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003121,
0.877926,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000003128,
0.740693,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000003137,
1.16746,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000003144,
1.16746,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000003150,
0.527152,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000003154,
0.793186,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000003163,
0.81974,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000003171,
0.705463,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003178,
0.705463,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003183,
1.78839,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003195,
1.64477,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003207,
1.78839,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003217,
1.64477,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003226,
1.5892,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003234,
0.722592,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003240,
0.598958,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000003243,
1.05534,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000003245,
0.539762,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003249,
0.665988,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000003255,
