
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.300363,,Soma,1,100000000,800000000,
0.5106,,Soma,1,100000001,800000001,
0.232361,,Soma,1,100000002,800000002,
0.770858,,Soma,1,100000003,800000003,
0.297898,,Soma,1,100000004,800000004,
