
Soma Distance from Origin
 ==================== 
Soma Distance from Origin,Unit,Category,Collection,Time,FilamentID,ID,
20535.7,µm,Soma,Soma Distance from Origin,1,100000000,800000000,
20519.2,µm,Soma,Soma Distance from Origin,1,100000001,800000001,
20548.9,µm,Soma,Soma Distance from Origin,1,100000002,800000002,
20510.2,µm,Soma,Soma Distance from Origin,1,100000003,800000003,
20552.9,µm,Soma,Soma Distance from Origin,1,100000004,800000004,
