
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1465.57,µm,Spine,Spine Position,5,1,1,100000000,610000005413,
1462.19,µm,Spine,Spine Position,3,4,1,100000002,610000005436,
1462.19,µm,Spine,Spine Position,3,4,1,100000002,610000005458,
1465.29,µm,Spine,Spine Position,5,2,1,100000001,610000005461,
1464.02,µm,Spine,Spine Position,0,1,1,100000003,610000005464,
1464.34,µm,Spine,Spine Position,3,2,1,100000004,610000005467,
1463.6,µm,Spine,Spine Position,8,3,1,100000001,610000005471,
1466.41,µm,Spine,Spine Position,2,1,1,100000003,610000005474,
1466.33,µm,Spine,Spine Position,3,2,1,100000000,610000005477,
1463.31,µm,Spine,Spine Position,8,3,1,100000000,610000005479,
1463.67,µm,Spine,Spine Position,3,2,1,100000000,610000005487,
1463.68,µm,Spine,Spine Position,5,4,1,100000004,610000005489,
1463.6,µm,Spine,Spine Position,8,3,1,100000001,610000005493,
1466.69,µm,Spine,Spine Position,2,2,1,100000004,610000005497,
1462.2,µm,Spine,Spine Position,3,4,1,100000002,610000005505,
1465.39,µm,Spine,Spine Position,5,1,1,100000000,610000005510,
1465.6,µm,Spine,Spine Position,1,2,1,100000003,610000005512,
1465.96,µm,Spine,Spine Position,4,2,1,100000004,610000005515,
1465.34,µm,Spine,Spine Position,3,1,1,100000000,610000005520,
1466.67,µm,Spine,Spine Position,2,2,1,100000004,610000005523,
1465.45,µm,Spine,Spine Position,3,2,1,100000000,610000005525,
1463.44,µm,Spine,Spine Position,11,5,1,100000001,610000005527,
1464.28,µm,Spine,Spine Position,2,3,1,100000001,610000005532,
1463.52,µm,Spine,Spine Position,8,3,1,100000001,610000005534,
1463.46,µm,Spine,Spine Position,3,2,1,100000000,610000005538,
1465.49,µm,Spine,Spine Position,3,2,1,100000000,610000005541,
1463.8,µm,Spine,Spine Position,7,2,1,100000001,610000005544,
1464.5,µm,Spine,Spine Position,4,1,1,100000002,610000005547,
1465.6,µm,Spine,Spine Position,2,2,1,100000002,610000005549,
1465.29,µm,Spine,Spine Position,3,1,1,100000000,610000005553,
1465.02,µm,Spine,Spine Position,11,6,1,100000001,610000005555,
1465.12,µm,Spine,Spine Position,5,1,1,100000000,610000005557,
1463.65,µm,Spine,Spine Position,0,1,1,100000003,610000005559,
1462.64,µm,Spine,Spine Position,3,2,1,100000000,610000005565,
1466.64,µm,Spine,Spine Position,1,2,1,100000004,610000005568,
1464.43,µm,Spine,Spine Position,11,6,1,100000001,610000005570,
1465.87,µm,Spine,Spine Position,4,3,1,100000004,610000005574,
1462.68,µm,Spine,Spine Position,3,3,1,100000002,610000005578,
