
Soma Intensity Sum of Square Ch=5 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.93824e+06,,Soma,5,Image 1,1,100000000,800000000,
221939,,Soma,5,Image 1,1,100000001,800000001,
804888,,Soma,5,Image 1,1,100000002,800000002,
2.74993e+06,,Soma,5,Image 1,1,100000003,800000003,
808,,Soma,5,Image 1,1,100000004,800000004,
