
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
65,,Spine,1,5,Image 1,1,1,100000000,610000005413,
107,,Spine,1,3,Image 1,4,1,100000002,610000005436,
101,,Spine,1,3,Image 1,4,1,100000002,610000005458,
126,,Spine,1,5,Image 1,2,1,100000001,610000005461,
65,,Spine,1,0,Image 1,1,1,100000003,610000005464,
175,,Spine,1,3,Image 1,2,1,100000004,610000005467,
103,,Spine,1,8,Image 1,3,1,100000001,610000005471,
59,,Spine,1,2,Image 1,1,1,100000003,610000005474,
171,,Spine,1,3,Image 1,2,1,100000000,610000005477,
47,,Spine,1,8,Image 1,3,1,100000000,610000005479,
449,,Spine,1,3,Image 1,2,1,100000000,610000005487,
30,,Spine,1,5,Image 1,4,1,100000004,610000005489,
109,,Spine,1,8,Image 1,3,1,100000001,610000005493,
51,,Spine,1,2,Image 1,2,1,100000004,610000005497,
70,,Spine,1,3,Image 1,4,1,100000002,610000005505,
353,,Spine,1,5,Image 1,1,1,100000000,610000005510,
169,,Spine,1,1,Image 1,2,1,100000003,610000005512,
296,,Spine,1,4,Image 1,2,1,100000004,610000005515,
223,,Spine,1,3,Image 1,1,1,100000000,610000005520,
51,,Spine,1,2,Image 1,2,1,100000004,610000005523,
36,,Spine,1,3,Image 1,2,1,100000000,610000005525,
90,,Spine,1,11,Image 1,5,1,100000001,610000005527,
620,,Spine,1,1,Image 1,1,1,100000001,610000005532,
89,,Spine,1,8,Image 1,3,1,100000001,610000005534,
122,,Spine,1,3,Image 1,2,1,100000000,610000005538,
74,,Spine,1,3,Image 1,2,1,100000000,610000005541,
75,,Spine,1,7,Image 1,2,1,100000001,610000005544,
198,,Spine,1,4,Image 1,1,1,100000002,610000005547,
129,,Spine,1,2,Image 1,2,1,100000002,610000005549,
193,,Spine,1,3,Image 1,1,1,100000000,610000005553,
129,,Spine,1,11,Image 1,6,1,100000001,610000005555,
136,,Spine,1,5,Image 1,1,1,100000000,610000005557,
171,,Spine,1,0,Image 1,1,1,100000003,610000005559,
66,,Spine,1,3,Image 1,2,1,100000000,610000005565,
157,,Spine,1,1,Image 1,2,1,100000004,610000005568,
112,,Spine,1,11,Image 1,6,1,100000001,610000005570,
97,,Spine,1,5,Image 1,4,1,100000004,610000005574,
154,,Spine,1,3,Image 1,3,1,100000002,610000005578,
100,,Spine,1,12,Image 1,3,1,100000001,610000005581,
104,,Spine,1,3,Image 1,2,1,100000001,610000005584,
123,,Spine,1,4,Image 1,2,1,100000001,610000005587,
124,,Spine,1,5,Image 1,4,1,100000004,610000005592,
459,,Spine,1,3,Image 1,2,1,100000000,610000005594,
97,,Spine,1,13,Image 1,5,1,100000001,610000005596,
170,,Spine,1,0,Image 1,1,1,100000000,610000005599,
98,,Spine,1,2,Image 1,1,1,100000000,610000005601,
53,,Spine,1,3,Image 1,2,1,100000000,610000005604,
141,,Spine,1,13,Image 1,5,1,100000000,610000005607,
72,,Spine,1,3,Image 1,4,1,100000002,610000005609,
71,,Spine,1,5,Image 1,4,1,100000004,610000005611,
446,,Spine,1,0,Image 1,1,1,100000000,610000005615,
208,,Spine,1,1,Image 1,1,1,100000001,610000005619,
146,,Spine,1,3,Image 1,2,1,100000000,610000005625,
105,,Spine,1,7,Image 1,3,1,100000000,610000005627,
78,,Spine,1,8,Image 1,2,1,100000001,610000005631,
303,,Spine,1,0,Image 1,1,1,100000001,610000005636,
109,,Spine,1,0,Image 1,1,1,100000002,610000005639,
101,,Spine,1,11,Image 1,5,1,100000001,610000005643,
90,,Spine,1,3,Image 1,2,1,100000000,610000005647,
156,,Spine,1,3,Image 1,2,1,100000002,610000005649,
69,,Spine,1,6,Image 1,1,1,100000000,610000005651,
71,,Spine,1,6,Image 1,1,1,100000000,610000005655,
258,,Spine,1,5,Image 1,4,1,100000004,610000005658,
21,,Spine,1,3,Image 1,4,1,100000002,610000005661,
101,,Spine,1,2,Image 1,2,1,100000000,610000005664,
318,,Spine,1,1,Image 1,1,1,100000001,610000005666,
116,,Spine,1,6,Image 1,2,1,100000001,610000005668,
71,,Spine,1,1,Image 1,1,1,100000001,610000005671,
152,,Spine,1,5,Image 1,4,1,100000004,610000005673,
78,,Spine,1,5,Image 1,4,1,100000004,610000005677,
389,,Spine,1,1,Image 1,1,1,100000001,610000005681,
137,,Spine,1,2,Image 1,2,1,100000002,610000005683,
309,,Spine,1,0,Image 1,1,1,100000001,610000005686,
54,,Spine,1,3,Image 1,2,1,100000000,610000005691,
102,,Spine,1,6,Image 1,1,1,100000000,610000005695,
