
Filament Segment Volume (sum)
 ==================== 
Filament Segment Volume (sum),Unit,Category,Time,ID,
11.2691,µm^3,Filament,1,100000000,
12.525,µm^3,Filament,1,100000001,
4.85637,µm^3,Filament,1,100000002,
2.62739,µm^3,Filament,1,100000003,
4.30802,µm^3,Filament,1,100000004,
