
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
11,,Segment,11,5,1,100000001,510000001720,
10,,Segment,10,4,1,100000001,510000001732,
9,,Segment,9,3,1,100000001,510000001742,
8,,Segment,8,3,1,100000001,510000001746,
7,,Segment,7,3,1,100000001,510000001758,
6,,Segment,6,2,1,100000001,510000001789,
5,,Segment,5,2,1,100000001,510000001804,
14,,Segment,14,6,1,100000001,510000001807,
6,,Segment,6,4,1,100000004,510000001809,
5,,Segment,5,3,1,100000004,510000001811,
8,,Segment,8,4,1,100000001,510000001823,
7,,Segment,7,3,1,100000001,510000001832,
6,,Segment,6,3,1,100000001,510000001837,
5,,Segment,5,2,1,100000001,510000001872,
4,,Segment,4,2,1,100000001,510000001875,
3,,Segment,3,2,1,100000001,510000001930,
2,,Segment,2,1,1,100000001,510000001939,
1,,Segment,1,1,1,100000001,510000001941,
0,,Segment,0,1,1,100000001,510000001967,
13,,Segment,13,5,1,100000001,510000002013,
5,,Segment,5,2,1,100000002,510000002030,
4,,Segment,4,1,1,100000002,510000002047,
3,,Segment,3,1,1,100000002,510000002072,
2,,Segment,2,1,1,100000002,510000002090,
1,,Segment,1,1,1,100000002,510000002095,
0,,Segment,0,1,1,100000002,510000002172,
8,,Segment,8,3,1,100000001,510000002174,
5,,Segment,5,3,1,100000004,510000002190,
6,,Segment,6,2,1,100000001,510000002199,
12,,Segment,12,6,1,100000001,510000002206,
4,,Segment,4,2,1,100000002,510000002216,
4,,Segment,4,2,1,100000002,510000002230,
3,,Segment,3,2,1,100000002,510000002239,
5,,Segment,5,3,1,100000002,510000002242,
4,,Segment,4,3,1,100000002,510000002244,
14,,Segment,14,6,1,100000000,510000002271,
13,,Segment,13,6,1,100000000,510000002278,
12,,Segment,12,5,1,100000000,510000002288,
11,,Segment,11,5,1,100000000,510000002296,
10,,Segment,10,4,1,100000000,510000002310,
9,,Segment,9,4,1,100000000,510000002326,
8,,Segment,8,3,1,100000000,510000002336,
6,,Segment,6,2,1,100000000,510000002341,
11,,Segment,11,6,1,100000001,510000002383,
10,,Segment,10,6,1,100000001,510000002410,
8,,Segment,8,2,1,100000001,510000002452,
7,,Segment,7,2,1,100000001,510000002485,
13,,Segment,13,4,1,100000001,510000002495,
12,,Segment,12,3,1,100000001,510000002503,
11,,Segment,11,3,1,100000001,510000002513,
10,,Segment,10,3,1,100000001,510000002515,
11,,Segment,11,3,1,100000000,510000002530,
10,,Segment,10,3,1,100000000,510000002541,
9,,Segment,9,3,1,100000000,510000002581,
2,,Segment,2,2,1,100000002,510000002607,
5,,Segment,5,4,1,100000004,510000002618,
4,,Segment,4,4,1,100000004,510000002625,
11,,Segment,11,4,1,100000001,510000002635,
13,,Segment,13,5,1,100000001,510000002667,
4,,Segment,4,3,1,100000004,510000002676,
13,,Segment,13,3,1,100000001,510000002684,
8,,Segment,8,3,1,100000001,510000002701,
11,,Segment,11,4,1,100000000,510000002704,
9,,Segment,9,3,1,100000000,510000002725,
8,,Segment,8,2,1,100000000,510000002736,
14,,Segment,14,7,1,100000000,510000002740,
10,,Segment,10,4,1,100000000,510000002749,
3,,Segment,3,3,1,100000004,510000002754,
5,,Segment,5,5,1,100000004,510000002756,
13,,Segment,13,5,1,100000000,510000002765,
2,,Segment,2,2,1,100000000,510000002776,
1,,Segment,1,1,1,100000000,510000002778,
0,,Segment,0,1,1,100000000,510000002875,
2,,Segment,2,1,1,100000000,510000002900,
12,,Segment,12,4,1,100000001,510000002902,
13,,Segment,13,6,1,100000001,510000002909,
12,,Segment,12,6,1,100000000,510000002916,
13,,Segment,13,6,1,100000001,510000002920,
9,,Segment,9,2,1,100000000,510000002922,
6,,Segment,6,1,1,100000000,510000002929,
5,,Segment,5,1,1,100000000,510000002976,
4,,Segment,4,1,1,100000000,510000002986,
8,,Segment,8,4,1,100000000,510000003004,
7,,Segment,7,3,1,100000000,510000003027,
4,,Segment,4,4,1,100000003,510000003029,
3,,Segment,3,3,1,100000003,510000003033,
2,,Segment,2,3,1,100000003,510000003073,
1,,Segment,1,2,1,100000003,510000003096,
0,,Segment,0,1,1,100000003,510000003104,
3,,Segment,3,2,1,100000003,510000003158,
2,,Segment,2,2,1,100000003,510000003167,
11,,Segment,11,7,1,100000001,510000003170,
6,,Segment,6,2,1,100000000,510000003173,
11,,Segment,11,4,1,100000000,510000003181,
1,,Segment,1,2,1,100000000,510000003185,
5,,Segment,5,3,1,100000001,510000003192,
2,,Segment,2,1,1,100000004,510000003203,
3,,Segment,3,4,1,100000003,510000003205,
11,,Segment,11,4,1,100000001,510000003210,
11,,Segment,11,6,1,100000001,510000003229,
3,,Segment,3,2,1,100000001,510000003249,
2,,Segment,2,2,1,100000001,510000003289,
10,,Segment,10,3,1,100000000,510000003293,
9,,Segment,9,2,1,100000000,510000003295,
1,,Segment,1,2,1,100000002,510000003301,
10,,Segment,10,2,1,100000000,510000003306,
10,,Segment,10,5,1,100000000,510000003313,
2,,Segment,2,3,1,100000003,510000003317,
1,,Segment,1,2,1,100000003,510000003356,
0,,Segment,0,1,1,100000003,510000003367,
8,,Segment,8,1,1,100000000,510000003392,
4,,Segment,4,3,1,100000001,510000003396,
8,,Segment,8,2,1,100000000,510000003406,
7,,Segment,7,2,1,100000000,510000003413,
8,,Segment,8,3,1,100000000,510000003419,
1,,Segment,1,2,1,100000004,510000003424,
5,,Segment,5,2,1,100000001,510000003449,
4,,Segment,4,2,1,100000001,510000003460,
2,,Segment,2,1,1,100000001,510000003467,
1,,Segment,1,1,1,100000001,510000003500,
0,,Segment,0,1,1,100000001,510000003536,
8,,Segment,8,3,1,100000000,510000003549,
8,,Segment,8,4,1,100000001,510000003558,
6,,Segment,6,4,1,100000001,510000003586,
2,,Segment,2,2,1,100000003,510000003593,
9,,Segment,9,4,1,100000001,510000003595,
7,,Segment,7,2,1,100000000,510000003600,
3,,Segment,3,3,1,100000001,510000003602,
2,,Segment,2,2,1,100000001,510000003613,
5,,Segment,5,3,1,100000001,510000003622,
9,,Segment,9,6,1,100000001,510000003626,
5,,Segment,5,3,1,100000002,510000003662,
4,,Segment,4,2,1,100000002,510000003666,
3,,Segment,3,2,1,100000002,510000003688,
2,,Segment,2,2,1,100000002,510000003695,
1,,Segment,1,1,1,100000002,510000003702,
0,,Segment,0,1,1,100000002,510000003721,
5,,Segment,5,2,1,100000001,510000003736,
3,,Segment,3,1,1,100000001,510000003741,
8,,Segment,8,4,1,100000001,510000003743,
4,,Segment,4,2,1,100000001,510000003749,
3,,Segment,3,2,1,100000001,510000003754,
0,,Segment,0,1,1,100000003,510000003790,
7,,Segment,7,3,1,100000001,510000003803,
5,,Segment,5,2,1,100000000,510000003808,
3,,Segment,3,2,1,100000003,510000003813,
2,,Segment,2,1,1,100000003,510000003833,
1,,Segment,1,1,1,100000003,510000003841,
1,,Segment,1,2,1,100000000,510000003880,
0,,Segment,0,1,1,100000000,510000003915,
4,,Segment,4,3,1,100000001,510000003923,
3,,Segment,3,1,1,100000003,510000003927,
4,,Segment,4,1,1,100000001,510000003931,
1,,Segment,1,1,1,100000003,510000003993,
2,,Segment,2,2,1,100000001,510000004007,
1,,Segment,1,2,1,100000001,510000004020,
3,,Segment,3,3,1,100000000,510000004045,
2,,Segment,2,2,1,100000000,510000004047,
1,,Segment,1,2,1,100000000,510000004063,
0,,Segment,0,1,1,100000000,510000004070,
5,,Segment,5,2,1,100000000,510000004092,
2,,Segment,2,2,1,100000003,510000004095,
5,,Segment,5,3,1,100000000,510000004097,
1,,Segment,1,2,1,100000001,510000004111,
0,,Segment,0,1,1,100000001,510000004156,
6,,Segment,6,3,1,100000001,510000004180,
4,,Segment,4,5,1,100000001,510000004191,
3,,Segment,3,4,1,100000001,510000004204,
2,,Segment,2,3,1,100000001,510000004206,
1,,Segment,1,2,1,100000001,510000004210,
0,,Segment,0,1,1,100000001,510000004224,
4,,Segment,4,1,1,100000002,510000004236,
2,,Segment,2,1,1,100000002,510000004245,
3,,Segment,3,3,1,100000003,510000004247,
2,,Segment,2,3,1,100000001,510000004249,
5,,Segment,5,2,1,100000002,510000004251,
1,,Segment,1,1,1,100000001,510000004255,
5,,Segment,5,1,1,100000001,510000004257,
3,,Segment,3,2,1,100000000,510000004276,
4,,Segment,4,2,1,100000000,510000004298,
3,,Segment,3,2,1,100000002,510000004308,
4,,Segment,4,3,1,100000002,510000004311,
2,,Segment,2,1,1,100000000,510000004341,
1,,Segment,1,1,1,100000000,510000004345,
2,,Segment,2,2,1,100000001,510000004348,
1,,Segment,1,2,1,100000001,510000004355,
2,,Segment,2,3,1,100000001,510000004360,
1,,Segment,1,2,1,100000001,510000004376,
3,,Segment,3,3,1,100000002,510000004396,
2,,Segment,2,2,1,100000002,510000004405,
1,,Segment,1,1,1,100000002,510000004413,
0,,Segment,0,1,1,100000002,510000004420,
1,,Segment,1,2,1,100000002,510000004441,
3,,Segment,3,2,1,100000000,510000004461,
3,,Segment,3,2,1,100000002,510000004470,
4,,Segment,4,3,1,100000000,510000004473,
3,,Segment,3,3,1,100000000,510000004475,
2,,Segment,2,3,1,100000000,510000004479,
4,,Segment,4,2,1,100000002,510000004481,
3,,Segment,3,2,1,100000000,510000004494,
4,,Segment,4,4,1,100000001,510000004498,
3,,Segment,3,3,1,100000002,510000004506,
2,,Segment,2,2,1,100000001,510000004515,
3,,Segment,3,2,1,100000001,510000004540,
2,,Segment,2,2,1,100000001,510000004548,
5,,Segment,5,2,1,100000001,510000004553,
1,,Segment,1,2,1,100000003,510000004558,
0,,Segment,0,1,1,100000003,510000004568,
3,,Segment,3,4,1,100000000,510000004573,
1,,Segment,1,1,1,100000003,510000004575,
5,,Segment,5,1,1,100000001,510000004580,
1,,Segment,1,2,1,100000000,510000004595,
1,,Segment,1,2,1,100000001,510000004600,
1,,Segment,1,1,1,100000001,510000004602,
1,,Segment,1,2,1,100000000,510000004608,
2,,Segment,2,2,1,100000000,510000004616,
2,,Segment,2,3,1,100000001,510000004625,
1,,Segment,1,2,1,100000001,510000004630,
0,,Segment,0,1,1,100000001,510000004634,
1,,Segment,1,2,1,100000002,510000004640,
0,,Segment,0,1,1,100000004,510000004667,
2,,Segment,2,1,1,100000002,510000004683,
0,,Segment,0,1,1,100000003,510000004718,
0,,Segment,0,1,1,100000004,510000004725,
0,,Segment,0,1,1,100000001,510000004757,
0,,Segment,0,1,1,100000001,510000004763,
0,,Segment,0,1,1,100000004,510000004777,
1,,Segment,1,1,1,100000001,510000004783,
2,,Segment,2,2,1,100000001,510000004787,
0,,Segment,0,1,1,100000000,510000004801,
0,,Segment,0,1,1,100000000,510000004828,
1,,Segment,1,2,1,100000002,510000004836,
1,,Segment,1,1,1,100000000,510000004841,
1,,Segment,1,1,1,100000002,510000004845,
0,,Segment,0,1,1,100000000,510000004868,
0,,Segment,0,1,1,100000000,510000004877,
1,,Segment,1,2,1,100000000,510000004881,
6,,Segment,6,3,1,100000000,510000004914,
4,,Segment,4,4,1,100000000,510000004915,
7,,Segment,7,2,1,100000000,510000004916,
2,,Segment,2,2,1,100000000,510000004917,
2,,Segment,2,1,1,100000001,510000004919,
3,,Segment,3,1,1,100000001,510000004920,
12,,Segment,12,5,1,100000001,510000004921,
4,,Segment,4,1,1,100000001,510000004922,
2,,Segment,2,2,1,100000001,510000004923,
3,,Segment,3,1,1,100000001,510000004924,
7,,Segment,7,4,1,100000001,510000004925,
4,,Segment,4,1,1,100000001,510000004926,
4,,Segment,4,2,1,100000001,510000004927,
3,,Segment,3,3,1,100000001,510000004929,
3,,Segment,3,1,1,100000002,510000004930,
5,,Segment,5,1,1,100000002,510000004931,
5,,Segment,5,4,1,100000002,510000004932,
4,,Segment,4,3,1,100000003,510000004934,
8,,Segment,8,5,1,100000004,510000004937,
8,,Segment,8,7,1,100000004,510000004938,
5,,Segment,5,3,1,100000004,510000004939,
6,,Segment,6,4,1,100000004,510000004940,
8,,Segment,8,5,1,100000004,510000004941,
6,,Segment,6,3,1,100000004,510000004942,
3,,Segment,3,3,1,100000004,510000004943,
0,,Segment,0,1,1,100000004,510000004945,
