
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,9,7,1,100000004,510000000053,
0,1/10µm,Segment,8,6,1,100000004,510000000072,
0,1/10µm,Segment,7,5,1,100000004,510000000074,
0,1/10µm,Segment,6,5,1,100000004,510000000107,
0,1/10µm,Segment,5,4,1,100000004,510000000126,
0,1/10µm,Segment,4,3,1,100000004,510000000140,
11.3098,1/10µm,Segment,3,2,1,100000004,510000000148,
9.80149,1/10µm,Segment,2,2,1,100000004,510000000157,
34.2151,1/10µm,Segment,1,2,1,100000004,510000000166,
0,1/10µm,Segment,0,1,1,100000004,510000000182,
0,1/10µm,Segment,9,6,1,100000004,510000000206,
0,1/10µm,Segment,10,7,1,100000004,510000000210,
0,1/10µm,Segment,9,6,1,100000004,510000000213,
0,1/10µm,Segment,8,6,1,100000004,510000000218,
0,1/10µm,Segment,7,6,1,100000004,510000000233,
0,1/10µm,Segment,10,6,1,100000004,510000000235,
0,1/10µm,Segment,9,7,1,100000004,510000000241,
2.57964,1/10µm,Segment,3,2,1,100000000,510000000283,
0,1/10µm,Segment,2,2,1,100000000,510000000353,
0,1/10µm,Segment,1,1,1,100000000,510000000357,
0,1/10µm,Segment,0,1,1,100000000,510000000374,
0,1/10µm,Segment,3,3,1,100000000,510000000402,
5.01133,1/10µm,Segment,7,3,1,100000000,510000000493,
0,1/10µm,Segment,6,2,1,100000000,510000000495,
0,1/10µm,Segment,5,2,1,100000000,510000000506,
11.6278,1/10µm,Segment,4,2,1,100000000,510000000513,
15.4534,1/10µm,Segment,3,1,1,100000000,510000000520,
0,1/10µm,Segment,2,1,1,100000000,510000000528,
0,1/10µm,Segment,16,8,1,100000001,510000000537,
0,1/10µm,Segment,15,8,1,100000001,510000000555,
0,1/10µm,Segment,14,7,1,100000001,510000000570,
0,1/10µm,Segment,13,7,1,100000001,510000000593,
0,1/10µm,Segment,12,6,1,100000001,510000000595,
0,1/10µm,Segment,11,5,1,100000001,510000000608,
8.18001,1/10µm,Segment,10,5,1,100000001,510000000620,
0,1/10µm,Segment,9,5,1,100000001,510000000622,
18.242,1/10µm,Segment,8,5,1,100000001,510000000626,
0,1/10µm,Segment,7,4,1,100000001,510000000636,
0,1/10µm,Segment,6,3,1,100000001,510000000639,
0,1/10µm,Segment,5,3,1,100000001,510000000658,
7.4785,1/10µm,Segment,4,2,1,100000001,510000000669,
0,1/10µm,Segment,1,1,1,100000001,510000000674,
0,1/10µm,Segment,0,1,1,100000001,510000000690,
0,1/10µm,Segment,16,9,1,100000001,510000000699,
0,1/10µm,Segment,15,7,1,100000001,510000000703,
0,1/10µm,Segment,14,8,1,100000001,510000000714,
0,1/10µm,Segment,14,8,1,100000001,510000000721,
21.5119,1/10µm,Segment,3,4,1,100000002,510000000764,
0,1/10µm,Segment,2,3,1,100000002,510000000772,
4.03532,1/10µm,Segment,1,2,1,100000002,510000000799,
0,1/10µm,Segment,0,1,1,100000002,510000000808,
13.1479,1/10µm,Segment,3,3,1,100000002,510000000839,
16.2799,1/10µm,Segment,2,2,1,100000002,510000000857,
0,1/10µm,Segment,9,3,1,100000000,510000000878,
0,1/10µm,Segment,8,2,1,100000000,510000000887,
0,1/10µm,Segment,7,1,1,100000000,510000000897,
16.4196,1/10µm,Segment,6,1,1,100000000,510000000907,
4.07792,1/10µm,Segment,5,1,1,100000000,510000000929,
18.751,1/10µm,Segment,4,1,1,100000000,510000000934,
13.5272,1/10µm,Segment,3,1,1,100000000,510000000947,
0,1/10µm,Segment,2,1,1,100000000,510000000959,
