
Spine Center Intensity Median Ch=5 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,5,Image 1,1,1,100000000,610000005413,
14.125,,Spine,5,3,Image 1,4,1,100000002,610000005436,
17.125,,Spine,5,3,Image 1,4,1,100000002,610000005458,
0,,Spine,5,5,Image 1,2,1,100000001,610000005461,
0.0625,,Spine,5,0,Image 1,1,1,100000003,610000005464,
0,,Spine,5,3,Image 1,2,1,100000004,610000005467,
0,,Spine,5,8,Image 1,3,1,100000001,610000005471,
0,,Spine,5,2,Image 1,1,1,100000003,610000005474,
4.51563,,Spine,5,3,Image 1,2,1,100000000,610000005477,
0,,Spine,5,8,Image 1,3,1,100000000,610000005479,
0.0078125,,Spine,5,3,Image 1,2,1,100000000,610000005487,
0,,Spine,5,5,Image 1,4,1,100000004,610000005489,
0,,Spine,5,8,Image 1,3,1,100000001,610000005493,
0,,Spine,5,2,Image 1,2,1,100000004,610000005497,
0.125,,Spine,5,3,Image 1,4,1,100000002,610000005505,
0,,Spine,5,5,Image 1,1,1,100000000,610000005510,
0,,Spine,5,1,Image 1,2,1,100000003,610000005512,
0,,Spine,5,4,Image 1,2,1,100000004,610000005515,
0,,Spine,5,3,Image 1,1,1,100000000,610000005520,
0,,Spine,5,2,Image 1,2,1,100000004,610000005523,
0,,Spine,5,3,Image 1,2,1,100000000,610000005525,
0.0078125,,Spine,5,11,Image 1,5,1,100000001,610000005527,
0,,Spine,5,1,Image 1,1,1,100000001,610000005532,
0,,Spine,5,8,Image 1,3,1,100000001,610000005534,
0,,Spine,5,3,Image 1,2,1,100000000,610000005538,
15.0156,,Spine,5,3,Image 1,2,1,100000000,610000005541,
0,,Spine,5,7,Image 1,2,1,100000001,610000005544,
0,,Spine,5,4,Image 1,1,1,100000002,610000005547,
0,,Spine,5,2,Image 1,2,1,100000002,610000005549,
0,,Spine,5,3,Image 1,1,1,100000000,610000005553,
0,,Spine,5,11,Image 1,6,1,100000001,610000005555,
0,,Spine,5,5,Image 1,1,1,100000000,610000005557,
92.625,,Spine,5,0,Image 1,1,1,100000003,610000005559,
