
Soma Center of Image Mass Ch=4 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
1737.93,20408.8,1463.79,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000000,800000000,
1722.66,20394.1,1464.44,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000001,800000001,
1727.29,20423.9,1465.9,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000002,800000002,
1708.75,20386.3,1464.01,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000003,800000003,
1698.06,20428.9,1466.45,µm,Soma,4,Soma Center of Image Mass,Image 1,1,100000004,800000004,
