
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.00112339,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000005413,
0.0114075,µm^3,Spine,Spine Part Volume,3,4,1,100000002,610000005436,
0.00913788,µm^3,Spine,Spine Part Volume,3,4,1,100000002,610000005458,
0.00112339,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000005461,
0.00112339,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005464,
0.0013297,µm^3,Spine,Spine Part Volume,3,2,1,100000004,610000005467,
0.00839421,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000005471,
0.00112339,µm^3,Spine,Spine Part Volume,2,1,1,100000003,610000005474,
0.00112339,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005477,
0.00126334,µm^3,Spine,Spine Part Volume,8,3,1,100000000,610000005479,
0.129937,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005487,
0.00112339,µm^3,Spine,Spine Part Volume,5,4,1,100000004,610000005489,
0.0108208,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000005493,
0.00368295,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000005497,
0.00423561,µm^3,Spine,Spine Part Volume,3,4,1,100000002,610000005505,
0.00928169,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000005510,
0.0068371,µm^3,Spine,Spine Part Volume,1,2,1,100000003,610000005512,
0.00131795,µm^3,Spine,Spine Part Volume,4,2,1,100000004,610000005515,
0.0122895,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000005520,
0.00112339,µm^3,Spine,Spine Part Volume,2,2,1,100000004,610000005523,
0.00321711,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005525,
0.00123203,µm^3,Spine,Spine Part Volume,11,5,1,100000001,610000005527,
0.035453,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000005532,
0.00285934,µm^3,Spine,Spine Part Volume,8,3,1,100000001,610000005534,
0.0175529,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005538,
0.00321711,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005541,
0.00166708,µm^3,Spine,Spine Part Volume,7,2,1,100000001,610000005544,
0.00379142,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000005547,
0.00271812,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000005549,
0.0107935,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000005553,
0.00742801,µm^3,Spine,Spine Part Volume,11,6,1,100000001,610000005555,
0.00135358,µm^3,Spine,Spine Part Volume,5,1,1,100000000,610000005557,
0.0303314,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005559,
0.00777581,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005565,
0.00756957,µm^3,Spine,Spine Part Volume,1,2,1,100000004,610000005568,
0.00177954,µm^3,Spine,Spine Part Volume,11,6,1,100000001,610000005570,
0.0157811,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005574,
0.00253996,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000005578,
0.0017274,µm^3,Spine,Spine Part Volume,12,3,1,100000001,610000005581,
0.00128448,µm^3,Spine,Spine Part Volume,3,2,1,100000001,610000005584,
0.00379142,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000005587,
0.0104522,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005592,
0.103667,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005594,
0.00379142,µm^3,Spine,Spine Part Volume,13,5,1,100000001,610000005596,
0.00239325,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000005599,
0.00112339,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000005601,
0.00379142,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005604,
0.00243967,µm^3,Spine,Spine Part Volume,13,5,1,100000000,610000005607,
0.00182,µm^3,Spine,Spine Part Volume,3,4,1,100000002,610000005609,
0.011376,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005611,
0.0397001,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000005615,
0.0177622,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000005619,
0.0215493,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005625,
0.00379142,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000005627,
0.00112339,µm^3,Spine,Spine Part Volume,8,2,1,100000001,610000005631,
0.00468701,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005636,
0.00535226,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000005639,
0.00441522,µm^3,Spine,Spine Part Volume,11,5,1,100000001,610000005643,
0.0105876,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005647,
0.0112623,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000005649,
0.00112339,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000005651,
0.00266397,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000005655,
0.053487,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005658,
0.00112339,µm^3,Spine,Spine Part Volume,3,4,1,100000002,610000005661,
0.00312673,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005664,
0.067751,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000005666,
0.00403336,µm^3,Spine,Spine Part Volume,6,2,1,100000001,610000005668,
0.0109233,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000005671,
0.0175978,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005673,
0.0122854,µm^3,Spine,Spine Part Volume,4,3,1,100000004,610000005677,
0.0410846,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000005681,
0.01992,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000005683,
0.043412,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005686,
0.00533197,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005691,
0.00379142,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000005695,
0.00365075,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000005698,
0.0025627,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000005702,
0.016265,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005711,
0.0081706,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000005714,
0.00587579,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005717,
0.010414,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000005719,
0.00898708,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000005721,
0.00224736,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000005730,
0.0256837,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000005737,
