
Soma Number of Triangles
 ==================== 
Soma Number of Triangles,Unit,Category,Time,FilamentID,ID,
14272,,Soma,1,100000000,800000000,
12748,,Soma,1,100000001,800000001,
7832,,Soma,1,100000002,800000002,
8984,,Soma,1,100000003,800000003,
12744,,Soma,1,100000004,800000004,
