
Segment Center Intensity StdDev Ch=5 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,9,Image 1,7,1,100000004,510000000053,
19.1951,,Segment,5,8,Image 1,6,1,100000004,510000000072,
11.7851,,Segment,5,7,Image 1,5,1,100000004,510000000074,
0,,Segment,5,6,Image 1,5,1,100000004,510000000107,
0,,Segment,5,5,Image 1,4,1,100000004,510000000126,
0,,Segment,5,4,Image 1,3,1,100000004,510000000140,
0,,Segment,5,3,Image 1,2,1,100000004,510000000148,
0,,Segment,5,2,Image 1,2,1,100000004,510000000157,
0,,Segment,5,1,Image 1,2,1,100000004,510000000166,
0,,Segment,5,0,Image 1,1,1,100000004,510000000182,
0,,Segment,5,9,Image 1,6,1,100000004,510000000206,
10,,Segment,5,10,Image 1,7,1,100000004,510000000210,
0,,Segment,5,9,Image 1,6,1,100000004,510000000213,
0,,Segment,5,8,Image 1,6,1,100000004,510000000218,
0,,Segment,5,7,Image 1,6,1,100000004,510000000233,
12.2565,,Segment,5,10,Image 1,6,1,100000004,510000000235,
0,,Segment,5,9,Image 1,7,1,100000004,510000000241,
16.2472,,Segment,5,3,Image 1,2,1,100000000,510000000283,
0,,Segment,5,2,Image 1,2,1,100000000,510000000353,
0,,Segment,5,1,Image 1,1,1,100000000,510000000357,
0,,Segment,5,0,Image 1,1,1,100000000,510000000374,
0,,Segment,5,3,Image 1,3,1,100000000,510000000402,
12.9173,,Segment,5,7,Image 1,3,1,100000000,510000000493,
0,,Segment,5,6,Image 1,2,1,100000000,510000000495,
0,,Segment,5,5,Image 1,2,1,100000000,510000000506,
0,,Segment,5,4,Image 1,2,1,100000000,510000000513,
0,,Segment,5,3,Image 1,1,1,100000000,510000000520,
0,,Segment,5,2,Image 1,1,1,100000000,510000000528,
5.36283,,Segment,5,16,Image 1,8,1,100000001,510000000537,
0,,Segment,5,15,Image 1,8,1,100000001,510000000555,
11.2568,,Segment,5,14,Image 1,7,1,100000001,510000000570,
13.6043,,Segment,5,13,Image 1,7,1,100000001,510000000593,
