
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.5514,,Segment,1,9,Image 1,7,1,100000004,510000000053,
16.316,,Segment,1,8,Image 1,6,1,100000004,510000000072,
20.2083,,Segment,1,7,Image 1,5,1,100000004,510000000074,
1.64946,,Segment,1,6,Image 1,5,1,100000004,510000000107,
1.94667,,Segment,1,5,Image 1,4,1,100000004,510000000126,
1.14599,,Segment,1,4,Image 1,3,1,100000004,510000000140,
1.1134,,Segment,1,3,Image 1,2,1,100000004,510000000148,
0.788945,,Segment,1,2,Image 1,2,1,100000004,510000000157,
0.568965,,Segment,1,1,Image 1,2,1,100000004,510000000166,
0.478261,,Segment,1,0,Image 1,1,1,100000004,510000000182,
8.2459,,Segment,1,9,Image 1,6,1,100000004,510000000206,
16.6322,,Segment,1,10,Image 1,7,1,100000004,510000000210,
2.64516,,Segment,1,9,Image 1,6,1,100000004,510000000213,
2.03247,,Segment,1,8,Image 1,6,1,100000004,510000000218,
10.0258,,Segment,1,7,Image 1,6,1,100000004,510000000233,
7.50667,,Segment,1,10,Image 1,6,1,100000004,510000000235,
1.66216,,Segment,1,9,Image 1,7,1,100000004,510000000241,
5.37707,,Segment,1,3,Image 1,2,1,100000000,510000000283,
2.37845,,Segment,1,2,Image 1,2,1,100000000,510000000353,
1.51934,,Segment,1,1,Image 1,1,1,100000000,510000000357,
1.80303,,Segment,1,0,Image 1,1,1,100000000,510000000374,
1.60104,,Segment,1,3,Image 1,3,1,100000000,510000000402,
9.77075,,Segment,1,7,Image 1,3,1,100000000,510000000493,
1.46296,,Segment,1,6,Image 1,2,1,100000000,510000000495,
1.89894,,Segment,1,5,Image 1,2,1,100000000,510000000506,
3.95109,,Segment,1,4,Image 1,2,1,100000000,510000000513,
4.05479,,Segment,1,3,Image 1,1,1,100000000,510000000520,
2.23967,,Segment,1,2,Image 1,1,1,100000000,510000000528,
10.1755,,Segment,1,16,Image 1,8,1,100000001,510000000537,
4.7129,,Segment,1,15,Image 1,8,1,100000001,510000000555,
10.5128,,Segment,1,14,Image 1,7,1,100000001,510000000570,
9.95751,,Segment,1,13,Image 1,7,1,100000001,510000000593,
3.77083,,Segment,1,12,Image 1,6,1,100000001,510000000595,
2.1215,,Segment,1,11,Image 1,5,1,100000001,510000000608,
21.2507,,Segment,1,10,Image 1,5,1,100000001,510000000620,
43.11,,Segment,1,9,Image 1,5,1,100000001,510000000622,
6.07035,,Segment,1,8,Image 1,5,1,100000001,510000000626,
3.11628,,Segment,1,7,Image 1,4,1,100000001,510000000636,
1.25203,,Segment,1,6,Image 1,3,1,100000001,510000000639,
1.34314,,Segment,1,5,Image 1,3,1,100000001,510000000658,
1.79233,,Segment,1,4,Image 1,2,1,100000001,510000000669,
2.96512,,Segment,1,1,Image 1,1,1,100000001,510000000674,
3.97214,,Segment,1,0,Image 1,1,1,100000001,510000000690,
4.92308,,Segment,1,16,Image 1,9,1,100000001,510000000699,
17.741,,Segment,1,15,Image 1,7,1,100000001,510000000703,
4.28495,,Segment,1,14,Image 1,8,1,100000001,510000000714,
7.8253,,Segment,1,14,Image 1,8,1,100000001,510000000721,
40.3804,,Segment,1,3,Image 1,4,1,100000002,510000000764,
3.2,,Segment,1,2,Image 1,3,1,100000002,510000000772,
9.15802,,Segment,1,1,Image 1,2,1,100000002,510000000799,
1.91753,,Segment,1,0,Image 1,1,1,100000002,510000000808,
13.9164,,Segment,1,3,Image 1,3,1,100000002,510000000839,
2.49299,,Segment,1,2,Image 1,2,1,100000002,510000000857,
26.5794,,Segment,1,9,Image 1,3,1,100000000,510000000878,
1.90909,,Segment,1,8,Image 1,2,1,100000000,510000000887,
2.64414,,Segment,1,7,Image 1,1,1,100000000,510000000897,
10.4339,,Segment,1,6,Image 1,1,1,100000000,510000000907,
2.47282,,Segment,1,5,Image 1,1,1,100000000,510000000929,
1.81849,,Segment,1,4,Image 1,1,1,100000000,510000000934,
1.78672,,Segment,1,3,Image 1,1,1,100000000,510000000947,
6.97034,,Segment,1,2,Image 1,1,1,100000000,510000000959,
