
Segment Center Number of Voxel Ch=1 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
11,,Segment,1,9,Image 1,7,1,100000004,510000000053,
20,,Segment,1,8,Image 1,6,1,100000004,510000000072,
3,,Segment,1,7,Image 1,5,1,100000004,510000000074,
30,,Segment,1,6,Image 1,5,1,100000004,510000000107,
20,,Segment,1,5,Image 1,4,1,100000004,510000000126,
15,,Segment,1,4,Image 1,3,1,100000004,510000000140,
9,,Segment,1,3,Image 1,2,1,100000004,510000000148,
10,,Segment,1,2,Image 1,2,1,100000004,510000000157,
3,,Segment,1,1,Image 1,2,1,100000004,510000000166,
1,,Segment,1,0,Image 1,1,1,100000004,510000000182,
5,,Segment,1,9,Image 1,6,1,100000004,510000000206,
5,,Segment,1,10,Image 1,7,1,100000004,510000000210,
4,,Segment,1,9,Image 1,6,1,100000004,510000000213,
6,,Segment,1,8,Image 1,6,1,100000004,510000000218,
16,,Segment,1,7,Image 1,6,1,100000004,510000000233,
3,,Segment,1,10,Image 1,6,1,100000004,510000000235,
7,,Segment,1,9,Image 1,7,1,100000004,510000000241,
41,,Segment,1,3,Image 1,2,1,100000000,510000000283,
71,,Segment,1,2,Image 1,2,1,100000000,510000000353,
5,,Segment,1,1,Image 1,1,1,100000000,510000000357,
7,,Segment,1,0,Image 1,1,1,100000000,510000000374,
14,,Segment,1,3,Image 1,3,1,100000000,510000000402,
92,,Segment,1,7,Image 1,3,1,100000000,510000000493,
3,,Segment,1,6,Image 1,2,1,100000000,510000000495,
12,,Segment,1,5,Image 1,2,1,100000000,510000000506,
8,,Segment,1,4,Image 1,2,1,100000000,510000000513,
8,,Segment,1,3,Image 1,1,1,100000000,510000000520,
9,,Segment,1,2,Image 1,1,1,100000000,510000000528,
10,,Segment,1,16,Image 1,8,1,100000001,510000000537,
19,,Segment,1,15,Image 1,8,1,100000001,510000000555,
16,,Segment,1,14,Image 1,7,1,100000001,510000000570,
24,,Segment,1,13,Image 1,7,1,100000001,510000000593,
3,,Segment,1,12,Image 1,6,1,100000001,510000000595,
14,,Segment,1,11,Image 1,5,1,100000001,510000000608,
13,,Segment,1,10,Image 1,5,1,100000001,510000000620,
3,,Segment,1,9,Image 1,5,1,100000001,510000000622,
5,,Segment,1,8,Image 1,5,1,100000001,510000000626,
11,,Segment,1,7,Image 1,4,1,100000001,510000000636,
4,,Segment,1,6,Image 1,3,1,100000001,510000000639,
20,,Segment,1,5,Image 1,3,1,100000001,510000000658,
12,,Segment,1,4,Image 1,2,1,100000001,510000000669,
4,,Segment,1,1,Image 1,1,1,100000001,510000000674,
12,,Segment,1,0,Image 1,1,1,100000001,510000000690,
5,,Segment,1,16,Image 1,9,1,100000001,510000000699,
5,,Segment,1,15,Image 1,7,1,100000001,510000000703,
12,,Segment,1,14,Image 1,8,1,100000001,510000000714,
8,,Segment,1,14,Image 1,8,1,100000001,510000000721,
44,,Segment,1,3,Image 1,4,1,100000002,510000000764,
9,,Segment,1,2,Image 1,3,1,100000002,510000000772,
28,,Segment,1,1,Image 1,2,1,100000002,510000000799,
8,,Segment,1,0,Image 1,1,1,100000002,510000000808,
11,,Segment,1,3,Image 1,3,1,100000002,510000000839,
19,,Segment,1,2,Image 1,2,1,100000002,510000000857,
22,,Segment,1,9,Image 1,3,1,100000000,510000000878,
10,,Segment,1,8,Image 1,2,1,100000000,510000000887,
11,,Segment,1,7,Image 1,1,1,100000000,510000000897,
11,,Segment,1,6,Image 1,1,1,100000000,510000000907,
23,,Segment,1,5,Image 1,1,1,100000000,510000000929,
6,,Segment,1,4,Image 1,1,1,100000000,510000000934,
14,,Segment,1,3,Image 1,1,1,100000000,510000000947,
13,,Segment,1,2,Image 1,1,1,100000000,510000000959,
9,,Segment,1,1,Image 1,1,1,100000000,510000000967,
14,,Segment,1,0,Image 1,1,1,100000000,510000000995,
38,,Segment,1,0,Image 1,1,1,100000002,510000001036,
15,,Segment,1,6,Image 1,4,1,100000004,510000001065,
4,,Segment,1,4,Image 1,2,1,100000004,510000001069,
17,,Segment,1,2,Image 1,3,1,100000004,510000001085,
4,,Segment,1,3,Image 1,3,1,100000004,510000001088,
18,,Segment,1,3,Image 1,3,1,100000001,510000001105,
38,,Segment,1,2,Image 1,3,1,100000001,510000001142,
23,,Segment,1,1,Image 1,2,1,100000001,510000001164,
30,,Segment,1,0,Image 1,1,1,100000001,510000001194,
7,,Segment,1,3,Image 1,4,1,100000001,510000001200,
3,,Segment,1,2,Image 1,2,1,100000001,510000001202,
9,,Segment,1,1,Image 1,2,1,100000001,510000001210,
4,,Segment,1,1,Image 1,2,1,100000001,510000001213,
4,,Segment,1,1,Image 1,1,1,100000001,510000001216,
5,,Segment,1,6,Image 1,2,1,100000000,510000001220,
3,,Segment,1,5,Image 1,1,1,100000000,510000001222,
8,,Segment,1,4,Image 1,1,1,100000000,510000001229,
25,,Segment,1,3,Image 1,1,1,100000000,510000001253,
25,,Segment,1,2,Image 1,1,1,100000000,510000001277,
32,,Segment,1,1,Image 1,1,1,100000000,510000001308,
5,,Segment,1,0,Image 1,1,1,100000000,510000001320,
16,,Segment,1,6,Image 1,1,1,100000000,510000001335,
4,,Segment,1,5,Image 1,2,1,100000000,510000001338,
4,,Segment,1,4,Image 1,2,1,100000000,510000001341,
15,,Segment,1,3,Image 1,2,1,100000000,510000001355,
6,,Segment,1,1,Image 1,1,1,100000002,510000001360,
21,,Segment,1,0,Image 1,1,1,100000002,510000001383,
6,,Segment,1,2,Image 1,2,1,100000000,510000001388,
1,,Segment,1,1,Image 1,1,1,100000004,510000001393,
13,,Segment,1,8,Image 1,4,1,100000004,510000001405,
3,,Segment,1,7,Image 1,4,1,100000004,510000001407,
55,,Segment,1,5,Image 1,4,1,100000004,510000001462,
9,,Segment,1,4,Image 1,3,1,100000004,510000001470,
