
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
69.2917,°,Spine,5,1,1,100000000,610000005413,
79.184,°,Spine,5,2,1,100000001,610000005461,
104.301,°,Spine,0,1,1,100000003,610000005464,
76.2141,°,Spine,3,2,1,100000004,610000005467,
83.6594,°,Spine,2,1,1,100000003,610000005474,
76.6361,°,Spine,3,2,1,100000000,610000005477,
73.6378,°,Spine,8,3,1,100000000,610000005479,
91.5749,°,Spine,5,4,1,100000004,610000005489,
89.5636,°,Spine,5,1,1,100000000,610000005510,
73.3497,°,Spine,1,2,1,100000003,610000005512,
95.057,°,Spine,4,2,1,100000004,610000005515,
89.0322,°,Spine,11,5,1,100000001,610000005527,
79.9713,°,Spine,7,2,1,100000001,610000005544,
88.7363,°,Spine,2,2,1,100000002,610000005549,
50.3541,°,Spine,11,6,1,100000001,610000005555,
78.8727,°,Spine,1,2,1,100000004,610000005568,
87.9982,°,Spine,12,3,1,100000001,610000005581,
82.3633,°,Spine,3,2,1,100000001,610000005584,
86.8322,°,Spine,4,2,1,100000001,610000005587,
88.3988,°,Spine,13,5,1,100000000,610000005607,
85.799,°,Spine,0,1,1,100000000,610000005615,
103.063,°,Spine,7,3,1,100000000,610000005627,
97.5599,°,Spine,8,2,1,100000001,610000005631,
75.044,°,Spine,0,1,1,100000001,610000005636,
86.3443,°,Spine,0,1,1,100000002,610000005639,
81.1858,°,Spine,11,5,1,100000001,610000005643,
6.17955,°,Spine,3,4,1,100000002,610000005661,
83.2559,°,Spine,2,2,1,100000000,610000005664,
63.9866,°,Spine,6,2,1,100000001,610000005668,
97.3992,°,Spine,2,2,1,100000002,610000005683,
77.0639,°,Spine,5,2,1,100000001,610000005698,
94.8408,°,Spine,7,3,1,100000000,610000005702,
61.6257,°,Spine,5,2,1,100000001,610000005714,
69.5259,°,Spine,1,2,1,100000001,610000005719,
45.7365,°,Spine,2,3,1,100000001,610000005730,
64.6731,°,Spine,7,3,1,100000000,610000005807,
103.759,°,Spine,7,3,1,100000000,610000005808,
105.517,°,Spine,4,2,1,100000000,610000005809,
45.1497,°,Spine,5,1,1,100000000,610000005810,
145.779,°,Spine,4,1,1,100000000,610000005811,
87.7532,°,Spine,3,1,1,100000000,610000005812,
66.8815,°,Spine,1,2,1,100000000,610000005813,
74.847,°,Spine,3,2,1,100000000,610000005816,
74.4862,°,Spine,1,2,1,100000000,610000005817,
63.5169,°,Spine,0,1,1,100000000,610000005818,
80.5746,°,Spine,2,2,1,100000000,610000005820,
81.4214,°,Spine,0,1,1,100000000,610000005822,
67.5585,°,Spine,12,5,1,100000000,610000005830,
80.281,°,Spine,9,3,1,100000000,610000005831,
80.6534,°,Spine,1,1,1,100000000,610000005832,
79.2145,°,Spine,6,2,1,100000000,610000005833,
89.3061,°,Spine,1,1,1,100000000,610000005834,
99.802,°,Spine,1,1,1,100000000,610000005835,
96.1117,°,Spine,1,2,1,100000000,610000005836,
77.5838,°,Spine,0,1,1,100000000,610000005837,
105.157,°,Spine,1,2,1,100000000,610000005841,
71.45,°,Spine,1,1,1,100000000,610000005842,
92.1107,°,Spine,13,6,1,100000001,610000005844,
73.339,°,Spine,10,5,1,100000001,610000005845,
85.7828,°,Spine,8,5,1,100000001,610000005847,
83.7835,°,Spine,13,6,1,100000001,610000005848,
94.9422,°,Spine,13,6,1,100000001,610000005849,
66.0242,°,Spine,9,3,1,100000001,610000005851,
74.5761,°,Spine,8,4,1,100000001,610000005852,
93.9894,°,Spine,8,2,1,100000001,610000005853,
82.4079,°,Spine,7,2,1,100000001,610000005855,
63.7325,°,Spine,6,2,1,100000001,610000005856,
120.015,°,Spine,2,2,1,100000001,610000005857,
77.5744,°,Spine,1,2,1,100000001,610000005860,
82.1754,°,Spine,0,1,1,100000001,610000005861,
68.8569,°,Spine,0,1,1,100000001,610000005862,
64.9021,°,Spine,0,1,1,100000001,610000005863,
96.8652,°,Spine,5,2,1,100000001,610000005864,
67.0305,°,Spine,4,2,1,100000001,610000005865,
78.7722,°,Spine,0,1,1,100000001,610000005866,
70.8122,°,Spine,2,3,1,100000001,610000005867,
90.9773,°,Spine,1,1,1,100000001,610000005868,
85.5117,°,Spine,5,2,1,100000001,610000005869,
45.728,°,Spine,0,1,1,100000001,610000005872,
74.4856,°,Spine,2,2,1,100000001,610000005873,
79.3166,°,Spine,1,2,1,100000001,610000005874,
43.1226,°,Spine,3,4,1,100000002,610000005877,
60.8323,°,Spine,3,4,1,100000002,610000005878,
74.2478,°,Spine,1,2,1,100000002,610000005881,
80.9998,°,Spine,3,2,1,100000002,610000005882,
95.0796,°,Spine,4,1,1,100000002,610000005885,
50.571,°,Spine,1,2,1,100000002,610000005887,
49.3388,°,Spine,1,2,1,100000002,610000005888,
91.6066,°,Spine,3,1,1,100000002,610000005889,
75.4945,°,Spine,3,2,1,100000002,610000005890,
58.856,°,Spine,1,2,1,100000002,610000005891,
68.9631,°,Spine,2,3,1,100000003,610000005893,
90.9409,°,Spine,1,1,1,100000003,610000005894,
74.1481,°,Spine,1,1,1,100000003,610000005895,
89.4391,°,Spine,2,2,1,100000004,610000005900,
83.6002,°,Spine,5,4,1,100000004,610000005901,
68.633,°,Spine,4,3,1,100000004,610000005902,
147.771,°,Spine,2,1,1,100000004,610000005903,
