
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.865282,,Segment,9,7,1,100000004,510000000053,
0.960016,,Segment,8,6,1,100000004,510000000072,
0.99256,,Segment,7,5,1,100000004,510000000074,
0.892461,,Segment,6,5,1,100000004,510000000107,
0.990395,,Segment,5,4,1,100000004,510000000126,
0.977148,,Segment,4,3,1,100000004,510000000140,
0.984545,,Segment,3,2,1,100000004,510000000148,
0.988892,,Segment,2,2,1,100000004,510000000157,
0.925721,,Segment,1,2,1,100000004,510000000166,
0.970499,,Segment,0,1,1,100000004,510000000182,
0.996297,,Segment,9,6,1,100000004,510000000206,
0.994272,,Segment,10,7,1,100000004,510000000210,
0.976233,,Segment,9,6,1,100000004,510000000213,
0.952801,,Segment,8,6,1,100000004,510000000218,
0.957459,,Segment,7,6,1,100000004,510000000233,
0.996435,,Segment,10,6,1,100000004,510000000235,
0.981101,,Segment,9,7,1,100000004,510000000241,
0.975316,,Segment,3,2,1,100000000,510000000283,
0.84449,,Segment,2,2,1,100000000,510000000353,
0.933254,,Segment,1,1,1,100000000,510000000357,
0.976311,,Segment,0,1,1,100000000,510000000374,
0.871758,,Segment,3,3,1,100000000,510000000402,
0.74954,,Segment,7,3,1,100000000,510000000493,
0.992187,,Segment,6,2,1,100000000,510000000495,
0.896767,,Segment,5,2,1,100000000,510000000506,
0.945022,,Segment,4,2,1,100000000,510000000513,
0.975199,,Segment,3,1,1,100000000,510000000520,
0.982196,,Segment,2,1,1,100000000,510000000528,
0.977854,,Segment,16,8,1,100000001,510000000537,
0.948728,,Segment,15,8,1,100000001,510000000555,
0.937439,,Segment,14,7,1,100000001,510000000570,
0.941332,,Segment,13,7,1,100000001,510000000593,
0.933522,,Segment,12,6,1,100000001,510000000595,
0.967631,,Segment,11,5,1,100000001,510000000608,
0.965644,,Segment,10,5,1,100000001,510000000620,
0.995253,,Segment,9,5,1,100000001,510000000622,
0.969888,,Segment,8,5,1,100000001,510000000626,
0.930842,,Segment,7,4,1,100000001,510000000636,
0.996267,,Segment,6,3,1,100000001,510000000639,
0.988546,,Segment,5,3,1,100000001,510000000658,
0.944932,,Segment,4,2,1,100000001,510000000669,
0.994133,,Segment,1,1,1,100000001,510000000674,
0.916004,,Segment,0,1,1,100000001,510000000690,
0.966166,,Segment,16,9,1,100000001,510000000699,
0.992044,,Segment,15,7,1,100000001,510000000703,
0.74601,,Segment,14,8,1,100000001,510000000714,
0.944576,,Segment,14,8,1,100000001,510000000721,
0.675917,,Segment,3,4,1,100000002,510000000764,
0.969532,,Segment,2,3,1,100000002,510000000772,
0.960414,,Segment,1,2,1,100000002,510000000799,
0.965579,,Segment,0,1,1,100000002,510000000808,
0.766303,,Segment,3,3,1,100000002,510000000839,
0.602233,,Segment,2,2,1,100000002,510000000857,
0.678714,,Segment,9,3,1,100000000,510000000878,
0.979059,,Segment,8,2,1,100000000,510000000887,
0.970331,,Segment,7,1,1,100000000,510000000897,
0.966604,,Segment,6,1,1,100000000,510000000907,
0.969367,,Segment,5,1,1,100000000,510000000929,
0.936463,,Segment,4,1,1,100000000,510000000934,
0.984705,,Segment,3,1,1,100000000,510000000947,
0.991995,,Segment,2,1,1,100000000,510000000959,
0.989734,,Segment,1,1,1,100000000,510000000967,
0.969426,,Segment,0,1,1,100000000,510000000995,
0.950453,,Segment,0,1,1,100000002,510000001036,
0.875655,,Segment,6,4,1,100000004,510000001065,
0.997901,,Segment,4,2,1,100000004,510000001069,
0.846355,,Segment,2,3,1,100000004,510000001085,
0.997029,,Segment,3,3,1,100000004,510000001088,
0.907383,,Segment,3,3,1,100000001,510000001105,
0.817225,,Segment,2,3,1,100000001,510000001142,
0.835279,,Segment,1,2,1,100000001,510000001164,
0.805733,,Segment,0,1,1,100000001,510000001194,
0.979455,,Segment,3,4,1,100000001,510000001200,
0.999391,,Segment,2,2,1,100000001,510000001202,
0.948999,,Segment,1,2,1,100000001,510000001210,
0.974933,,Segment,1,2,1,100000001,510000001213,
0.969317,,Segment,1,1,1,100000001,510000001216,
0.979797,,Segment,6,2,1,100000000,510000001220,
0.9967,,Segment,5,1,1,100000000,510000001222,
0.996878,,Segment,4,1,1,100000000,510000001229,
0.99082,,Segment,3,1,1,100000000,510000001253,
0.962345,,Segment,2,1,1,100000000,510000001277,
0.83622,,Segment,1,1,1,100000000,510000001308,
0.993528,,Segment,0,1,1,100000000,510000001320,
0.907333,,Segment,6,1,1,100000000,510000001335,
0.990961,,Segment,5,2,1,100000000,510000001338,
0.99934,,Segment,4,2,1,100000000,510000001341,
0.906059,,Segment,3,2,1,100000000,510000001355,
0.989413,,Segment,1,1,1,100000002,510000001360,
0.970599,,Segment,0,1,1,100000002,510000001383,
0.991716,,Segment,2,2,1,100000000,510000001388,
0.979912,,Segment,1,1,1,100000004,510000001393,
0.925717,,Segment,8,4,1,100000004,510000001405,
0.998046,,Segment,7,4,1,100000004,510000001407,
0.852807,,Segment,5,4,1,100000004,510000001462,
0.962608,,Segment,4,3,1,100000004,510000001470,
0.972907,,Segment,3,2,1,100000004,510000001511,
0.912306,,Segment,2,2,1,100000004,510000001522,
0.914866,,Segment,1,1,1,100000004,510000001539,
0.914272,,Segment,0,1,1,100000004,510000001582,
0.980016,,Segment,6,5,1,100000004,510000001598,
0.997932,,Segment,7,5,1,100000004,510000001601,
0.98406,,Segment,5,2,1,100000004,510000001639,
0.976627,,Segment,4,2,1,100000004,510000001656,
0.989982,,Segment,14,7,1,100000001,510000001659,
0.95064,,Segment,13,6,1,100000001,510000001681,
0.983039,,Segment,12,5,1,100000001,510000001688,
0.932178,,Segment,11,5,1,100000001,510000001720,
0.956836,,Segment,10,4,1,100000001,510000001732,
0.966579,,Segment,9,3,1,100000001,510000001742,
0.971835,,Segment,8,3,1,100000001,510000001746,
0.979462,,Segment,7,3,1,100000001,510000001758,
0.956898,,Segment,6,2,1,100000001,510000001789,
0.980767,,Segment,5,2,1,100000001,510000001804,
0.991474,,Segment,14,6,1,100000001,510000001807,
0.983724,,Segment,6,4,1,100000004,510000001809,
0.971888,,Segment,5,3,1,100000004,510000001811,
0.971999,,Segment,8,4,1,100000001,510000001823,
0.967598,,Segment,7,3,1,100000001,510000001832,
0.955574,,Segment,6,3,1,100000001,510000001837,
0.941949,,Segment,5,2,1,100000001,510000001872,
0.970417,,Segment,4,2,1,100000001,510000001875,
0.850603,,Segment,3,2,1,100000001,510000001930,
0.968962,,Segment,2,1,1,100000001,510000001939,
0.999638,,Segment,1,1,1,100000001,510000001941,
0.940025,,Segment,0,1,1,100000001,510000001967,
0.832223,,Segment,13,5,1,100000001,510000002013,
0.946446,,Segment,5,2,1,100000002,510000002030,
0.942784,,Segment,4,1,1,100000002,510000002047,
0.833573,,Segment,3,1,1,100000002,510000002072,
0.978224,,Segment,2,1,1,100000002,510000002090,
0.980083,,Segment,1,1,1,100000002,510000002095,
0.933029,,Segment,0,1,1,100000002,510000002172,
0.99108,,Segment,8,3,1,100000001,510000002174,
0.964646,,Segment,5,3,1,100000004,510000002190,
0.868472,,Segment,6,2,1,100000001,510000002199,
0.97273,,Segment,12,6,1,100000001,510000002206,
0.829346,,Segment,4,2,1,100000002,510000002216,
0.937757,,Segment,4,2,1,100000002,510000002230,
0.902058,,Segment,3,2,1,100000002,510000002239,
0.995435,,Segment,5,3,1,100000002,510000002242,
0.971572,,Segment,4,3,1,100000002,510000002244,
0.711021,,Segment,14,6,1,100000000,510000002271,
0.979637,,Segment,13,6,1,100000000,510000002278,
0.948042,,Segment,12,5,1,100000000,510000002288,
0.872715,,Segment,11,5,1,100000000,510000002296,
0.986618,,Segment,10,4,1,100000000,510000002310,
0.979269,,Segment,9,4,1,100000000,510000002326,
0.905094,,Segment,8,3,1,100000000,510000002336,
0.974394,,Segment,6,2,1,100000000,510000002341,
0.921658,,Segment,11,6,1,100000001,510000002383,
0.962261,,Segment,10,6,1,100000001,510000002410,
0.868513,,Segment,8,2,1,100000001,510000002452,
0.897914,,Segment,7,2,1,100000001,510000002485,
