
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,5,1,1,100000000,610000005413,
1,,Spine,5,2,1,100000001,610000005461,
1,,Spine,0,1,1,100000003,610000005464,
1,,Spine,3,2,1,100000004,610000005467,
1,,Spine,2,1,1,100000003,610000005474,
1,,Spine,3,2,1,100000000,610000005477,
1,,Spine,8,3,1,100000000,610000005479,
1,,Spine,5,4,1,100000004,610000005489,
1,,Spine,5,1,1,100000000,610000005510,
1,,Spine,1,2,1,100000003,610000005512,
1,,Spine,4,2,1,100000004,610000005515,
1,,Spine,11,5,1,100000001,610000005527,
1,,Spine,7,2,1,100000001,610000005544,
1,,Spine,2,2,1,100000002,610000005549,
1,,Spine,3,1,1,100000000,610000005553,
1,,Spine,11,6,1,100000001,610000005555,
1,,Spine,1,2,1,100000004,610000005568,
1,,Spine,12,3,1,100000001,610000005581,
1,,Spine,3,2,1,100000001,610000005584,
1,,Spine,4,2,1,100000001,610000005587,
1,,Spine,13,5,1,100000000,610000005607,
1,,Spine,0,1,1,100000000,610000005615,
1,,Spine,7,3,1,100000000,610000005627,
1,,Spine,8,2,1,100000001,610000005631,
1,,Spine,0,1,1,100000001,610000005636,
1,,Spine,0,1,1,100000002,610000005639,
1,,Spine,11,5,1,100000001,610000005643,
1,,Spine,6,1,1,100000000,610000005655,
1,,Spine,3,4,1,100000002,610000005661,
1,,Spine,2,2,1,100000000,610000005664,
1,,Spine,6,2,1,100000001,610000005668,
1,,Spine,2,2,1,100000002,610000005683,
1,,Spine,5,2,1,100000001,610000005698,
1,,Spine,7,3,1,100000000,610000005702,
1,,Spine,5,2,1,100000001,610000005714,
1,,Spine,2,3,1,100000001,610000005730,
1,,Spine,1,2,1,,610000006048,
1,,Spine,1,1,1,,610000006048,
1,,Spine,2,2,1,,610000006048,
1,,Spine,7,3,1,,610000006049,
1,,Spine,1,1,1,,610000006049,
1,,Spine,2,2,1,,610000006049,
1,,Spine,13,6,1,,610000006049,
1,,Spine,3,3,1,,610000006050,
1,,Spine,7,3,1,,610000006050,
1,,Spine,2,1,1,,610000006050,
1,,Spine,2,3,1,,610000006050,
1,,Spine,13,6,1,,610000006050,
1,,Spine,5,4,1,,610000006051,
1,,Spine,4,2,1,,610000006051,
1,,Spine,13,5,1,,610000006051,
1,,Spine,3,4,1,,610000006051,
1,,Spine,4,3,1,,610000006052,
1,,Spine,5,1,1,,610000006052,
1,,Spine,9,3,1,,610000006052,
1,,Spine,3,4,1,,610000006052,
1,,Spine,8,4,1,,610000006053,
1,,Spine,4,1,1,,610000006053,
1,,Spine,3,4,1,,610000006053,
1,,Spine,1,2,1,,610000006054,
1,,Spine,3,1,1,,610000006054,
1,,Spine,8,2,1,,610000006054,
1,,Spine,1,2,1,,610000006055,
1,,Spine,1,1,1,,610000006055,
1,,Spine,8,3,1,,610000006055,
1,,Spine,3,2,1,,610000006056,
1,,Spine,7,2,1,,610000006056,
1,,Spine,12,5,1,,610000006056,
1,,Spine,6,2,1,,610000006057,
1,,Spine,3,1,1,,610000006057,
1,,Spine,9,3,1,,610000006057,
1,,Spine,1,2,1,,610000006058,
1,,Spine,6,1,1,,610000006058,
1,,Spine,8,5,1,,610000006058,
1,,Spine,0,1,1,,610000006059,
1,,Spine,4,1,1,,610000006059,
1,,Spine,11,6,1,,610000006059,
1,,Spine,1,2,1,,610000006060,
1,,Spine,4,1,1,,610000006060,
1,,Spine,10,5,1,,610000006060,
1,,Spine,13,6,1,,610000006061,
1,,Spine,1,1,1,,610000006062,
1,,Spine,0,1,1,,610000006062,
1,,Spine,3,2,1,,610000006062,
1,,Spine,0,1,1,,610000006063,
1,,Spine,6,2,1,,610000006063,
1,,Spine,3,2,1,,610000006063,
1,,Spine,0,1,1,,610000006064,
1,,Spine,1,2,1,,610000006065,
1,,Spine,0,1,1,,610000006065,
1,,Spine,0,1,1,,610000006066,
1,,Spine,2,1,1,,610000006067,
1,,Spine,5,2,1,,610000006067,
1,,Spine,0,1,1,,610000006068,
1,,Spine,2,2,1,,610000006068,
1,,Spine,1,1,1,,610000006069,
1,,Spine,4,2,1,,610000006069,
1,,Spine,1,2,1,,610000006070,
1,,Spine,5,2,1,,610000006070,
1,,Spine,0,1,1,,610000006071,
1,,Spine,1,2,1,,610000006072,
1,,Spine,2,2,1,,610000006073,
1,,Spine,3,2,1,,610000006073,
1,,Spine,1,1,1,,610000006074,
