
Soma BoundingBoxAA Length Y
 ==================== 
Soma BoundingBoxAA Length Y,Unit,Category,Collection,Time,FilamentID,ID,
3.83398,µm,Soma,Soma BoundingBoxAA Length,1,100000000,800000000,
2.59961,µm,Soma,Soma BoundingBoxAA Length,1,100000001,800000001,
2.46875,µm,Soma,Soma BoundingBoxAA Length,1,100000002,800000002,
2.99023,µm,Soma,Soma BoundingBoxAA Length,1,100000003,800000003,
2.72852,µm,Soma,Soma BoundingBoxAA Length,1,100000004,800000004,
