
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,19,8,1,100000000,610000001575,
0,,Spine,19,8,1,100000000,610000001580,
0,,Spine,4,3,1,100000000,610000001582,
0,,Spine,1,1,1,100000002,610000001584,
0,,Spine,3,2,1,100000000,610000001587,
0,,Spine,0,1,1,100000000,610000001592,
0,,Spine,2,2,1,100000001,610000001594,
0,,Spine,1,2,1,100000000,610000001596,
0,,Spine,16,9,1,100000000,610000001600,
0,,Spine,4,1,1,100000002,610000001603,
0,,Spine,5,3,1,100000000,610000001606,
0,,Spine,16,9,1,100000000,610000001612,
0,,Spine,0,1,1,100000000,610000001615,
0,,Spine,0,1,1,100000000,610000001617,
0,,Spine,16,9,1,100000000,610000001621,
0,,Spine,0,1,1,100000001,610000001624,
0,,Spine,16,9,1,100000000,610000001628,
0,,Spine,16,9,1,100000000,610000001631,
0,,Spine,16,9,1,100000000,610000001635,
0,,Spine,16,9,1,100000000,610000001639,
0,,Spine,16,9,1,100000000,610000001642,
0,,Spine,16,9,1,100000000,610000001646,
0,,Spine,16,9,1,100000000,610000001650,
0,,Spine,3,3,1,100000001,610000001652,
0,,Spine,16,9,1,100000000,610000001654,
0,,Spine,16,9,1,100000000,610000001657,
0,,Spine,0,1,1,100000000,610000001660,
0,,Spine,1,1,1,100000002,610000001662,
0,,Spine,16,9,1,100000000,610000001664,
0,,Spine,16,9,1,100000000,610000001667,
0,,Spine,16,8,1,100000000,610000001669,
0,,Spine,3,1,1,100000002,610000001672,
0,,Spine,16,9,1,100000000,610000001675,
0,,Spine,16,9,1,100000000,610000001678,
0,,Spine,16,9,1,100000000,610000001681,
0,,Spine,16,9,1,100000000,610000001683,
0,,Spine,3,1,1,100000002,610000001687,
0,,Spine,16,9,1,100000000,610000001690,
0,,Spine,16,9,1,100000000,610000001693,
0,,Spine,16,9,1,100000000,610000001695,
0,,Spine,16,9,1,100000000,610000001698,
0,,Spine,16,9,1,100000000,610000001702,
0,,Spine,3,1,1,100000000,610000001704,
0,,Spine,16,9,1,100000000,610000001707,
0,,Spine,16,9,1,100000000,610000001709,
0,,Spine,16,9,1,100000000,610000001711,
0,,Spine,16,9,1,100000000,610000001715,
0,,Spine,16,9,1,100000000,610000001718,
0,,Spine,1,1,1,100000002,610000001720,
0,,Spine,16,9,1,100000000,610000001725,
0,,Spine,16,9,1,100000000,610000001728,
0,,Spine,0,1,1,100000000,610000001735,
0,,Spine,16,9,1,100000000,610000001740,
0,,Spine,16,9,1,100000000,610000001744,
0,,Spine,16,9,1,100000000,610000001746,
0,,Spine,16,9,1,100000000,610000001753,
0,,Spine,4,3,1,100000000,610000001768,
0,,Spine,9,3,1,100000000,610000001771,
0,,Spine,3,2,1,100000000,610000001772,
0,,Spine,1,2,1,100000000,610000001773,
0,,Spine,0,1,1,100000000,610000001777,
0,,Spine,0,1,1,100000000,610000001778,
0,,Spine,0,1,1,100000000,610000001779,
0,,Spine,0,1,1,100000000,610000001780,
0,,Spine,16,9,1,100000000,610000001790,
0,,Spine,19,8,1,100000000,610000001791,
0,,Spine,19,8,1,100000000,610000001792,
0,,Spine,19,9,1,100000000,610000001793,
0,,Spine,16,7,1,100000000,610000001794,
0,,Spine,15,7,1,100000000,610000001795,
0,,Spine,14,7,1,100000000,610000001796,
0,,Spine,14,7,1,100000000,610000001797,
0,,Spine,3,3,1,100000000,610000001798,
0,,Spine,2,3,1,100000000,610000001799,
0,,Spine,0,1,1,100000000,610000001800,
0,,Spine,0,1,1,100000000,610000001801,
0,,Spine,0,1,1,100000000,610000001802,
0,,Spine,6,2,1,100000001,610000001804,
0,,Spine,6,3,1,100000001,610000001805,
0,,Spine,1,1,1,100000001,610000001806,
0,,Spine,0,1,1,100000001,610000001808,
0,,Spine,4,1,1,100000002,610000001809,
0,,Spine,3,1,1,100000002,610000001810,
0,,Spine,3,1,1,100000002,610000001811,
0,,Spine,3,1,1,100000002,610000001812,
0,,Spine,3,2,1,100000002,610000001813,
0,,Spine,4,1,1,100000002,610000001814,
