
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
92,,Spine,2,19,Image 1,8,1,100000000,610000001575,
92,,Spine,2,19,Image 1,8,1,100000000,610000001580,
30,,Spine,2,4,Image 1,3,1,100000000,610000001582,
14,,Spine,2,1,Image 1,1,1,100000002,610000001584,
119,,Spine,2,3,Image 1,2,1,100000000,610000001587,
182,,Spine,2,0,Image 1,1,1,100000000,610000001592,
85,,Spine,2,2,Image 1,2,1,100000001,610000001594,
42,,Spine,2,1,Image 1,2,1,100000000,610000001596,
110,,Spine,2,19,Image 1,8,1,100000000,610000001600,
93,,Spine,2,4,Image 1,1,1,100000002,610000001603,
119,,Spine,2,5,Image 1,3,1,100000000,610000001606,
133,,Spine,2,19,Image 1,8,1,100000000,610000001612,
145,,Spine,2,0,Image 1,1,1,100000000,610000001615,
123,,Spine,2,0,Image 1,1,1,100000000,610000001617,
121,,Spine,2,19,Image 1,8,1,100000000,610000001621,
70,,Spine,2,0,Image 1,1,1,100000001,610000001624,
91,,Spine,2,19,Image 1,8,1,100000000,610000001628,
97,,Spine,2,19,Image 1,8,1,100000000,610000001631,
128,,Spine,2,19,Image 1,8,1,100000000,610000001635,
96,,Spine,2,19,Image 1,8,1,100000000,610000001639,
98,,Spine,2,19,Image 1,8,1,100000000,610000001642,
115,,Spine,2,19,Image 1,8,1,100000000,610000001646,
121,,Spine,2,19,Image 1,8,1,100000000,610000001650,
104,,Spine,2,3,Image 1,3,1,100000001,610000001652,
116,,Spine,2,19,Image 1,8,1,100000000,610000001654,
153,,Spine,2,19,Image 1,8,1,100000000,610000001657,
189,,Spine,2,0,Image 1,1,1,100000000,610000001660,
9,,Spine,2,1,Image 1,1,1,100000002,610000001662,
96,,Spine,2,19,Image 1,8,1,100000000,610000001664,
121,,Spine,2,19,Image 1,8,1,100000000,610000001667,
55,,Spine,2,16,Image 1,8,1,100000000,610000001669,
113,,Spine,2,3,Image 1,1,1,100000002,610000001672,
104,,Spine,2,19,Image 1,8,1,100000000,610000001675,
106,,Spine,2,19,Image 1,8,1,100000000,610000001678,
103,,Spine,2,19,Image 1,8,1,100000000,610000001681,
115,,Spine,2,19,Image 1,8,1,100000000,610000001683,
116,,Spine,2,3,Image 1,1,1,100000002,610000001687,
125,,Spine,2,19,Image 1,8,1,100000000,610000001690,
118,,Spine,2,19,Image 1,8,1,100000000,610000001693,
95,,Spine,2,19,Image 1,8,1,100000000,610000001695,
109,,Spine,2,19,Image 1,8,1,100000000,610000001698,
133,,Spine,2,19,Image 1,8,1,100000000,610000001702,
106,,Spine,2,3,Image 1,1,1,100000000,610000001704,
120,,Spine,2,19,Image 1,8,1,100000000,610000001707,
145,,Spine,2,19,Image 1,8,1,100000000,610000001709,
84,,Spine,2,19,Image 1,8,1,100000000,610000001711,
144,,Spine,2,19,Image 1,8,1,100000000,610000001715,
129,,Spine,2,19,Image 1,8,1,100000000,610000001718,
123,,Spine,2,1,Image 1,1,1,100000002,610000001720,
181,,Spine,2,19,Image 1,8,1,100000000,610000001725,
68,,Spine,2,19,Image 1,8,1,100000000,610000001728,
117,,Spine,2,0,Image 1,1,1,100000000,610000001735,
124,,Spine,2,19,Image 1,8,1,100000000,610000001740,
95,,Spine,2,19,Image 1,8,1,100000000,610000001744,
139,,Spine,2,19,Image 1,8,1,100000000,610000001746,
117,,Spine,2,19,Image 1,8,1,100000000,610000001753,
59,,Spine,2,4,Image 1,3,1,100000000,610000001768,
104,,Spine,2,9,Image 1,3,1,100000000,610000001771,
80,,Spine,2,3,Image 1,2,1,100000000,610000001772,
82,,Spine,2,1,Image 1,2,1,100000000,610000001773,
139,,Spine,2,0,Image 1,1,1,100000000,610000001777,
182,,Spine,2,0,Image 1,1,1,100000000,610000001778,
189,,Spine,2,0,Image 1,1,1,100000000,610000001779,
118,,Spine,2,0,Image 1,1,1,100000000,610000001780,
96,,Spine,2,16,Image 1,9,1,100000000,610000001790,
88,,Spine,2,19,Image 1,8,1,100000000,610000001791,
139,,Spine,2,19,Image 1,8,1,100000000,610000001792,
90,,Spine,2,19,Image 1,9,1,100000000,610000001793,
139,,Spine,2,16,Image 1,7,1,100000000,610000001794,
86,,Spine,2,15,Image 1,7,1,100000000,610000001795,
55,,Spine,2,14,Image 1,7,1,100000000,610000001796,
35,,Spine,2,14,Image 1,7,1,100000000,610000001797,
62,,Spine,2,3,Image 1,3,1,100000000,610000001798,
0,,Spine,2,2,Image 1,3,1,100000000,610000001799,
95,,Spine,2,0,Image 1,1,1,100000000,610000001800,
111,,Spine,2,0,Image 1,1,1,100000000,610000001801,
102,,Spine,2,0,Image 1,1,1,100000000,610000001802,
51,,Spine,2,6,Image 1,2,1,100000001,610000001804,
58,,Spine,2,6,Image 1,3,1,100000001,610000001805,
113,,Spine,2,1,Image 1,1,1,100000001,610000001806,
29,,Spine,2,0,Image 1,1,1,100000001,610000001808,
75,,Spine,2,4,Image 1,1,1,100000002,610000001809,
89,,Spine,2,3,Image 1,1,1,100000002,610000001810,
80,,Spine,2,3,Image 1,1,1,100000002,610000001811,
80,,Spine,2,3,Image 1,1,1,100000002,610000001812,
26,,Spine,2,3,Image 1,2,1,100000002,610000001813,
146,,Spine,2,4,Image 1,1,1,100000002,610000001814,
