
Spine Volume
 ==================== 
Spine Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.1242,µm^3,Spine,19,8,1,100000000,610000001575,
1.15884,µm^3,Spine,19,8,1,100000000,610000001580,
0.300919,µm^3,Spine,4,3,1,100000000,610000001582,
0.0553397,µm^3,Spine,1,1,1,100000002,610000001584,
4.04149,µm^3,Spine,3,2,1,100000000,610000001587,
2.10233,µm^3,Spine,0,1,1,100000000,610000001592,
0.601869,µm^3,Spine,2,2,1,100000001,610000001594,
0.367098,µm^3,Spine,1,2,1,100000000,610000001596,
0.291647,µm^3,Spine,16,9,1,100000000,610000001600,
1.19588,µm^3,Spine,4,1,1,100000002,610000001603,
1.89984,µm^3,Spine,5,3,1,100000000,610000001606,
0.193995,µm^3,Spine,16,9,1,100000000,610000001612,
0.86681,µm^3,Spine,0,1,1,100000000,610000001615,
0.589262,µm^3,Spine,0,1,1,100000000,610000001617,
0.258071,µm^3,Spine,16,9,1,100000000,610000001621,
0.193766,µm^3,Spine,0,1,1,100000001,610000001624,
0.145944,µm^3,Spine,16,9,1,100000000,610000001628,
0.0889061,µm^3,Spine,16,9,1,100000000,610000001631,
0.196003,µm^3,Spine,16,9,1,100000000,610000001635,
0.137455,µm^3,Spine,16,9,1,100000000,610000001639,
0.101738,µm^3,Spine,16,9,1,100000000,610000001642,
0.282501,µm^3,Spine,16,9,1,100000000,610000001646,
9.76045,µm^3,Spine,16,9,1,100000000,610000001650,
0.787403,µm^3,Spine,3,3,1,100000001,610000001652,
0.121165,µm^3,Spine,16,9,1,100000000,610000001654,
0.224289,µm^3,Spine,16,9,1,100000000,610000001657,
0.437621,µm^3,Spine,0,1,1,100000000,610000001660,
0.037645,µm^3,Spine,1,1,1,100000002,610000001662,
0.489615,µm^3,Spine,16,9,1,100000000,610000001664,
0.156765,µm^3,Spine,16,9,1,100000000,610000001667,
1.49308,µm^3,Spine,16,8,1,100000000,610000001669,
0.865419,µm^3,Spine,3,1,1,100000002,610000001672,
0.267765,µm^3,Spine,16,9,1,100000000,610000001675,
0.144526,µm^3,Spine,16,9,1,100000000,610000001678,
0.632531,µm^3,Spine,16,9,1,100000000,610000001681,
0.240561,µm^3,Spine,16,9,1,100000000,610000001683,
0.551583,µm^3,Spine,3,1,1,100000002,610000001687,
0.1338,µm^3,Spine,16,9,1,100000000,610000001690,
4.82099,µm^3,Spine,16,9,1,100000000,610000001693,
0.0555281,µm^3,Spine,16,9,1,100000000,610000001695,
1.22386,µm^3,Spine,16,9,1,100000000,610000001698,
4.9696,µm^3,Spine,16,9,1,100000000,610000001702,
0.48034,µm^3,Spine,3,1,1,100000000,610000001704,
0.150248,µm^3,Spine,16,9,1,100000000,610000001707,
0.233738,µm^3,Spine,16,9,1,100000000,610000001709,
0.0577678,µm^3,Spine,16,9,1,100000000,610000001711,
0.0575115,µm^3,Spine,16,9,1,100000000,610000001715,
0.0698592,µm^3,Spine,16,9,1,100000000,610000001718,
0.479491,µm^3,Spine,1,1,1,100000002,610000001720,
0.484228,µm^3,Spine,16,9,1,100000000,610000001725,
5.58853,µm^3,Spine,16,9,1,100000000,610000001728,
0.637845,µm^3,Spine,0,1,1,100000000,610000001735,
0.0227355,µm^3,Spine,16,9,1,100000000,610000001740,
0.548129,µm^3,Spine,16,9,1,100000000,610000001744,
0.0649464,µm^3,Spine,16,9,1,100000000,610000001746,
0.201742,µm^3,Spine,16,9,1,100000000,610000001753,
0.422426,µm^3,Spine,4,3,1,100000000,610000001768,
0.209086,µm^3,Spine,9,3,1,100000000,610000001771,
0.158178,µm^3,Spine,3,2,1,100000000,610000001772,
0.455335,µm^3,Spine,1,2,1,100000000,610000001773,
0.24183,µm^3,Spine,0,1,1,100000000,610000001777,
0.421572,µm^3,Spine,0,1,1,100000000,610000001778,
0.0840895,µm^3,Spine,0,1,1,100000000,610000001779,
0.653075,µm^3,Spine,0,1,1,100000000,610000001780,
0.287141,µm^3,Spine,16,9,1,100000000,610000001790,
2.10252,µm^3,Spine,19,8,1,100000000,610000001791,
1.22256,µm^3,Spine,19,8,1,100000000,610000001792,
0.493536,µm^3,Spine,19,9,1,100000000,610000001793,
0.390574,µm^3,Spine,16,7,1,100000000,610000001794,
0.252838,µm^3,Spine,15,7,1,100000000,610000001795,
0.358081,µm^3,Spine,14,7,1,100000000,610000001796,
1.33282,µm^3,Spine,14,7,1,100000000,610000001797,
0.138018,µm^3,Spine,3,3,1,100000000,610000001798,
0.355592,µm^3,Spine,2,3,1,100000000,610000001799,
0.448889,µm^3,Spine,0,1,1,100000000,610000001800,
0.318751,µm^3,Spine,0,1,1,100000000,610000001801,
0.591656,µm^3,Spine,0,1,1,100000000,610000001802,
0.0952301,µm^3,Spine,6,2,1,100000001,610000001804,
0.521676,µm^3,Spine,6,3,1,100000001,610000001805,
0.304438,µm^3,Spine,1,1,1,100000001,610000001806,
0.127722,µm^3,Spine,0,1,1,100000001,610000001808,
0.435079,µm^3,Spine,4,1,1,100000002,610000001809,
0.524423,µm^3,Spine,3,1,1,100000002,610000001810,
0.660358,µm^3,Spine,3,1,1,100000002,610000001811,
0.574736,µm^3,Spine,3,1,1,100000002,610000001812,
0.211364,µm^3,Spine,3,2,1,100000002,610000001813,
0.0765552,µm^3,Spine,4,1,1,100000002,610000001814,
