
Spine Center Intensity Sum Ch=1 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
295,,Spine,1,19,Image 1,8,1,100000000,610000001575,
203,,Spine,1,19,Image 1,8,1,100000000,610000001580,
61,,Spine,1,4,Image 1,3,1,100000000,610000001582,
23,,Spine,1,1,Image 1,1,1,100000002,610000001584,
211,,Spine,1,3,Image 1,2,1,100000000,610000001587,
378,,Spine,1,0,Image 1,1,1,100000000,610000001592,
116,,Spine,1,2,Image 1,2,1,100000001,610000001594,
108,,Spine,1,1,Image 1,2,1,100000000,610000001596,
382,,Spine,1,19,Image 1,8,1,100000000,610000001600,
198,,Spine,1,4,Image 1,1,1,100000002,610000001603,
265,,Spine,1,5,Image 1,3,1,100000000,610000001606,
558,,Spine,1,19,Image 1,8,1,100000000,610000001612,
247,,Spine,1,0,Image 1,1,1,100000000,610000001615,
280,,Spine,1,0,Image 1,1,1,100000000,610000001617,
347,,Spine,1,19,Image 1,8,1,100000000,610000001621,
126,,Spine,1,0,Image 1,1,1,100000001,610000001624,
241,,Spine,1,19,Image 1,8,1,100000000,610000001628,
243,,Spine,1,19,Image 1,8,1,100000000,610000001631,
369,,Spine,1,19,Image 1,8,1,100000000,610000001635,
269,,Spine,1,19,Image 1,8,1,100000000,610000001639,
288,,Spine,1,19,Image 1,8,1,100000000,610000001642,
257,,Spine,1,19,Image 1,8,1,100000000,610000001646,
372,,Spine,1,19,Image 1,8,1,100000000,610000001650,
268,,Spine,1,3,Image 1,3,1,100000001,610000001652,
213,,Spine,1,19,Image 1,8,1,100000000,610000001654,
382,,Spine,1,19,Image 1,8,1,100000000,610000001657,
367,,Spine,1,0,Image 1,1,1,100000000,610000001660,
17,,Spine,1,1,Image 1,1,1,100000002,610000001662,
176,,Spine,1,19,Image 1,8,1,100000000,610000001664,
322,,Spine,1,19,Image 1,8,1,100000000,610000001667,
145,,Spine,1,16,Image 1,8,1,100000000,610000001669,
251,,Spine,1,3,Image 1,1,1,100000002,610000001672,
191,,Spine,1,19,Image 1,8,1,100000000,610000001675,
316,,Spine,1,19,Image 1,8,1,100000000,610000001678,
295,,Spine,1,19,Image 1,8,1,100000000,610000001681,
210,,Spine,1,19,Image 1,8,1,100000000,610000001683,
268,,Spine,1,3,Image 1,1,1,100000002,610000001687,
339,,Spine,1,19,Image 1,8,1,100000000,610000001690,
346,,Spine,1,19,Image 1,8,1,100000000,610000001693,
188,,Spine,1,19,Image 1,8,1,100000000,610000001695,
319,,Spine,1,19,Image 1,8,1,100000000,610000001698,
349,,Spine,1,19,Image 1,8,1,100000000,610000001702,
196,,Spine,1,3,Image 1,1,1,100000000,610000001704,
297,,Spine,1,19,Image 1,8,1,100000000,610000001707,
235,,Spine,1,19,Image 1,8,1,100000000,610000001709,
145,,Spine,1,19,Image 1,8,1,100000000,610000001711,
237,,Spine,1,19,Image 1,8,1,100000000,610000001715,
188,,Spine,1,19,Image 1,8,1,100000000,610000001718,
238,,Spine,1,1,Image 1,1,1,100000002,610000001720,
335,,Spine,1,19,Image 1,8,1,100000000,610000001725,
132,,Spine,1,19,Image 1,8,1,100000000,610000001728,
344,,Spine,1,0,Image 1,1,1,100000000,610000001735,
228,,Spine,1,19,Image 1,8,1,100000000,610000001740,
170,,Spine,1,19,Image 1,8,1,100000000,610000001744,
238,,Spine,1,19,Image 1,8,1,100000000,610000001746,
264,,Spine,1,19,Image 1,8,1,100000000,610000001753,
92,,Spine,1,4,Image 1,3,1,100000000,610000001768,
160,,Spine,1,9,Image 1,3,1,100000000,610000001771,
112,,Spine,1,3,Image 1,2,1,100000000,610000001772,
102,,Spine,1,1,Image 1,2,1,100000000,610000001773,
172,,Spine,1,0,Image 1,1,1,100000000,610000001777,
228,,Spine,1,0,Image 1,1,1,100000000,610000001778,
189,,Spine,1,0,Image 1,1,1,100000000,610000001779,
232,,Spine,1,0,Image 1,1,1,100000000,610000001780,
106,,Spine,1,16,Image 1,9,1,100000000,610000001790,
166,,Spine,1,19,Image 1,8,1,100000000,610000001791,
225,,Spine,1,19,Image 1,8,1,100000000,610000001792,
170,,Spine,1,19,Image 1,9,1,100000000,610000001793,
247,,Spine,1,16,Image 1,7,1,100000000,610000001794,
128,,Spine,1,15,Image 1,7,1,100000000,610000001795,
101,,Spine,1,14,Image 1,7,1,100000000,610000001796,
47,,Spine,1,14,Image 1,7,1,100000000,610000001797,
78,,Spine,1,3,Image 1,3,1,100000000,610000001798,
70,,Spine,1,2,Image 1,3,1,100000000,610000001799,
166,,Spine,1,0,Image 1,1,1,100000000,610000001800,
195,,Spine,1,0,Image 1,1,1,100000000,610000001801,
202,,Spine,1,0,Image 1,1,1,100000000,610000001802,
64,,Spine,1,6,Image 1,2,1,100000001,610000001804,
119,,Spine,1,6,Image 1,3,1,100000001,610000001805,
130,,Spine,1,1,Image 1,1,1,100000001,610000001806,
43,,Spine,1,0,Image 1,1,1,100000001,610000001808,
128,,Spine,1,4,Image 1,1,1,100000002,610000001809,
122,,Spine,1,3,Image 1,1,1,100000002,610000001810,
153,,Spine,1,3,Image 1,1,1,100000002,610000001811,
143,,Spine,1,3,Image 1,1,1,100000002,610000001812,
45,,Spine,1,3,Image 1,2,1,100000002,610000001813,
170,,Spine,1,4,Image 1,1,1,100000002,610000001814,
