
Spine Intensity Max Ch=1 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
99,,Spine,1,19,Image 1,8,1,100000000,610000001575,
99,,Spine,1,19,Image 1,8,1,100000000,610000001580,
90,,Spine,1,4,Image 1,3,1,100000000,610000001582,
56,,Spine,1,1,Image 1,1,1,100000002,610000001584,
149,,Spine,1,3,Image 1,2,1,100000000,610000001587,
192,,Spine,1,0,Image 1,1,1,100000000,610000001592,
131,,Spine,1,2,Image 1,2,1,100000001,610000001594,
89,,Spine,1,1,Image 1,2,1,100000000,610000001596,
116,,Spine,1,19,Image 1,8,1,100000000,610000001600,
172,,Spine,1,4,Image 1,1,1,100000002,610000001603,
142,,Spine,1,5,Image 1,3,1,100000000,610000001606,
133,,Spine,1,19,Image 1,8,1,100000000,610000001612,
167,,Spine,1,0,Image 1,1,1,100000000,610000001615,
172,,Spine,1,0,Image 1,1,1,100000000,610000001617,
138,,Spine,1,19,Image 1,8,1,100000000,610000001621,
170,,Spine,1,0,Image 1,1,1,100000001,610000001624,
143,,Spine,1,19,Image 1,8,1,100000000,610000001628,
108,,Spine,1,19,Image 1,8,1,100000000,610000001631,
128,,Spine,1,19,Image 1,8,1,100000000,610000001635,
124,,Spine,1,19,Image 1,8,1,100000000,610000001639,
145,,Spine,1,19,Image 1,8,1,100000000,610000001642,
148,,Spine,1,19,Image 1,8,1,100000000,610000001646,
189,,Spine,1,19,Image 1,8,1,100000000,610000001650,
128,,Spine,1,3,Image 1,3,1,100000001,610000001652,
122,,Spine,1,19,Image 1,8,1,100000000,610000001654,
153,,Spine,1,19,Image 1,8,1,100000000,610000001657,
192,,Spine,1,0,Image 1,1,1,100000000,610000001660,
63,,Spine,1,1,Image 1,1,1,100000002,610000001662,
115,,Spine,1,19,Image 1,8,1,100000000,610000001664,
135,,Spine,1,19,Image 1,8,1,100000000,610000001667,
129,,Spine,1,16,Image 1,8,1,100000000,610000001669,
166,,Spine,1,3,Image 1,1,1,100000002,610000001672,
127,,Spine,1,19,Image 1,8,1,100000000,610000001675,
148,,Spine,1,19,Image 1,8,1,100000000,610000001678,
135,,Spine,1,19,Image 1,8,1,100000000,610000001681,
127,,Spine,1,19,Image 1,8,1,100000000,610000001683,
161,,Spine,1,3,Image 1,1,1,100000002,610000001687,
152,,Spine,1,19,Image 1,8,1,100000000,610000001690,
175,,Spine,1,19,Image 1,8,1,100000000,610000001693,
140,,Spine,1,19,Image 1,8,1,100000000,610000001695,
143,,Spine,1,19,Image 1,8,1,100000000,610000001698,
175,,Spine,1,19,Image 1,8,1,100000000,610000001702,
157,,Spine,1,3,Image 1,1,1,100000000,610000001704,
189,,Spine,1,19,Image 1,8,1,100000000,610000001707,
163,,Spine,1,19,Image 1,8,1,100000000,610000001709,
127,,Spine,1,19,Image 1,8,1,100000000,610000001711,
161,,Spine,1,19,Image 1,8,1,100000000,610000001715,
144,,Spine,1,19,Image 1,8,1,100000000,610000001718,
141,,Spine,1,1,Image 1,1,1,100000002,610000001720,
181,,Spine,1,19,Image 1,8,1,100000000,610000001725,
160,,Spine,1,19,Image 1,8,1,100000000,610000001728,
192,,Spine,1,0,Image 1,1,1,100000000,610000001735,
146,,Spine,1,19,Image 1,8,1,100000000,610000001740,
131,,Spine,1,19,Image 1,8,1,100000000,610000001744,
188,,Spine,1,19,Image 1,8,1,100000000,610000001746,
160,,Spine,1,19,Image 1,8,1,100000000,610000001753,
99,,Spine,1,4,Image 1,3,1,100000000,610000001768,
130,,Spine,1,9,Image 1,3,1,100000000,610000001771,
80,,Spine,1,3,Image 1,2,1,100000000,610000001772,
111,,Spine,1,1,Image 1,2,1,100000000,610000001773,
192,,Spine,1,0,Image 1,1,1,100000000,610000001777,
192,,Spine,1,0,Image 1,1,1,100000000,610000001778,
192,,Spine,1,0,Image 1,1,1,100000000,610000001779,
192,,Spine,1,0,Image 1,1,1,100000000,610000001780,
136,,Spine,1,16,Image 1,9,1,100000000,610000001790,
151,,Spine,1,19,Image 1,8,1,100000000,610000001791,
157,,Spine,1,19,Image 1,8,1,100000000,610000001792,
90,,Spine,1,19,Image 1,9,1,100000000,610000001793,
156,,Spine,1,16,Image 1,7,1,100000000,610000001794,
141,,Spine,1,15,Image 1,7,1,100000000,610000001795,
84,,Spine,1,14,Image 1,7,1,100000000,610000001796,
111,,Spine,1,14,Image 1,7,1,100000000,610000001797,
68,,Spine,1,3,Image 1,3,1,100000000,610000001798,
92,,Spine,1,2,Image 1,3,1,100000000,610000001799,
128,,Spine,1,0,Image 1,1,1,100000000,610000001800,
134,,Spine,1,0,Image 1,1,1,100000000,610000001801,
134,,Spine,1,0,Image 1,1,1,100000000,610000001802,
98,,Spine,1,6,Image 1,2,1,100000001,610000001804,
170,,Spine,1,6,Image 1,3,1,100000001,610000001805,
124,,Spine,1,1,Image 1,1,1,100000001,610000001806,
68,,Spine,1,0,Image 1,1,1,100000001,610000001808,
172,,Spine,1,4,Image 1,1,1,100000002,610000001809,
173,,Spine,1,3,Image 1,1,1,100000002,610000001810,
158,,Spine,1,3,Image 1,1,1,100000002,610000001811,
161,,Spine,1,3,Image 1,1,1,100000002,610000001812,
86,,Spine,1,3,Image 1,2,1,100000002,610000001813,
169,,Spine,1,4,Image 1,1,1,100000002,610000001814,
