
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.84277,1.04167,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001592,
1.30659,0.803616,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001615,
1.50619,0.666816,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001617,
0.855747,0.472131,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001624,
1.51713,0.422714,0.440856,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001660,
1.61757,0.991367,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001735,
1.31058,0.625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001777,
1.36944,0.899658,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001778,
1.51713,0.478017,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001779,
1.61757,1.26811,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001780,
1.55481,1.04167,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001800,
0.625,0.625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001801,
0.755706,0.755706,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001802,
0.713875,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001808,
0.476761,0.476761,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000001584,
0.416667,0.416667,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000001662,
0.94192,0.566889,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000001720,
1.0719,0.749304,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000001806,
1.75071,0.688421,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000001596,
0.828206,0.814103,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000001773,
0.893623,0.754957,0,µm,Spine,Spine Part Max Diameter,14,7,1,100000000,610000001796,
0.952723,0.952723,0,µm,Spine,Spine Part Max Diameter,14,7,1,100000000,610000001797,
1.62141,0.771571,0,µm,Spine,Spine Part Max Diameter,15,7,1,100000000,610000001795,
1.7073,0.900724,0,µm,Spine,Spine Part Max Diameter,16,7,1,100000000,610000001794,
1.2386,0.925343,0,µm,Spine,Spine Part Max Diameter,16,8,1,100000000,610000001669,
0.732422,0.422098,0.469315,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001600,
0.416667,0.418178,0.416667,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001612,
0.833333,0.503845,0.633545,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001621,
0.416667,0.416667,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001628,
1.04167,0.55649,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001631,
0.507812,0.416792,0.422363,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001635,
0.45353,0.420031,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001639,
0.434843,0.422098,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001642,
0.7638,0.608846,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001646,
0.638021,3.17492,0.551066,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001650,
0.46875,0.46875,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001654,
0.625,0.647173,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001657,
0.872396,0.872396,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001664,
0.756836,0.503845,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001667,
0.729167,0.729167,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001675,
0.528971,0.416667,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001678,
0.923617,0.888795,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001681,
0.729167,0.729167,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001683,
0.849708,0.582256,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001690,
1.32293,2.40711,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001693,
0.416667,0.416667,0,µm,Spine,Spine Part Max Diameter,16,9,1,100000000,610000001695,
