
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1517.66,µm,Spine,Spine Position,19,8,1,100000000,610000001575,
1517.67,µm,Spine,Spine Position,19,8,1,100000000,610000001580,
1524.37,µm,Spine,Spine Position,4,3,1,100000000,610000001582,
1511.65,µm,Spine,Spine Position,1,1,1,100000002,610000001584,
1515.12,µm,Spine,Spine Position,3,2,1,100000000,610000001587,
1514.98,µm,Spine,Spine Position,0,1,1,100000000,610000001592,
1508.28,µm,Spine,Spine Position,2,2,1,100000001,610000001594,
1514.8,µm,Spine,Spine Position,1,2,1,100000000,610000001596,
1511.45,µm,Spine,Spine Position,16,9,1,100000000,610000001600,
1513.4,µm,Spine,Spine Position,4,1,1,100000002,610000001603,
1514.85,µm,Spine,Spine Position,5,3,1,100000000,610000001606,
1516.74,µm,Spine,Spine Position,16,9,1,100000000,610000001612,
1513.57,µm,Spine,Spine Position,0,1,1,100000000,610000001615,
1512.86,µm,Spine,Spine Position,0,1,1,100000000,610000001617,
1516.9,µm,Spine,Spine Position,16,9,1,100000000,610000001621,
1509.53,µm,Spine,Spine Position,0,1,1,100000001,610000001624,
1515.09,µm,Spine,Spine Position,16,9,1,100000000,610000001628,
1514.26,µm,Spine,Spine Position,16,9,1,100000000,610000001631,
1514.38,µm,Spine,Spine Position,16,9,1,100000000,610000001635,
1513.67,µm,Spine,Spine Position,16,9,1,100000000,610000001639,
1512.24,µm,Spine,Spine Position,16,9,1,100000000,610000001642,
1511.2,µm,Spine,Spine Position,16,9,1,100000000,610000001646,
1510.86,µm,Spine,Spine Position,16,9,1,100000000,610000001650,
1508.9,µm,Spine,Spine Position,3,3,1,100000001,610000001652,
1512.65,µm,Spine,Spine Position,16,9,1,100000000,610000001654,
1511.28,µm,Spine,Spine Position,16,9,1,100000000,610000001657,
1514.64,µm,Spine,Spine Position,0,1,1,100000000,610000001660,
1512.15,µm,Spine,Spine Position,1,1,1,100000002,610000001662,
1514.65,µm,Spine,Spine Position,16,9,1,100000000,610000001664,
1516.77,µm,Spine,Spine Position,16,9,1,100000000,610000001667,
1520.96,µm,Spine,Spine Position,16,8,1,100000000,610000001669,
1510.21,µm,Spine,Spine Position,3,1,1,100000002,610000001672,
1510.65,µm,Spine,Spine Position,16,9,1,100000000,610000001675,
1514.28,µm,Spine,Spine Position,16,9,1,100000000,610000001678,
1512.74,µm,Spine,Spine Position,16,9,1,100000000,610000001681,
1511.15,µm,Spine,Spine Position,16,9,1,100000000,610000001683,
1510.12,µm,Spine,Spine Position,3,1,1,100000002,610000001687,
1513.69,µm,Spine,Spine Position,16,9,1,100000000,610000001690,
1514.59,µm,Spine,Spine Position,16,9,1,100000000,610000001693,
1514.15,µm,Spine,Spine Position,16,9,1,100000000,610000001695,
1512.22,µm,Spine,Spine Position,16,9,1,100000000,610000001698,
1515.5,µm,Spine,Spine Position,16,9,1,100000000,610000001702,
1511.57,µm,Spine,Spine Position,3,1,1,100000000,610000001704,
1515.46,µm,Spine,Spine Position,16,9,1,100000000,610000001707,
1515.15,µm,Spine,Spine Position,16,9,1,100000000,610000001709,
1515.65,µm,Spine,Spine Position,16,9,1,100000000,610000001711,
1516.65,µm,Spine,Spine Position,16,9,1,100000000,610000001715,
1515.15,µm,Spine,Spine Position,16,9,1,100000000,610000001718,
1508.83,µm,Spine,Spine Position,1,1,1,100000002,610000001720,
1510.65,µm,Spine,Spine Position,16,9,1,100000000,610000001725,
1517.15,µm,Spine,Spine Position,16,9,1,100000000,610000001728,
1513.86,µm,Spine,Spine Position,0,1,1,100000000,610000001735,
1515.15,µm,Spine,Spine Position,16,9,1,100000000,610000001740,
