
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.31013,µm,Spine,19,8,1,100000000,610000001575,
1.31013,µm,Spine,19,8,1,100000000,610000001580,
1.45658,µm,Spine,4,3,1,100000000,610000001582,
0.416667,µm,Spine,1,1,1,100000002,610000001584,
1.82598,µm,Spine,3,2,1,100000000,610000001587,
1.36944,µm,Spine,0,1,1,100000000,610000001592,
0.818198,µm,Spine,2,2,1,100000001,610000001594,
1.75071,µm,Spine,1,2,1,100000000,610000001596,
0.416667,µm,Spine,16,9,1,100000000,610000001600,
0.816687,µm,Spine,4,1,1,100000002,610000001603,
1.49061,µm,Spine,5,3,1,100000000,610000001606,
0.416667,µm,Spine,16,9,1,100000000,610000001612,
1.30659,µm,Spine,0,1,1,100000000,610000001615,
1.50619,µm,Spine,0,1,1,100000000,610000001617,
0.833333,µm,Spine,16,9,1,100000000,610000001621,
0.855747,µm,Spine,0,1,1,100000001,610000001624,
0.416667,µm,Spine,16,9,1,100000000,610000001628,
1.04167,µm,Spine,16,9,1,100000000,610000001631,
0.507812,µm,Spine,16,9,1,100000000,610000001635,
0.45353,µm,Spine,16,9,1,100000000,610000001639,
0.429752,µm,Spine,16,9,1,100000000,610000001642,
0.672386,µm,Spine,16,9,1,100000000,610000001646,
0.496418,µm,Spine,16,9,1,100000000,610000001650,
0.834659,µm,Spine,3,3,1,100000001,610000001652,
0.416667,µm,Spine,16,9,1,100000000,610000001654,
0.625,µm,Spine,16,9,1,100000000,610000001657,
1.51713,µm,Spine,0,1,1,100000000,610000001660,
0.416667,µm,Spine,1,1,1,100000002,610000001662,
0.416667,µm,Spine,16,9,1,100000000,610000001664,
0.756836,µm,Spine,16,9,1,100000000,610000001667,
1.02798,µm,Spine,16,8,1,100000000,610000001669,
1.37579,µm,Spine,3,1,1,100000002,610000001672,
0.416667,µm,Spine,16,9,1,100000000,610000001675,
0.444743,µm,Spine,16,9,1,100000000,610000001678,
0.446358,µm,Spine,16,9,1,100000000,610000001681,
0.416667,µm,Spine,16,9,1,100000000,610000001683,
1.10854,µm,Spine,3,1,1,100000002,610000001687,
0.849708,µm,Spine,16,9,1,100000000,610000001690,
1.32293,µm,Spine,16,9,1,100000000,610000001693,
0.416667,µm,Spine,16,9,1,100000000,610000001695,
0.739738,µm,Spine,16,9,1,100000000,610000001698,
2.0172,µm,Spine,16,9,1,100000000,610000001702,
1.15336,µm,Spine,3,1,1,100000000,610000001704,
0.416667,µm,Spine,16,9,1,100000000,610000001707,
0.764262,µm,Spine,16,9,1,100000000,610000001709,
0.416667,µm,Spine,16,9,1,100000000,610000001711,
0.638021,µm,Spine,16,9,1,100000000,610000001715,
0.416667,µm,Spine,16,9,1,100000000,610000001718,
0.94192,µm,Spine,1,1,1,100000002,610000001720,
1.11696,µm,Spine,16,9,1,100000000,610000001725,
1.5952,µm,Spine,16,9,1,100000000,610000001728,
1.61757,µm,Spine,0,1,1,100000000,610000001735,
0.528971,µm,Spine,16,9,1,100000000,610000001740,
0.770101,µm,Spine,16,9,1,100000000,610000001744,
0.416667,µm,Spine,16,9,1,100000000,610000001746,
0.429159,µm,Spine,16,9,1,100000000,610000001753,
0.919113,µm,Spine,4,3,1,100000000,610000001768,
0.833333,µm,Spine,9,3,1,100000000,610000001771,
0.858404,µm,Spine,3,2,1,100000000,610000001772,
0.828206,µm,Spine,1,2,1,100000000,610000001773,
1.31058,µm,Spine,0,1,1,100000000,610000001777,
1.36944,µm,Spine,0,1,1,100000000,610000001778,
1.51713,µm,Spine,0,1,1,100000000,610000001779,
1.61757,µm,Spine,0,1,1,100000000,610000001780,
0.615992,µm,Spine,16,9,1,100000000,610000001790,
1.5207,µm,Spine,19,8,1,100000000,610000001791,
1.59101,µm,Spine,19,8,1,100000000,610000001792,
0.913198,µm,Spine,19,9,1,100000000,610000001793,
1.7073,µm,Spine,16,7,1,100000000,610000001794,
1.62141,µm,Spine,15,7,1,100000000,610000001795,
0.893623,µm,Spine,14,7,1,100000000,610000001796,
0.704639,µm,Spine,14,7,1,100000000,610000001797,
0.752,µm,Spine,3,3,1,100000000,610000001798,
0.473026,µm,Spine,2,3,1,100000000,610000001799,
1.55481,µm,Spine,0,1,1,100000000,610000001800,
0.416667,µm,Spine,0,1,1,100000000,610000001801,
0.416667,µm,Spine,0,1,1,100000000,610000001802,
0.908055,µm,Spine,6,2,1,100000001,610000001804,
1.04808,µm,Spine,6,3,1,100000001,610000001805,
1.0719,µm,Spine,1,1,1,100000001,610000001806,
0.713875,µm,Spine,0,1,1,100000001,610000001808,
0.777954,µm,Spine,4,1,1,100000002,610000001809,
1.37579,µm,Spine,3,1,1,100000002,610000001810,
1.10854,µm,Spine,3,1,1,100000002,610000001811,
1.10854,µm,Spine,3,1,1,100000002,610000001812,
1.07419,µm,Spine,3,2,1,100000002,610000001813,
0.907819,µm,Spine,4,1,1,100000002,610000001814,
