
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1517.38,µm,Segment,Segment Position,2,2,1,100000001,510000000018,
1518.16,µm,Segment,Segment Position,1,1,1,100000001,510000000020,
1516.04,µm,Segment,Segment Position,0,1,1,100000001,510000000031,
1523.42,µm,Segment,Segment Position,2,2,1,100000001,510000000049,
1520.37,µm,Segment,Segment Position,1,2,1,100000001,510000000060,
1522.03,µm,Segment,Segment Position,2,3,1,100000001,510000000062,
1519.46,µm,Segment,Segment Position,2,1,1,100000001,510000000066,
1522.82,µm,Segment,Segment Position,4,3,1,100000000,510000000106,
1522.7,µm,Segment,Segment Position,3,2,1,100000000,510000000109,
1521.45,µm,Segment,Segment Position,2,2,1,100000000,510000000116,
1519.96,µm,Segment,Segment Position,1,2,1,100000000,510000000142,
1517.86,µm,Segment,Segment Position,0,1,1,100000000,510000000158,
1526.22,µm,Segment,Segment Position,4,2,1,100000000,510000000173,
1520.77,µm,Segment,Segment Position,2,3,1,100000000,510000000175,
1521.4,µm,Segment,Segment Position,12,3,1,100000000,510000000200,
1522.44,µm,Segment,Segment Position,11,2,1,100000000,510000000206,
1522.66,µm,Segment,Segment Position,10,2,1,100000000,510000000218,
1523.05,µm,Segment,Segment Position,9,2,1,100000000,510000000236,
1523.66,µm,Segment,Segment Position,8,2,1,100000000,510000000239,
1523.06,µm,Segment,Segment Position,7,2,1,100000000,510000000241,
1521.97,µm,Segment,Segment Position,6,2,1,100000000,510000000250,
1521,µm,Segment,Segment Position,5,2,1,100000000,510000000254,
1520.55,µm,Segment,Segment Position,4,2,1,100000000,510000000256,
1520.3,µm,Segment,Segment Position,3,2,1,100000000,510000000261,
1519.96,µm,Segment,Segment Position,2,2,1,100000000,510000000264,
1519.64,µm,Segment,Segment Position,1,2,1,100000000,510000000268,
1518.59,µm,Segment,Segment Position,0,1,1,100000000,510000000299,
1522.93,µm,Segment,Segment Position,11,3,1,100000000,510000000302,
1523.24,µm,Segment,Segment Position,12,2,1,100000000,510000000306,
1521.22,µm,Segment,Segment Position,10,3,1,100000000,510000000312,
1513.71,µm,Segment,Segment Position,4,1,1,100000002,510000000323,
1512.22,µm,Segment,Segment Position,3,1,1,100000002,510000000337,
1514,µm,Segment,Segment Position,2,1,1,100000002,510000000343,
1513.49,µm,Segment,Segment Position,1,1,1,100000002,510000000345,
1513.11,µm,Segment,Segment Position,0,1,1,100000002,510000000354,
1511.14,µm,Segment,Segment Position,4,2,1,100000002,510000000356,
1519.07,µm,Segment,Segment Position,5,1,1,100000000,510000000396,
1511.19,µm,Segment,Segment Position,4,1,1,100000000,510000000399,
1511.67,µm,Segment,Segment Position,3,1,1,100000000,510000000403,
1512.48,µm,Segment,Segment Position,2,1,1,100000000,510000000407,
1512.96,µm,Segment,Segment Position,1,1,1,100000000,510000000409,
1513.74,µm,Segment,Segment Position,0,1,1,100000000,510000000430,
1521.09,µm,Segment,Segment Position,7,3,1,100000000,510000000446,
1525.38,µm,Segment,Segment Position,9,3,1,100000000,510000000451,
1524.01,µm,Segment,Segment Position,8,3,1,100000000,510000000455,
1520.26,µm,Segment,Segment Position,6,3,1,100000000,510000000460,
1519.81,µm,Segment,Segment Position,4,3,1,100000000,510000000463,
1521.11,µm,Segment,Segment Position,5,3,1,100000000,510000000466,
1522.03,µm,Segment,Segment Position,2,3,1,100000000,510000000470,
1520.12,µm,Segment,Segment Position,1,2,1,100000000,510000000477,
1521.55,µm,Segment,Segment Position,2,2,1,100000000,510000000479,
1520.49,µm,Segment,Segment Position,1,1,1,100000000,510000000483,
1519.85,µm,Segment,Segment Position,3,3,1,100000000,510000000485,
1519.61,µm,Segment,Segment Position,2,3,1,100000000,510000000487,
1518.6,µm,Segment,Segment Position,19,10,1,100000000,510000000490,
1519.87,µm,Segment,Segment Position,18,9,1,100000000,510000000495,
1521.63,µm,Segment,Segment Position,17,8,1,100000000,510000000502,
1522.18,µm,Segment,Segment Position,16,8,1,100000000,510000000515,
1520.09,µm,Segment,Segment Position,15,8,1,100000000,510000000542,
1516.31,µm,Segment,Segment Position,14,7,1,100000000,510000000551,
1514.08,µm,Segment,Segment Position,13,7,1,100000000,510000000559,
1512.74,µm,Segment,Segment Position,12,6,1,100000000,510000000563,
1512.43,µm,Segment,Segment Position,11,6,1,100000000,510000000578,
1512.83,µm,Segment,Segment Position,10,5,1,100000000,510000000603,
1513.95,µm,Segment,Segment Position,9,4,1,100000000,510000000616,
1514.53,µm,Segment,Segment Position,8,3,1,100000000,510000000619,
1514.44,µm,Segment,Segment Position,7,3,1,100000000,510000000626,
1514.29,µm,Segment,Segment Position,6,3,1,100000000,510000000628,
