
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.89133,,Segment,2,2,1,100000001,510000000018,
0.977517,,Segment,1,1,1,100000001,510000000020,
0.995434,,Segment,0,1,1,100000001,510000000031,
0.926318,,Segment,2,2,1,100000001,510000000049,
0.970791,,Segment,1,2,1,100000001,510000000060,
0.997501,,Segment,2,3,1,100000001,510000000062,
0.977556,,Segment,2,1,1,100000001,510000000066,
0.811317,,Segment,4,3,1,100000000,510000000106,
0.99536,,Segment,3,2,1,100000000,510000000109,
0.974204,,Segment,2,2,1,100000000,510000000116,
0.931786,,Segment,1,2,1,100000000,510000000142,
0.997827,,Segment,0,1,1,100000000,510000000158,
0.876863,,Segment,4,2,1,100000000,510000000173,
0.969979,,Segment,2,3,1,100000000,510000000175,
0.56288,,Segment,12,3,1,100000000,510000000200,
0.979131,,Segment,11,2,1,100000000,510000000206,
0.989187,,Segment,10,2,1,100000000,510000000218,
0.963266,,Segment,9,2,1,100000000,510000000236,
0.979818,,Segment,8,2,1,100000000,510000000239,
0.997467,,Segment,7,2,1,100000000,510000000241,
0.989636,,Segment,6,2,1,100000000,510000000250,
0.993826,,Segment,5,2,1,100000000,510000000254,
0.985068,,Segment,4,2,1,100000000,510000000256,
0.995571,,Segment,3,2,1,100000000,510000000261,
0.999057,,Segment,2,2,1,100000000,510000000264,
0.987911,,Segment,1,2,1,100000000,510000000268,
0.953045,,Segment,0,1,1,100000000,510000000299,
0.977054,,Segment,11,3,1,100000000,510000000302,
0.990719,,Segment,12,2,1,100000000,510000000306,
0.923095,,Segment,10,3,1,100000000,510000000312,
0.984108,,Segment,4,1,1,100000002,510000000323,
0.75666,,Segment,3,1,1,100000002,510000000337,
0.989812,,Segment,2,1,1,100000002,510000000343,
0.999482,,Segment,1,1,1,100000002,510000000345,
0.993914,,Segment,0,1,1,100000002,510000000354,
0.982545,,Segment,4,2,1,100000002,510000000356,
0.869532,,Segment,5,1,1,100000000,510000000396,
0.980481,,Segment,4,1,1,100000000,510000000399,
0.966228,,Segment,3,1,1,100000000,510000000403,
0.991709,,Segment,2,1,1,100000000,510000000407,
0.999323,,Segment,1,1,1,100000000,510000000409,
0.946806,,Segment,0,1,1,100000000,510000000430,
0.93431,,Segment,7,3,1,100000000,510000000446,
0.993783,,Segment,9,3,1,100000000,510000000451,
0.992042,,Segment,8,3,1,100000000,510000000455,
0.980787,,Segment,6,3,1,100000000,510000000460,
0.977324,,Segment,4,3,1,100000000,510000000463,
0.997658,,Segment,5,3,1,100000000,510000000466,
0.99619,,Segment,2,3,1,100000000,510000000470,
0.855907,,Segment,1,2,1,100000000,510000000477,
0.977993,,Segment,2,2,1,100000000,510000000479,
0.992966,,Segment,1,1,1,100000000,510000000483,
0.992605,,Segment,3,3,1,100000000,510000000485,
0.997796,,Segment,2,3,1,100000000,510000000487,
0.997695,,Segment,19,10,1,100000000,510000000490,
0.960537,,Segment,18,9,1,100000000,510000000495,
0.992607,,Segment,17,8,1,100000000,510000000502,
0.948552,,Segment,16,8,1,100000000,510000000515,
0.916076,,Segment,15,8,1,100000000,510000000542,
0.964785,,Segment,14,7,1,100000000,510000000551,
0.939866,,Segment,13,7,1,100000000,510000000559,
0.963374,,Segment,12,6,1,100000000,510000000563,
0.991979,,Segment,11,6,1,100000000,510000000578,
0.978009,,Segment,10,5,1,100000000,510000000603,
0.969992,,Segment,9,4,1,100000000,510000000616,
0.983151,,Segment,8,3,1,100000000,510000000619,
0.99184,,Segment,7,3,1,100000000,510000000626,
0.999407,,Segment,6,3,1,100000000,510000000628,
0.997366,,Segment,5,3,1,100000000,510000000633,
0.991793,,Segment,4,3,1,100000000,510000000636,
0.976801,,Segment,3,2,1,100000000,510000000648,
0.996894,,Segment,2,2,1,100000000,510000000652,
0.997605,,Segment,1,2,1,100000000,510000000655,
0.979411,,Segment,0,1,1,100000000,510000000677,
0.999988,,Segment,19,9,1,100000000,510000000679,
0.939035,,Segment,18,8,1,100000000,510000000687,
0.999394,,Segment,17,9,1,100000000,510000000689,
0.776583,,Segment,19,8,1,100000000,510000000701,
0.94515,,Segment,18,8,1,100000000,510000000718,
0.853685,,Segment,17,8,1,100000000,510000000741,
0.968699,,Segment,16,7,1,100000000,510000000748,
0.917017,,Segment,15,7,1,100000000,510000000759,
0.991646,,Segment,19,9,1,100000000,510000000762,
0.988599,,Segment,18,9,1,100000000,510000000766,
0.899814,,Segment,16,9,1,100000000,510000000775,
0.998675,,Segment,18,7,1,100000000,510000000779,
0.999973,,Segment,17,7,1,100000000,510000000781,
0.958407,,Segment,18,8,1,100000000,510000000785,
