
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001711,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001715,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001718,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000001720,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001725,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001728,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001735,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001740,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001744,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001746,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001753,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000000,610000001768,
0,µm,Spine,Spine Part Min Diameter,9,3,1,100000000,610000001771,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000001772,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000001773,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001777,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001778,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001779,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001780,
0,µm,Spine,Spine Part Min Diameter,16,9,1,100000000,610000001790,
0,µm,Spine,Spine Part Min Diameter,19,8,1,100000000,610000001791,
0,µm,Spine,Spine Part Min Diameter,19,8,1,100000000,610000001792,
0,µm,Spine,Spine Part Min Diameter,19,9,1,100000000,610000001793,
0,µm,Spine,Spine Part Min Diameter,16,7,1,100000000,610000001794,
0,µm,Spine,Spine Part Min Diameter,15,7,1,100000000,610000001795,
0,µm,Spine,Spine Part Min Diameter,14,7,1,100000000,610000001796,
0,µm,Spine,Spine Part Min Diameter,14,7,1,100000000,610000001797,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000001798,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000001799,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001800,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001801,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001802,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000001804,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000001805,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001806,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001808,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000001809,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000001810,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000001811,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000001812,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000001813,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000001814,
