
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
128.851,°,Segment,2,2,1,100000001,510000000018,
130.768,°,Segment,1,1,1,100000001,510000000020,
121.457,°,Segment,0,1,1,100000001,510000000031,
-133.553,°,Segment,2,2,1,100000001,510000000049,
-69.1989,°,Segment,1,2,1,100000001,510000000060,
-10.655,°,Segment,2,3,1,100000001,510000000062,
94.3987,°,Segment,2,1,1,100000001,510000000066,
-109.255,°,Segment,4,3,1,100000000,510000000106,
-98.6197,°,Segment,3,2,1,100000000,510000000109,
-120.61,°,Segment,2,2,1,100000000,510000000116,
-122.347,°,Segment,1,2,1,100000000,510000000142,
-153.586,°,Segment,0,1,1,100000000,510000000158,
21.1554,°,Segment,4,2,1,100000000,510000000173,
151.89,°,Segment,2,3,1,100000000,510000000175,
178.55,°,Segment,12,3,1,100000000,510000000200,
107.898,°,Segment,11,2,1,100000000,510000000206,
108.073,°,Segment,10,2,1,100000000,510000000218,
145.119,°,Segment,9,2,1,100000000,510000000236,
157.197,°,Segment,8,2,1,100000000,510000000239,
179.469,°,Segment,7,2,1,100000000,510000000241,
-172.162,°,Segment,6,2,1,100000000,510000000250,
-170.251,°,Segment,5,2,1,100000000,510000000254,
-134.877,°,Segment,4,2,1,100000000,510000000256,
-121.08,°,Segment,3,2,1,100000000,510000000261,
-134.111,°,Segment,2,2,1,100000000,510000000264,
-141.629,°,Segment,1,2,1,100000000,510000000268,
-156.273,°,Segment,0,1,1,100000000,510000000299,
19.3648,°,Segment,11,3,1,100000000,510000000302,
78.0895,°,Segment,12,2,1,100000000,510000000306,
-102.889,°,Segment,10,3,1,100000000,510000000312,
172.284,°,Segment,4,1,1,100000002,510000000323,
87.5828,°,Segment,3,1,1,100000002,510000000337,
33.6746,°,Segment,2,1,1,100000002,510000000343,
41.8123,°,Segment,1,1,1,100000002,510000000345,
61.6242,°,Segment,0,1,1,100000002,510000000354,
162.545,°,Segment,4,2,1,100000002,510000000356,
-174.835,°,Segment,5,1,1,100000000,510000000396,
98.5035,°,Segment,4,1,1,100000000,510000000399,
