
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
509,,Segment,1,2,Image 1,2,1,100000001,510000000018,
245,,Segment,1,1,Image 1,1,1,100000001,510000000020,
210,,Segment,1,0,Image 1,1,1,100000001,510000000031,
921,,Segment,1,2,Image 1,2,1,100000001,510000000049,
662,,Segment,1,1,Image 1,2,1,100000001,510000000060,
110,,Segment,1,2,Image 1,3,1,100000001,510000000062,
160,,Segment,1,2,Image 1,1,1,100000001,510000000066,
2299,,Segment,1,4,Image 1,3,1,100000000,510000000106,
332,,Segment,1,3,Image 1,2,1,100000000,510000000109,
911,,Segment,1,2,Image 1,2,1,100000000,510000000116,
1947,,Segment,1,1,Image 1,2,1,100000000,510000000142,
357,,Segment,1,0,Image 1,1,1,100000000,510000000158,
1037,,Segment,1,4,Image 1,2,1,100000000,510000000173,
147,,Segment,1,2,Image 1,3,1,100000000,510000000175,
1205,,Segment,1,12,Image 1,3,1,100000000,510000000200,
586,,Segment,1,11,Image 1,2,1,100000000,510000000206,
697,,Segment,1,10,Image 1,2,1,100000000,510000000218,
1181,,Segment,1,9,Image 1,2,1,100000000,510000000236,
248,,Segment,1,8,Image 1,2,1,100000000,510000000239,
210,,Segment,1,7,Image 1,2,1,100000000,510000000241,
789,,Segment,1,6,Image 1,2,1,100000000,510000000250,
563,,Segment,1,5,Image 1,2,1,100000000,510000000254,
397,,Segment,1,4,Image 1,2,1,100000000,510000000256,
376,,Segment,1,3,Image 1,2,1,100000000,510000000261,
445,,Segment,1,2,Image 1,2,1,100000000,510000000264,
455,,Segment,1,1,Image 1,2,1,100000000,510000000268,
942,,Segment,1,0,Image 1,1,1,100000000,510000000299,
148,,Segment,1,11,Image 1,3,1,100000000,510000000302,
220,,Segment,1,12,Image 1,2,1,100000000,510000000306,
263,,Segment,1,10,Image 1,3,1,100000000,510000000312,
386,,Segment,1,4,Image 1,1,1,100000002,510000000323,
985,,Segment,1,3,Image 1,1,1,100000002,510000000337,
621,,Segment,1,2,Image 1,1,1,100000002,510000000343,
295,,Segment,1,1,Image 1,1,1,100000002,510000000345,
250,,Segment,1,0,Image 1,1,1,100000002,510000000354,
70,,Segment,1,4,Image 1,2,1,100000002,510000000356,
2404,,Segment,1,5,Image 1,1,1,100000000,510000000396,
460,,Segment,1,4,Image 1,1,1,100000000,510000000399,
507,,Segment,1,3,Image 1,1,1,100000000,510000000403,
716,,Segment,1,2,Image 1,1,1,100000000,510000000407,
424,,Segment,1,1,Image 1,1,1,100000000,510000000409,
1497,,Segment,1,0,Image 1,1,1,100000000,510000000430,
548,,Segment,1,7,Image 1,3,1,100000000,510000000446,
438,,Segment,1,9,Image 1,3,1,100000000,510000000451,
136,,Segment,1,8,Image 1,3,1,100000000,510000000455,
272,,Segment,1,6,Image 1,3,1,100000000,510000000460,
167,,Segment,1,4,Image 1,3,1,100000000,510000000463,
210,,Segment,1,5,Image 1,3,1,100000000,510000000466,
170,,Segment,1,2,Image 1,3,1,100000000,510000000470,
435,,Segment,1,1,Image 1,2,1,100000000,510000000477,
114,,Segment,1,2,Image 1,2,1,100000000,510000000479,
239,,Segment,1,1,Image 1,1,1,100000000,510000000483,
116,,Segment,1,3,Image 1,3,1,100000000,510000000485,
216,,Segment,1,2,Image 1,3,1,100000000,510000000487,
192,,Segment,1,19,Image 1,10,1,100000000,510000000490,
233,,Segment,1,18,Image 1,9,1,100000000,510000000495,
595,,Segment,1,17,Image 1,8,1,100000000,510000000502,
1115,,Segment,1,16,Image 1,8,1,100000000,510000000515,
1771,,Segment,1,15,Image 1,8,1,100000000,510000000542,
328,,Segment,1,14,Image 1,7,1,100000000,510000000551,
635,,Segment,1,13,Image 1,7,1,100000000,510000000559,
416,,Segment,1,12,Image 1,6,1,100000000,510000000563,
1608,,Segment,1,11,Image 1,6,1,100000000,510000000578,
