
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
18.6391,µm^2,Soma,1,100000000,800000000,
19.7675,µm^2,Soma,1,100000001,800000001,
23.1989,µm^2,Soma,1,100000002,800000002,
