
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
495.24,21679,1376.85,µm,Segment,Segment Position,0,1,1,100000001,510000000143,
493.735,21677.3,1376.66,µm,Segment,Segment Position,0,1,1,100000001,510000000341,
461.207,21685.2,1375.99,µm,Segment,Segment Position,0,1,1,100000002,510000000479,
456.004,21681.7,1375.58,µm,Segment,Segment Position,0,1,1,100000002,510000000778,
466.163,21653.6,1374.67,µm,Segment,Segment Position,0,1,1,100000000,510000000969,
458.868,21686.2,1375.57,µm,Segment,Segment Position,0,1,1,100000002,510000001278,
467.403,21656.7,1375.45,µm,Segment,Segment Position,0,1,1,100000000,510000001580,
494.518,21674.6,1376.07,µm,Segment,Segment Position,0,1,1,100000001,510000001780,
495.858,21675,1375.65,µm,Segment,Segment Position,0,1,1,100000001,510000001971,
495.765,21677.6,1374.48,µm,Segment,Segment Position,0,1,1,100000001,510000002198,
469.629,21654.2,1374.35,µm,Segment,Segment Position,0,1,1,100000000,510000002301,
458.258,21683.4,1375.06,µm,Segment,Segment Position,0,1,1,100000002,510000002472,
459.103,21683.9,1375.51,µm,Segment,Segment Position,0,1,1,100000002,510000002489,
459.484,21684.5,1376.12,µm,Segment,Segment Position,0,1,1,100000002,510000002492,
497.774,21678.1,1376.16,µm,Segment,Segment Position,0,1,1,100000001,510000002527,
469.729,21653.2,1376.58,µm,Segment,Segment Position,0,1,1,100000000,510000002558,
467.761,21652.7,1376.42,µm,Segment,Segment Position,0,1,1,100000000,510000002595,
496.022,21681.3,1376.48,µm,Segment,Segment Position,1,1,1,100000001,510000000101,
492.706,21677.9,1376.45,µm,Segment,Segment Position,1,1,1,100000001,510000000309,
463.569,21685.8,1376.19,µm,Segment,Segment Position,1,1,1,100000002,510000000434,
454.094,21680.6,1374.91,µm,Segment,Segment Position,1,1,1,100000002,510000000724,
466.059,21653.1,1373.66,µm,Segment,Segment Position,1,1,1,100000000,510000000924,
458.528,21686.5,1375.46,µm,Segment,Segment Position,1,1,1,100000002,510000001274,
467.459,21657.8,1375.57,µm,Segment,Segment Position,1,1,1,100000000,510000001548,
496.441,21673.1,1375.65,µm,Segment,Segment Position,1,1,1,100000001,510000001958,
458.501,21683.1,1374.39,µm,Segment,Segment Position,1,1,1,100000002,510000002478,
470.839,21653.7,1373.79,µm,Segment,Segment Position,1,1,1,100000000,510000002599,
494.121,21674.2,1376.28,µm,Segment,Segment Position,1,1,1,100000001,510000002601,
495.98,21679.5,1373.35,µm,Segment,Segment Position,1,1,1,100000001,510000002603,
495.021,21680.6,1376.88,µm,Segment,Segment Position,1,2,1,100000001,510000000220,
463.814,21684.4,1375.18,µm,Segment,Segment Position,1,2,1,100000002,510000000571,
493.265,21677.7,1376.46,µm,Segment,Segment Position,1,2,1,100000001,510000000652,
455.091,21680.6,1374.6,µm,Segment,Segment Position,1,2,1,100000002,510000000862,
465.399,21653.4,1373.16,µm,Segment,Segment Position,1,2,1,100000000,510000001180,
492.635,21674.1,1376.19,µm,Segment,Segment Position,1,2,1,100000001,510000001770,
458.45,21687.1,1374.8,µm,Segment,Segment Position,1,2,1,100000002,510000001869,
497.125,21675.2,1374.9,µm,Segment,Segment Position,1,2,1,100000001,510000002056,
496.236,21679.9,1373.64,µm,Segment,Segment Position,1,2,1,100000001,510000002147,
471.434,21653.3,1373.77,µm,Segment,Segment Position,1,2,1,100000000,510000002266,
458.406,21683.2,1374.28,µm,Segment,Segment Position,1,2,1,100000002,510000002462,
467.899,21657.7,1375.33,µm,Segment,Segment Position,1,2,1,100000000,510000002597,
497.261,21683.2,1375.45,µm,Segment,Segment Position,2,1,1,100000001,510000000068,
464.473,21686,1376.44,µm,Segment,Segment Position,2,1,1,100000002,510000000574,
452.856,21680.5,1374.58,µm,Segment,Segment Position,2,1,1,100000002,510000000704,
467.156,21651.8,1373.52,µm,Segment,Segment Position,2,1,1,100000000,510000000918,
457.514,21687.3,1375.3,µm,Segment,Segment Position,2,1,1,100000002,510000001416,
466.735,21658.8,1375.69,µm,Segment,Segment Position,2,1,1,100000000,510000001530,
496.429,21670.8,1375.77,µm,Segment,Segment Position,2,1,1,100000001,510000001912,
495.625,21679.5,1372.87,µm,Segment,Segment Position,2,1,1,100000001,510000002455,
492.089,21678.4,1376.32,µm,Segment,Segment Position,2,1,1,100000001,510000002600,
495.982,21682.8,1375.12,µm,Segment,Segment Position,2,2,1,100000001,510000000191,
465.152,21686.2,1376.34,µm,Segment,Segment Position,2,2,1,100000002,510000000415,
491.998,21678.4,1376.34,µm,Segment,Segment Position,2,2,1,100000001,510000000650,
453.091,21681,1375,µm,Segment,Segment Position,2,2,1,100000002,510000000852,
466.369,21652.7,1373.49,µm,Segment,Segment Position,2,2,1,100000000,510000001162,
466.678,21653,1373.49,µm,Segment,Segment Position,2,2,1,100000000,510000001184,
457.69,21686.8,1374.93,µm,Segment,Segment Position,2,2,1,100000002,510000001267,
466.443,21657.8,1375.81,µm,Segment,Segment Position,2,2,1,100000000,510000001659,
491.287,21672.8,1375.49,µm,Segment,Segment Position,2,2,1,100000001,510000001731,
498.26,21675.5,1374.22,µm,Segment,Segment Position,2,2,1,100000001,510000002034,
472.886,21652.7,1373.55,µm,Segment,Segment Position,2,2,1,100000000,510000002247,
468.423,21659.2,1374.2,µm,Segment,Segment Position,2,2,1,100000000,510000002344,
459.013,21687.9,1374.16,µm,Segment,Segment Position,2,2,1,100000002,510000002373,
496.16,21671.3,1375.61,µm,Segment,Segment Position,2,2,1,100000001,510000002400,
496.481,21679.5,1372.61,µm,Segment,Segment Position,2,2,1,100000001,510000002418,
459.036,21687.7,1374.34,µm,Segment,Segment Position,2,3,1,100000002,510000001851,
490.185,21672.5,1375.92,µm,Segment,Segment Position,2,3,1,100000001,510000002000,
471.929,21652,1373.75,µm,Segment,Segment Position,2,3,1,100000000,510000002387,
498.209,21675.5,1374.43,µm,Segment,Segment Position,2,3,1,100000001,510000002435,
468.093,21657.9,1375.11,µm,Segment,Segment Position,2,3,1,100000000,510000002598,
498.426,21684.5,1374.44,µm,Segment,Segment Position,3,1,1,100000001,510000000215,
491.959,21679.2,1376.35,µm,Segment,Segment Position,3,1,1,100000001,510000000295,
452.046,21679.7,1374.44,µm,Segment,Segment Position,3,1,1,100000002,510000000693,
468.223,21650.5,1373.66,µm,Segment,Segment Position,3,1,1,100000000,510000000891,
467.027,21660.7,1375.83,µm,Segment,Segment Position,3,1,1,100000000,510000001509,
497.26,21669.7,1375.55,µm,Segment,Segment Position,3,1,1,100000001,510000002093,
456.764,21687.7,1375.35,µm,Segment,Segment Position,3,1,1,100000002,510000002458,
498.068,21685.3,1374.93,µm,Segment,Segment Position,3,2,1,100000001,510000000040,
496.009,21683.4,1374.19,µm,Segment,Segment Position,3,2,1,100000001,510000000200,
466.164,21687.1,1376.04,µm,Segment,Segment Position,3,2,1,100000002,510000000538,
490.507,21679.6,1374.4,µm,Segment,Segment Position,3,2,1,100000001,510000000646,
451.967,21680.4,1373.1,µm,Segment,Segment Position,3,2,1,100000002,510000000845,
467.87,21651.1,1373.21,µm,Segment,Segment Position,3,2,1,100000000,510000001138,
468.39,21650.9,1373.29,µm,Segment,Segment Position,3,2,1,100000000,510000001148,
465.997,21652.3,1373.4,µm,Segment,Segment Position,3,2,1,100000000,510000001159,
457.386,21686,1374.36,µm,Segment,Segment Position,3,2,1,100000002,510000001301,
467.05,21659.9,1376.43,µm,Segment,Segment Position,3,2,1,100000000,510000001650,
491.327,21671.7,1375.92,µm,Segment,Segment Position,3,2,1,100000001,510000001804,
496.023,21669.6,1375.7,µm,Segment,Segment Position,3,2,1,100000001,510000001898,
498.482,21675.6,1373.95,µm,Segment,Segment Position,3,2,1,100000001,510000002030,
473.835,21652.9,1373.41,µm,Segment,Segment Position,3,2,1,100000000,510000002223,
459.377,21688.3,1373.81,µm,Segment,Segment Position,3,2,1,100000002,510000002369,
456.889,21687.8,1375.2,µm,Segment,Segment Position,3,2,1,100000002,510000002610,
495.763,21683.6,1374,µm,Segment,Segment Position,3,3,1,100000001,510000000174,
466.799,21685.7,1376.69,µm,Segment,Segment Position,3,3,1,100000002,510000000397,
466.168,21652.5,1373.32,µm,Segment,Segment Position,3,3,1,100000000,510000001166,
455.152,21686.2,1374.4,µm,Segment,Segment Position,3,3,1,100000002,510000001258,
490.982,21672.7,1374.14,µm,Segment,Segment Position,3,3,1,100000001,510000001720,
460.324,21687.9,1374.27,µm,Segment,Segment Position,3,3,1,100000002,510000001848,
473.969,21653,1372.97,µm,Segment,Segment Position,3,3,1,100000000,510000002309,
498.778,21675.8,1373.88,µm,Segment,Segment Position,3,3,1,100000001,510000002350,
459.265,21688.3,1373.88,µm,Segment,Segment Position,3,3,1,100000002,510000002450,
459.412,21687.7,1374.3,µm,Segment,Segment Position,3,4,1,100000002,510000002448,
491.829,21680,1376.45,µm,Segment,Segment Position,4,1,1,100000001,510000000648,
451.53,21678.7,1375.69,µm,Segment,Segment Position,4,1,1,100000002,510000000676,
469.543,21646.8,1374.1,µm,Segment,Segment Position,4,1,1,100000000,510000001132,
466.93,21662.1,1376.13,µm,Segment,Segment Position,4,1,1,100000000,510000001482,
498.746,21669.6,1374.85,µm,Segment,Segment Position,4,1,1,100000001,510000002103,
497.359,21686.7,1374.7,µm,Segment,Segment Position,4,2,1,100000001,510000000166,
496.497,21683.2,1373.8,µm,Segment,Segment Position,4,2,1,100000001,510000000198,
490.129,21680.9,1376.4,µm,Segment,Segment Position,4,2,1,100000001,510000000278,
451.039,21679.4,1374.61,µm,Segment,Segment Position,4,2,1,100000002,510000000815,
468.986,21649.5,1373.74,µm,Segment,Segment Position,4,2,1,100000000,510000000875,
465.545,21652.1,1373.55,µm,Segment,Segment Position,4,2,1,100000000,510000001151,
456.783,21688.1,1375.16,µm,Segment,Segment Position,4,2,1,100000002,510000001405,
