
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,4,3,1,100000001,510000000008,
0,,Segment,3,2,1,100000001,510000000040,
0,,Segment,2,1,1,100000001,510000000068,
1,,Segment,1,1,1,100000001,510000000101,
0,,Segment,0,1,1,100000001,510000000143,
0,,Segment,4,2,1,100000001,510000000166,
0,,Segment,3,3,1,100000001,510000000174,
0,,Segment,2,2,1,100000001,510000000191,
2,,Segment,4,2,1,100000001,510000000198,
0,,Segment,3,2,1,100000001,510000000200,
0,,Segment,4,3,1,100000001,510000000203,
0,,Segment,3,1,1,100000001,510000000215,
0,,Segment,1,2,1,100000001,510000000220,
0,,Segment,6,2,1,100000001,510000000224,
1,,Segment,5,2,1,100000001,510000000235,
0,,Segment,4,2,1,100000001,510000000278,
1,,Segment,3,1,1,100000001,510000000295,
1,,Segment,1,1,1,100000001,510000000309,
0,,Segment,0,1,1,100000001,510000000341,
0,,Segment,6,3,1,100000001,510000000359,
0,,Segment,5,3,1,100000001,510000000363,
1,,Segment,3,3,1,100000002,510000000397,
0,,Segment,2,2,1,100000002,510000000415,
1,,Segment,1,1,1,100000002,510000000434,
1,,Segment,0,1,1,100000002,510000000479,
4,,Segment,4,3,1,100000002,510000000525,
0,,Segment,3,2,1,100000002,510000000538,
1,,Segment,1,2,1,100000002,510000000571,
0,,Segment,2,1,1,100000002,510000000574,
0,,Segment,3,2,1,100000001,510000000646,
2,,Segment,4,1,1,100000001,510000000648,
0,,Segment,2,2,1,100000001,510000000650,
0,,Segment,1,2,1,100000001,510000000652,
0,,Segment,4,1,1,100000002,510000000676,
0,,Segment,3,1,1,100000002,510000000693,
0,,Segment,2,1,1,100000002,510000000704,
0,,Segment,1,1,1,100000002,510000000724,
0,,Segment,0,1,1,100000002,510000000778,
0,,Segment,4,2,1,100000002,510000000815,
1,,Segment,3,2,1,100000002,510000000845,
1,,Segment,2,2,1,100000002,510000000852,
1,,Segment,1,2,1,100000002,510000000862,
0,,Segment,4,2,1,100000000,510000000875,
0,,Segment,3,1,1,100000000,510000000891,
1,,Segment,2,1,1,100000000,510000000918,
0,,Segment,1,1,1,100000000,510000000924,
2,,Segment,0,1,1,100000000,510000000969,
2,,Segment,4,1,1,100000000,510000001132,
0,,Segment,3,2,1,100000000,510000001138,
0,,Segment,3,2,1,100000000,510000001148,
0,,Segment,4,2,1,100000000,510000001151,
0,,Segment,3,2,1,100000000,510000001159,
0,,Segment,2,2,1,100000000,510000001162,
0,,Segment,4,3,1,100000000,510000001164,
0,,Segment,3,3,1,100000000,510000001166,
0,,Segment,1,2,1,100000000,510000001180,
0,,Segment,2,2,1,100000000,510000001184,
0,,Segment,4,4,1,100000002,510000001199,
1,,Segment,3,3,1,100000002,510000001258,
0,,Segment,2,2,1,100000002,510000001267,
0,,Segment,1,1,1,100000002,510000001274,
0,,Segment,0,1,1,100000002,510000001278,
0,,Segment,4,3,1,100000002,510000001291,
0,,Segment,3,2,1,100000002,510000001301,
0,,Segment,7,4,1,100000002,510000001347,
0,,Segment,6,3,1,100000002,510000001394,
0,,Segment,5,3,1,100000002,510000001401,
0,,Segment,4,2,1,100000002,510000001405,
0,,Segment,2,1,1,100000002,510000001416,
0,,Segment,7,3,1,100000002,510000001426,
0,,Segment,6,4,1,100000002,510000001428,
0,,Segment,6,2,1,100000000,510000001461,
0,,Segment,5,1,1,100000000,510000001464,
0,,Segment,4,1,1,100000000,510000001482,
0,,Segment,3,1,1,100000000,510000001509,
0,,Segment,2,1,1,100000000,510000001530,
1,,Segment,1,1,1,100000000,510000001548,
2,,Segment,0,1,1,100000000,510000001580,
0,,Segment,5,2,1,100000000,510000001606,
0,,Segment,4,2,1,100000000,510000001634,
0,,Segment,6,1,1,100000000,510000001637,
1,,Segment,3,2,1,100000000,510000001650,
0,,Segment,2,2,1,100000000,510000001659,
1,,Segment,4,3,1,100000001,510000001672,
1,,Segment,3,3,1,100000001,510000001720,
0,,Segment,2,2,1,100000001,510000001731,
0,,Segment,1,2,1,100000001,510000001770,
1,,Segment,0,1,1,100000001,510000001780,
0,,Segment,4,4,1,100000001,510000001790,
0,,Segment,3,2,1,100000001,510000001804,
0,,Segment,5,3,1,100000002,510000001819,
0,,Segment,4,3,1,100000002,510000001830,
1,,Segment,3,3,1,100000002,510000001848,
0,,Segment,2,3,1,100000002,510000001851,
0,,Segment,1,2,1,100000002,510000001869,
1,,Segment,5,4,1,100000002,510000001878,
0,,Segment,4,3,1,100000001,510000001882,
0,,Segment,3,2,1,100000001,510000001898,
1,,Segment,2,1,1,100000001,510000001912,
7,,Segment,1,1,1,100000001,510000001958,
3,,Segment,0,1,1,100000001,510000001971,
0,,Segment,5,2,1,100000001,510000001975,
0,,Segment,5,3,1,100000001,510000001978,
1,,Segment,2,3,1,100000001,510000002000,
0,,Segment,4,3,1,100000001,510000002028,
0,,Segment,3,2,1,100000001,510000002030,
0,,Segment,2,2,1,100000001,510000002034,
0,,Segment,1,2,1,100000001,510000002056,
0,,Segment,4,2,1,100000001,510000002067,
0,,Segment,3,1,1,100000001,510000002093,
0,,Segment,4,1,1,100000001,510000002103,
0,,Segment,4,3,1,100000002,510000002133,
2,,Segment,1,2,1,100000001,510000002147,
4,,Segment,0,1,1,100000001,510000002198,
0,,Segment,4,2,1,100000001,510000002214,
0,,Segment,4,4,1,100000002,510000002217,
0,,Segment,3,2,1,100000000,510000002223,
1,,Segment,2,2,1,100000000,510000002247,
0,,Segment,1,2,1,100000000,510000002266,
5,,Segment,0,1,1,100000000,510000002301,
0,,Segment,3,3,1,100000000,510000002309,
2,,Segment,2,2,1,100000000,510000002344,
1,,Segment,3,3,1,100000001,510000002350,
0,,Segment,5,2,1,100000002,510000002362,
0,,Segment,4,2,1,100000002,510000002366,
0,,Segment,3,2,1,100000002,510000002369,
0,,Segment,2,2,1,100000002,510000002373,
4,,Segment,2,3,1,100000000,510000002387,
3,,Segment,5,3,1,100000002,510000002393,
0,,Segment,2,2,1,100000001,510000002400,
0,,Segment,2,2,1,100000001,510000002418,
