
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1375.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002914,
1373.85,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002928,
1375.85,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002930,
1373.47,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000002940,
1375.95,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002950,
1373.45,µm,Spine,Spine Terminal Pt Position,2,3,1,100000000,610000002955,
1376.45,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000002958,
1374.36,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002962,
1372.65,µm,Spine,Spine Terminal Pt Position,5,3,1,100000002,610000002964,
1375.15,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000002976,
1374.65,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002984,
1375.55,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002986,
1374.95,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002988,
1375.55,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002990,
1375.55,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000002997,
1374.85,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003002,
1375.45,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000003012,
1375.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000003039,
1374.19,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003098,
1373.45,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000003098,
1375.15,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003099,
1373.85,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000003099,
1373.85,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000003099,
1375.15,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003100,
1373.33,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000003100,
1376.44,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000003100,
1375.15,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003101,
1375.62,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003101,
1373.05,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003102,
1373.85,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003102,
1372.93,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003103,
1375.65,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003103,
1375.65,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003104,
1374.13,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003104,
1376.05,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000003104,
1374.55,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003105,
1374.05,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003105,
1375.14,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003105,
1374.51,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003106,
1375.55,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003106,
1373.16,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000003106,
1373.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003107,
1374.55,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003107,
1375.55,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003107,
1374.75,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000003108,
1375.65,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003108,
1373.55,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000003108,
1376.15,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003109,
1373.75,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003109,
1376.25,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003110,
1375.92,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000003110,
1375.55,µm,Spine,Spine Terminal Pt Position,,,1,,610000003111,
1374.65,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003111,
1373.85,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003112,
1373.95,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003113,
1376.35,µm,Spine,Spine Terminal Pt Position,,,1,,610000003114,
1375.35,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003114,
1375.75,µm,Spine,Spine Terminal Pt Position,,,1,,610000003115,
1375.75,µm,Spine,Spine Terminal Pt Position,,,1,,610000003117,
1376.55,µm,Spine,Spine Terminal Pt Position,,,1,,610000003119,
