
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Segment,3,4,Image 1,3,1,100000001,510000000008,
33,,Segment,3,3,Image 1,2,1,100000001,510000000040,
29,,Segment,3,2,Image 1,1,1,100000001,510000000068,
22,,Segment,3,1,Image 1,1,1,100000001,510000000101,
19,,Segment,3,0,Image 1,1,1,100000001,510000000143,
6,,Segment,3,4,Image 1,2,1,100000001,510000000166,
9,,Segment,3,3,Image 1,3,1,100000001,510000000174,
18,,Segment,3,2,Image 1,2,1,100000001,510000000191,
8,,Segment,3,4,Image 1,2,1,100000001,510000000198,
3,,Segment,3,3,Image 1,2,1,100000001,510000000200,
4,,Segment,3,4,Image 1,3,1,100000001,510000000203,
13,,Segment,3,3,Image 1,1,1,100000001,510000000215,
1,,Segment,3,1,Image 1,2,1,100000001,510000000220,
5,,Segment,3,6,Image 1,2,1,100000001,510000000224,
12,,Segment,3,5,Image 1,2,1,100000001,510000000235,
44,,Segment,3,4,Image 1,2,1,100000001,510000000278,
18,,Segment,3,3,Image 1,1,1,100000001,510000000295,
14,,Segment,3,1,Image 1,1,1,100000001,510000000309,
10,,Segment,3,0,Image 1,1,1,100000001,510000000341,
3,,Segment,3,6,Image 1,3,1,100000001,510000000359,
5,,Segment,3,5,Image 1,3,1,100000001,510000000363,
20,,Segment,3,3,Image 1,3,1,100000002,510000000397,
19,,Segment,3,2,Image 1,2,1,100000002,510000000415,
20,,Segment,3,1,Image 1,1,1,100000002,510000000434,
45,,Segment,3,0,Image 1,1,1,100000002,510000000479,
12,,Segment,3,4,Image 1,3,1,100000002,510000000525,
14,,Segment,3,3,Image 1,2,1,100000002,510000000538,
34,,Segment,3,1,Image 1,2,1,100000002,510000000571,
3,,Segment,3,2,Image 1,1,1,100000002,510000000574,
72,,Segment,3,3,Image 1,2,1,100000001,510000000646,
3,,Segment,3,4,Image 1,1,1,100000001,510000000648,
3,,Segment,3,2,Image 1,2,1,100000001,510000000650,
3,,Segment,3,1,Image 1,2,1,100000001,510000000652,
25,,Segment,3,4,Image 1,1,1,100000002,510000000676,
18,,Segment,3,3,Image 1,1,1,100000002,510000000693,
12,,Segment,3,2,Image 1,1,1,100000002,510000000704,
21,,Segment,3,1,Image 1,1,1,100000002,510000000724,
50,,Segment,3,0,Image 1,1,1,100000002,510000000778,
9,,Segment,3,4,Image 1,2,1,100000002,510000000815,
31,,Segment,3,3,Image 1,2,1,100000002,510000000845,
8,,Segment,3,2,Image 1,2,1,100000002,510000000852,
10,,Segment,3,1,Image 1,2,1,100000002,510000000862,
14,,Segment,3,4,Image 1,2,1,100000000,510000000875,
17,,Segment,3,3,Image 1,1,1,100000000,510000000891,
28,,Segment,3,2,Image 1,1,1,100000000,510000000918,
7,,Segment,3,1,Image 1,1,1,100000000,510000000924,
17,,Segment,3,0,Image 1,1,1,100000000,510000000969,
151,,Segment,3,4,Image 1,1,1,100000000,510000001132,
7,,Segment,3,3,Image 1,2,1,100000000,510000001138,
11,,Segment,3,3,Image 1,2,1,100000000,510000001148,
4,,Segment,3,4,Image 1,2,1,100000000,510000001151,
9,,Segment,3,3,Image 1,2,1,100000000,510000001159,
4,,Segment,3,2,Image 1,2,1,100000000,510000001162,
3,,Segment,3,4,Image 1,3,1,100000000,510000001164,
3,,Segment,3,3,Image 1,3,1,100000000,510000001166,
15,,Segment,3,1,Image 1,2,1,100000000,510000001180,
5,,Segment,3,2,Image 1,2,1,100000000,510000001184,
16,,Segment,3,4,Image 1,4,1,100000002,510000001199,
60,,Segment,3,3,Image 1,3,1,100000002,510000001258,
10,,Segment,3,2,Image 1,2,1,100000002,510000001267,
8,,Segment,3,1,Image 1,1,1,100000002,510000001274,
3,,Segment,3,0,Image 1,1,1,100000002,510000001278,
14,,Segment,3,4,Image 1,3,1,100000002,510000001291,
11,,Segment,3,3,Image 1,2,1,100000002,510000001301,
47,,Segment,3,7,Image 1,4,1,100000002,510000001347,
36,,Segment,3,6,Image 1,3,1,100000002,510000001394,
8,,Segment,3,5,Image 1,3,1,100000002,510000001401,
5,,Segment,3,4,Image 1,2,1,100000002,510000001405,
11,,Segment,3,2,Image 1,1,1,100000002,510000001416,
11,,Segment,3,7,Image 1,3,1,100000002,510000001426,
3,,Segment,3,6,Image 1,4,1,100000002,510000001428,
4,,Segment,3,6,Image 1,2,1,100000000,510000001461,
4,,Segment,3,5,Image 1,1,1,100000000,510000001464,
19,,Segment,3,4,Image 1,1,1,100000000,510000001482,
28,,Segment,3,3,Image 1,1,1,100000000,510000001509,
22,,Segment,3,2,Image 1,1,1,100000000,510000001530,
19,,Segment,3,1,Image 1,1,1,100000000,510000001548,
29,,Segment,3,0,Image 1,1,1,100000000,510000001580,
10,,Segment,3,5,Image 1,2,1,100000000,510000001606,
29,,Segment,3,4,Image 1,2,1,100000000,510000001634,
4,,Segment,3,6,Image 1,1,1,100000000,510000001637,
14,,Segment,3,3,Image 1,2,1,100000000,510000001650,
10,,Segment,3,2,Image 1,2,1,100000000,510000001659,
14,,Segment,3,4,Image 1,3,1,100000001,510000001672,
49,,Segment,3,3,Image 1,3,1,100000001,510000001720,
12,,Segment,3,2,Image 1,2,1,100000001,510000001731,
40,,Segment,3,1,Image 1,2,1,100000001,510000001770,
11,,Segment,3,0,Image 1,1,1,100000001,510000001780,
3,,Segment,3,4,Image 1,4,1,100000001,510000001790,
15,,Segment,3,3,Image 1,2,1,100000001,510000001804,
16,,Segment,3,5,Image 1,3,1,100000002,510000001819,
12,,Segment,3,4,Image 1,3,1,100000002,510000001830,
19,,Segment,3,3,Image 1,3,1,100000002,510000001848,
4,,Segment,3,2,Image 1,3,1,100000002,510000001851,
19,,Segment,3,1,Image 1,2,1,100000002,510000001869,
10,,Segment,3,5,Image 1,4,1,100000002,510000001878,
5,,Segment,3,4,Image 1,3,1,100000001,510000001882,
17,,Segment,3,3,Image 1,2,1,100000001,510000001898,
15,,Segment,3,2,Image 1,1,1,100000001,510000001912,
47,,Segment,3,1,Image 1,1,1,100000001,510000001958,
7,,Segment,3,0,Image 1,1,1,100000001,510000001971,
5,,Segment,3,5,Image 1,2,1,100000001,510000001975,
3,,Segment,3,5,Image 1,3,1,100000001,510000001978,
23,,Segment,3,2,Image 1,3,1,100000001,510000002000,
29,,Segment,3,4,Image 1,3,1,100000001,510000002028,
3,,Segment,3,3,Image 1,2,1,100000001,510000002030,
5,,Segment,3,2,Image 1,2,1,100000001,510000002034,
23,,Segment,3,1,Image 1,2,1,100000001,510000002056,
12,,Segment,3,4,Image 1,2,1,100000001,510000002067,
27,,Segment,3,3,Image 1,1,1,100000001,510000002093,
11,,Segment,3,4,Image 1,1,1,100000001,510000002103,
31,,Segment,3,4,Image 1,3,1,100000002,510000002133,
15,,Segment,3,1,Image 1,2,1,100000001,510000002147,
52,,Segment,3,0,Image 1,1,1,100000001,510000002198,
3,,Segment,3,4,Image 1,2,1,100000001,510000002214,
4,,Segment,3,4,Image 1,4,1,100000002,510000002217,
7,,Segment,3,3,Image 1,2,1,100000000,510000002223,
25,,Segment,3,2,Image 1,2,1,100000000,510000002247,
20,,Segment,3,1,Image 1,2,1,100000000,510000002266,
31,,Segment,3,0,Image 1,1,1,100000000,510000002301,
9,,Segment,3,3,Image 1,3,1,100000000,510000002309,
36,,Segment,3,2,Image 1,2,1,100000000,510000002344,
6,,Segment,3,3,Image 1,3,1,100000001,510000002350,
13,,Segment,3,5,Image 1,2,1,100000002,510000002362,
5,,Segment,3,4,Image 1,2,1,100000002,510000002366,
4,,Segment,3,3,Image 1,2,1,100000002,510000002369,
5,,Segment,3,2,Image 1,2,1,100000002,510000002373,
15,,Segment,3,2,Image 1,3,1,100000000,510000002387,
7,,Segment,3,5,Image 1,3,1,100000002,510000002393,
8,,Segment,3,2,Image 1,2,1,100000001,510000002400,
19,,Segment,3,2,Image 1,2,1,100000001,510000002418,
6,,Segment,3,4,Image 1,2,1,100000001,510000002424,
9,,Segment,3,4,Image 1,3,1,100000002,510000002432,
4,,Segment,3,2,Image 1,3,1,100000001,510000002435,
12,,Segment,3,5,Image 1,2,1,100000002,510000002446,
3,,Segment,3,3,Image 1,4,1,100000002,510000002448,
3,,Segment,3,3,Image 1,3,1,100000002,510000002450,
6,,Segment,3,2,Image 1,1,1,100000001,510000002455,
4,,Segment,3,3,Image 1,1,1,100000002,510000002458,
5,,Segment,3,1,Image 1,2,1,100000002,510000002462,
11,,Segment,3,0,Image 1,1,1,100000002,510000002472,
3,,Segment,3,1,Image 1,1,1,100000002,510000002478,
4,,Segment,3,0,Image 1,1,1,100000002,510000002489,
2,,Segment,3,0,Image 1,1,1,100000002,510000002492,
34,,Segment,3,0,Image 1,1,1,100000001,510000002527,
23,,Segment,3,0,Image 1,1,1,100000000,510000002558,
7,,Segment,3,0,Image 1,1,1,100000000,510000002595,
2,,Segment,3,1,Image 1,2,1,100000000,510000002597,
2,,Segment,3,2,Image 1,3,1,100000000,510000002598,
2,,Segment,3,1,Image 1,1,1,100000000,510000002599,
2,,Segment,3,2,Image 1,1,1,100000001,510000002600,
2,,Segment,3,1,Image 1,1,1,100000001,510000002601,
2,,Segment,3,4,Image 1,2,1,100000001,510000002602,
2,,Segment,3,1,Image 1,1,1,100000001,510000002603,
2,,Segment,3,4,Image 1,2,1,100000002,510000002605,
2,,Segment,3,3,Image 1,2,1,100000002,510000002610,
