
Spine Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.57474,,Spine,1,4,Image 1,1,1,100000001,610000002814,
1.50037,,Spine,1,4,Image 1,1,1,100000001,610000002819,
3.16394,,Spine,1,1,Image 1,1,1,100000002,610000002823,
1.28365,,Spine,1,1,Image 1,1,1,100000001,610000002831,
21.6302,,Spine,1,2,Image 1,3,1,100000001,610000002834,
24.5546,,Spine,1,5,Image 1,3,1,100000002,610000002841,
22.9399,,Spine,1,5,Image 1,3,1,100000002,610000002846,
4.07023,,Spine,1,3,Image 1,2,1,100000002,610000002849,
1.43498,,Spine,1,3,Image 1,3,1,100000002,610000002851,
1.48941,,Spine,1,4,Image 1,1,1,100000000,610000002853,
4.51172,,Spine,1,2,Image 1,1,1,100000001,610000002856,
2.23373,,Spine,1,2,Image 1,2,1,100000000,610000002859,
1.48888,,Spine,1,0,Image 1,1,1,100000000,610000002862,
1.95228,,Spine,1,0,Image 1,1,1,100000002,610000002864,
3.71258,,Spine,1,5,Image 1,2,1,100000001,610000002866,
1.52275,,Spine,1,0,Image 1,1,1,100000000,610000002869,
2.30798,,Spine,1,2,Image 1,3,1,100000000,610000002873,
0.920468,,Spine,1,0,Image 1,1,1,100000000,610000002877,
0.943764,,Spine,1,0,Image 1,1,1,100000000,610000002880,
1.20638,,Spine,1,1,Image 1,2,1,100000001,610000002887,
0.917156,,Spine,1,0,Image 1,1,1,100000000,610000002893,
1.29684,,Spine,1,1,Image 1,2,1,100000001,610000002896,
1.08394,,Spine,1,1,Image 1,2,1,100000001,610000002899,
1.07439,,Spine,1,0,Image 1,1,1,100000002,610000002902,
5.92081,,Spine,1,1,Image 1,1,1,100000001,610000002904,
1.56435,,Spine,1,1,Image 1,2,1,100000001,610000002907,
1.22654,,Spine,1,0,Image 1,1,1,100000002,610000002911,
1.31634,,Spine,1,0,Image 1,1,1,100000001,610000002914,
1.127,,Spine,1,1,Image 1,2,1,100000001,610000002919,
0.884904,,Spine,1,1,Image 1,2,1,100000001,610000002921,
1.48905,,Spine,1,1,Image 1,2,1,100000001,610000002924,
1.55379,,Spine,1,0,Image 1,1,1,100000001,610000002926,
5.57429,,Spine,1,0,Image 1,1,1,100000001,610000002928,
9.44657,,Spine,1,1,Image 1,1,1,100000001,610000002930,
1.39194,,Spine,1,1,Image 1,2,1,100000001,610000002934,
2.21727,,Spine,1,2,Image 1,3,1,100000000,610000002940,
1.50156,,Spine,1,0,Image 1,1,1,100000002,610000002943,
0.910772,,Spine,1,0,Image 1,1,1,100000000,610000002947,
0.897742,,Spine,1,0,Image 1,1,1,100000000,610000002950,
1.56108,,Spine,1,1,Image 1,2,1,100000001,610000002952,
8.70313,,Spine,1,2,Image 1,3,1,100000000,610000002955,
2.56161,,Spine,1,0,Image 1,1,1,100000002,610000002958,
1.41098,,Spine,1,1,Image 1,2,1,100000001,610000002960,
1.90163,,Spine,1,0,Image 1,1,1,100000000,610000002962,
23.743,,Spine,1,5,Image 1,3,1,100000002,610000002964,
0.886278,,Spine,1,0,Image 1,1,1,100000002,610000002966,
1.24256,,Spine,1,0,Image 1,1,1,100000002,610000002968,
0.94094,,Spine,1,0,Image 1,1,1,100000002,610000002971,
1.18574,,Spine,1,0,Image 1,1,1,100000002,610000002974,
11.4621,,Spine,1,4,Image 1,3,1,100000002,610000002976,
1.15939,,Spine,1,0,Image 1,1,1,100000000,610000002978,
1.30308,,Spine,1,0,Image 1,1,1,100000000,610000002984,
1.62458,,Spine,1,0,Image 1,1,1,100000001,610000002986,
1.26735,,Spine,1,0,Image 1,1,1,100000000,610000002988,
1.8444,,Spine,1,0,Image 1,1,1,100000001,610000002990,
1.77769,,Spine,1,0,Image 1,1,1,100000002,610000002993,
1.88203,,Spine,1,1,Image 1,1,1,100000001,610000002997,
1.94614,,Spine,1,0,Image 1,1,1,100000001,610000003002,
0.893255,,Spine,1,0,Image 1,1,1,100000002,610000003006,
1.54409,,Spine,1,0,Image 1,1,1,100000002,610000003010,
4.65159,,Spine,1,4,Image 1,3,1,100000002,610000003012,
3.70538,,Spine,1,0,Image 1,1,1,100000001,610000003039,
1.63664,,Spine,1,4,Image 1,1,1,100000000,610000003042,
1.37626,,Spine,1,2,Image 1,1,1,100000000,610000003043,
2.19294,,Spine,1,0,Image 1,1,1,100000000,610000003044,
1.64002,,Spine,1,3,Image 1,2,1,100000000,610000003046,
1.30639,,Spine,1,1,Image 1,1,1,100000000,610000003047,
1.6027,,Spine,1,2,Image 1,2,1,100000000,610000003048,
1.43607,,Spine,1,0,Image 1,1,1,100000000,610000003049,
6.03898,,Spine,1,2,Image 1,2,1,100000000,610000003050,
2.40822,,Spine,1,2,Image 1,3,1,100000000,610000003051,
1.3008,,Spine,1,0,Image 1,1,1,100000000,610000003052,
1.48681,,Spine,1,0,Image 1,1,1,100000000,610000003053,
1.04252,,Spine,1,0,Image 1,1,1,100000000,610000003054,
0.996989,,Spine,1,0,Image 1,1,1,100000000,610000003055,
51.3269,,Spine,1,4,Image 1,2,1,100000001,610000003056,
2.51857,,Spine,1,4,Image 1,2,1,100000001,610000003057,
3.28364,,Spine,1,3,Image 1,1,1,100000001,610000003058,
8.89756,,Spine,1,4,Image 1,3,1,100000001,610000003059,
1.71848,,Spine,1,3,Image 1,3,1,100000001,610000003060,
8.71502,,Spine,1,1,Image 1,1,1,100000001,610000003061,
1.82607,,Spine,1,1,Image 1,1,1,100000001,610000003062,
2.79867,,Spine,1,1,Image 1,1,1,100000001,610000003063,
1.54394,,Spine,1,1,Image 1,1,1,100000001,610000003064,
2.03127,,Spine,1,1,Image 1,1,1,100000001,610000003065,
3.53857,,Spine,1,3,Image 1,3,1,100000001,610000003066,
1.49137,,Spine,1,0,Image 1,1,1,100000001,610000003067,
1.59809,,Spine,1,0,Image 1,1,1,100000001,610000003068,
3.02303,,Spine,1,1,Image 1,2,1,100000001,610000003071,
7.33442,,Spine,1,1,Image 1,2,1,100000001,610000003072,
1.84374,,Spine,1,0,Image 1,1,1,100000001,610000003073,
10.0005,,Spine,1,3,Image 1,3,1,100000002,610000003074,
18.3347,,Spine,1,4,Image 1,3,1,100000002,610000003075,
15.2807,,Spine,1,4,Image 1,3,1,100000002,610000003076,
19.6991,,Spine,1,1,Image 1,2,1,100000002,610000003077,
1.2179,,Spine,1,0,Image 1,1,1,100000002,610000003078,
4.00025,,Spine,1,5,Image 1,2,1,100000002,610000003082,
4.26122,,Spine,1,5,Image 1,4,1,100000002,610000003083,
1.74496,,Spine,1,3,Image 1,3,1,100000002,610000003084,
26.7399,,Spine,1,2,Image 1,2,1,100000002,610000003087,
30.4192,,Spine,1,1,Image 1,2,1,100000002,610000003088,
2.57642,,Spine,1,0,Image 1,1,1,100000002,610000003089,
2.0746,,Spine,1,0,Image 1,1,1,100000002,610000003090,
1.98158,,Spine,1,0,Image 1,1,1,100000002,610000003091,
1.9317,,Spine,1,0,Image 1,1,1,100000002,610000003092,
1.83323,,Spine,1,0,Image 1,1,1,100000002,610000003093,
1.61906,,Spine,1,0,Image 1,1,1,100000002,610000003094,
3.23584,,Spine,1,0,Image 1,1,1,100000002,610000003097,
