
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
14.7629,,Surface,3,Image 1,1,0,
12.4504,,Surface,3,Image 1,1,1,
12.0184,,Surface,3,Image 1,1,2,
