
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1376.4,µm,Spine,Spine Position,4,1,1,100000001,610000002814,
1376.45,µm,Spine,Spine Position,4,1,1,100000001,610000002819,
1376.13,µm,Spine,Spine Position,1,1,1,100000002,610000002823,
1376.77,µm,Spine,Spine Position,1,1,1,100000001,610000002831,
1376.08,µm,Spine,Spine Position,2,3,1,100000001,610000002834,
1372.61,µm,Spine,Spine Position,5,3,1,100000002,610000002841,
1372.68,µm,Spine,Spine Position,5,3,1,100000002,610000002846,
1373.27,µm,Spine,Spine Position,3,2,1,100000002,610000002849,
1374.16,µm,Spine,Spine Position,3,3,1,100000002,610000002851,
1374.21,µm,Spine,Spine Position,4,1,1,100000000,610000002853,
1375.86,µm,Spine,Spine Position,2,1,1,100000001,610000002856,
1373.3,µm,Spine,Spine Position,2,2,1,100000000,610000002859,
1375.58,µm,Spine,Spine Position,0,1,1,100000000,610000002862,
1375.13,µm,Spine,Spine Position,0,1,1,100000002,610000002864,
1376.47,µm,Spine,Spine Position,5,2,1,100000001,610000002866,
1376.08,µm,Spine,Spine Position,0,1,1,100000000,610000002869,
1373.54,µm,Spine,Spine Position,2,3,1,100000000,610000002873,
1375.42,µm,Spine,Spine Position,0,1,1,100000000,610000002877,
1376.46,µm,Spine,Spine Position,0,1,1,100000000,610000002880,
1376.25,µm,Spine,Spine Position,1,2,1,100000001,610000002887,
1375.94,µm,Spine,Spine Position,0,1,1,100000000,610000002893,
1376.16,µm,Spine,Spine Position,1,2,1,100000001,610000002896,
1375.79,µm,Spine,Spine Position,1,2,1,100000001,610000002899,
1376.25,µm,Spine,Spine Position,0,1,1,100000002,610000002902,
1376.54,µm,Spine,Spine Position,1,1,1,100000001,610000002904,
1375.75,µm,Spine,Spine Position,1,2,1,100000001,610000002907,
1376.2,µm,Spine,Spine Position,0,1,1,100000002,610000002911,
1375.9,µm,Spine,Spine Position,0,1,1,100000001,610000002914,
1376.5,µm,Spine,Spine Position,1,2,1,100000001,610000002919,
1376.35,µm,Spine,Spine Position,1,2,1,100000001,610000002921,
1375.75,µm,Spine,Spine Position,1,2,1,100000001,610000002924,
1375.82,µm,Spine,Spine Position,0,1,1,100000001,610000002926,
1373.6,µm,Spine,Spine Position,0,1,1,100000001,610000002928,
1375.8,µm,Spine,Spine Position,1,1,1,100000001,610000002930,
1376.35,µm,Spine,Spine Position,1,2,1,100000001,610000002934,
