
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
467.169,21656.4,1375.53,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002862,
467.675,21652.6,1376.51,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002880,
494.567,21674.7,1375.99,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002914,
495.755,21675.1,1375.71,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002926,
495.966,21679.2,1373.53,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002928,
465.996,21653.6,1374.65,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002962,
469.135,21654.5,1374.59,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000002988,
495.926,21675,1375.6,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000002990,
495.966,21676.6,1374.85,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003002,
496.129,21676.1,1375.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003039,
465.823,21653.4,1374.17,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003098,
467.104,21656.4,1375.55,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003101,
496.125,21674.9,1375.52,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003104,
469.306,21654.4,1374.44,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003105,
469.554,21654.2,1374.25,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003106,
470.681,21653.8,1373.81,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003107,
469.159,21653.5,1376.31,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003110,
495.914,21676.8,1374.79,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003111,
459.119,21684,1375.48,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003114,
464.121,21686,1376.27,µm,Spine,Spine Attachment Pt Position,1,1,1,100000002,610000002823,
493.123,21677.7,1376.51,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000002831,
496.305,21681.1,1376.56,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000002904,
496.52,21671.9,1375.79,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000002930,
496.5,21673.8,1375.53,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000002997,
466.927,21657.9,1375.62,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003103,
496.277,21674.2,1375.51,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003106,
496.46,21673.8,1375.53,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003107,
496.484,21672.9,1375.67,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003108,
496.48,21672.1,1375.81,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003109,
496.517,21671.9,1375.79,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003110,
463.996,21684,1374.94,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003099,
455.379,21680.7,1374.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003104,
496.245,21679.8,1373.53,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003112,
496.354,21680.3,1373.83,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003113,
496.445,21670.6,1375.77,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000002856,
467.389,21651.4,1373.54,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003099,
468.935,21660.4,1373.24,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000002859,
468.664,21660.2,1373.69,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003102,
452.998,21681.2,1375.16,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003105,
472.957,21652.7,1373.6,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003109,
489.7,21672.2,1375.95,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000002834,
471.791,21651.8,1373.74,µm,Spine,Spine Attachment Pt Position,2,3,1,,610000003108,
491.986,21678.8,1376.32,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000003100,
452.54,21680.4,1373.39,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000002849,
466.649,21659.7,1376.14,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000003104,
454.954,21686.2,1374.21,µm,Spine,Spine Attachment Pt Position,3,3,1,100000002,610000002851,
490.228,21672.5,1373.07,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000003102,
498.727,21675.7,1373.9,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000003105,
459.699,21687.8,1374.38,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000003107,
