
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
266,,Spine,1,4,Image 1,1,1,100000001,610000002814,
223,,Spine,1,4,Image 1,1,1,100000001,610000002819,
85,,Spine,1,1,Image 1,1,1,100000002,610000002823,
192,,Spine,1,1,Image 1,1,1,100000001,610000002831,
101,,Spine,1,2,Image 1,3,1,100000001,610000002834,
86,,Spine,1,5,Image 1,3,1,100000002,610000002841,
98,,Spine,1,5,Image 1,3,1,100000002,610000002846,
132,,Spine,1,3,Image 1,2,1,100000002,610000002849,
39,,Spine,1,3,Image 1,3,1,100000002,610000002851,
205,,Spine,1,4,Image 1,1,1,100000000,610000002853,
140,,Spine,1,2,Image 1,1,1,100000001,610000002856,
104,,Spine,1,2,Image 1,2,1,100000000,610000002859,
197,,Spine,1,0,Image 1,1,1,100000000,610000002862,
138,,Spine,1,0,Image 1,1,1,100000002,610000002864,
113,,Spine,1,5,Image 1,2,1,100000001,610000002866,
1618,,Spine,1,0,Image 1,1,1,100000000,610000002869,
242,,Spine,1,2,Image 1,3,1,100000000,610000002873,
431,,Spine,1,0,Image 1,1,1,100000000,610000002877,
309,,Spine,1,0,Image 1,1,1,100000000,610000002880,
112,,Spine,1,1,Image 1,2,1,100000001,610000002887,
1168,,Spine,1,0,Image 1,1,1,100000000,610000002893,
286,,Spine,1,1,Image 1,2,1,100000001,610000002896,
102,,Spine,1,1,Image 1,2,1,100000001,610000002899,
72,,Spine,1,0,Image 1,1,1,100000002,610000002902,
236,,Spine,1,1,Image 1,1,1,100000001,610000002904,
152,,Spine,1,1,Image 1,2,1,100000001,610000002907,
137,,Spine,1,0,Image 1,1,1,100000002,610000002911,
116,,Spine,1,0,Image 1,1,1,100000001,610000002914,
127,,Spine,1,1,Image 1,2,1,100000001,610000002919,
60,,Spine,1,1,Image 1,2,1,100000001,610000002921,
45,,Spine,1,1,Image 1,2,1,100000001,610000002924,
176,,Spine,1,0,Image 1,1,1,100000001,610000002926,
183,,Spine,1,0,Image 1,1,1,100000001,610000002928,
225,,Spine,1,1,Image 1,1,1,100000001,610000002930,
16,,Spine,1,1,Image 1,2,1,100000001,610000002934,
225,,Spine,1,2,Image 1,3,1,100000000,610000002940,
187,,Spine,1,0,Image 1,1,1,100000002,610000002943,
1161,,Spine,1,0,Image 1,1,1,100000000,610000002947,
1166,,Spine,1,0,Image 1,1,1,100000000,610000002950,
130,,Spine,1,1,Image 1,2,1,100000001,610000002952,
180,,Spine,1,2,Image 1,3,1,100000000,610000002955,
