
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.288699,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000002814,
0.260176,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000002819,
0.178825,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000002823,
0.224704,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002831,
0.260165,µm,Spine,Spine Part Max Diameter,2,3,1,100000001,610000002834,
0.17386,µm,Spine,Spine Part Max Diameter,5,3,1,100000002,610000002841,
0.217279,µm,Spine,Spine Part Max Diameter,5,3,1,100000002,610000002846,
0.162337,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000002849,
0.16741,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000002851,
0.182315,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000002853,
0.192775,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000002856,
0.332814,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002859,
0.243506,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002862,
0.290842,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002864,
0.196122,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000002866,
0.892855,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002869,
0.281966,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000002873,
0.325943,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002877,
0.3778,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002880,
0.324674,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002887,
0.42198,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002893,
0.547571,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002896,
0.385383,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002899,
0.352189,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002902,
0.299958,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002904,
0.459434,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002907,
0.344547,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002911,
0.165288,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002914,
0.332333,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002919,
0.263798,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002921,
0.162337,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002924,
0.213385,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002926,
0.205458,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002928,
0.186794,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002930,
0.168724,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002934,
0.281966,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000002940,
0.324909,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000002943,
0.447868,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002947,
0.518688,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000002950,
0.459434,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000002952,
