
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21680.4,µm,Spine,Spine Position,4,1,1,100000001,610000002814,
21680.3,µm,Spine,Spine Position,4,1,1,100000001,610000002819,
21686.1,µm,Spine,Spine Position,1,1,1,100000002,610000002823,
21677.3,µm,Spine,Spine Position,1,1,1,100000001,610000002831,
21672.1,µm,Spine,Spine Position,2,3,1,100000001,610000002834,
21689,µm,Spine,Spine Position,5,3,1,100000002,610000002841,
21689,µm,Spine,Spine Position,5,3,1,100000002,610000002846,
21680.4,µm,Spine,Spine Position,3,2,1,100000002,610000002849,
21686.2,µm,Spine,Spine Position,3,3,1,100000002,610000002851,
21645.7,µm,Spine,Spine Position,4,1,1,100000000,610000002853,
21670.5,µm,Spine,Spine Position,2,1,1,100000001,610000002856,
21660.5,µm,Spine,Spine Position,2,2,1,100000000,610000002859,
21656.6,µm,Spine,Spine Position,0,1,1,100000000,610000002862,
21683.5,µm,Spine,Spine Position,0,1,1,100000002,610000002864,
21682.3,µm,Spine,Spine Position,5,2,1,100000001,610000002866,
21655,µm,Spine,Spine Position,0,1,1,100000000,610000002869,
21651.6,µm,Spine,Spine Position,2,3,1,100000000,610000002873,
21654.6,µm,Spine,Spine Position,0,1,1,100000000,610000002877,
21652.4,µm,Spine,Spine Position,0,1,1,100000000,610000002880,
21675.5,µm,Spine,Spine Position,1,2,1,100000001,610000002887,
21652.6,µm,Spine,Spine Position,0,1,1,100000000,610000002893,
21677,µm,Spine,Spine Position,1,2,1,100000001,610000002896,
21675.7,µm,Spine,Spine Position,1,2,1,100000001,610000002899,
21686.5,µm,Spine,Spine Position,0,1,1,100000002,610000002902,
21681.1,µm,Spine,Spine Position,1,1,1,100000001,610000002904,
21674.6,µm,Spine,Spine Position,1,2,1,100000001,610000002907,
21683.3,µm,Spine,Spine Position,0,1,1,100000002,610000002911,
21674.6,µm,Spine,Spine Position,0,1,1,100000001,610000002914,
21675.2,µm,Spine,Spine Position,1,2,1,100000001,610000002919,
21675.6,µm,Spine,Spine Position,1,2,1,100000001,610000002921,
21675.5,µm,Spine,Spine Position,1,2,1,100000001,610000002924,
21675.2,µm,Spine,Spine Position,0,1,1,100000001,610000002926,
21679.2,µm,Spine,Spine Position,0,1,1,100000001,610000002928,
21671.8,µm,Spine,Spine Position,1,1,1,100000001,610000002930,
21675.2,µm,Spine,Spine Position,1,2,1,100000001,610000002934,
21651.7,µm,Spine,Spine Position,2,3,1,100000000,610000002940,
21683.9,µm,Spine,Spine Position,0,1,1,100000002,610000002943,
21652.7,µm,Spine,Spine Position,0,1,1,100000000,610000002947,
21652.7,µm,Spine,Spine Position,0,1,1,100000000,610000002950,
21674.6,µm,Spine,Spine Position,1,2,1,100000001,610000002952,
21651.7,µm,Spine,Spine Position,2,3,1,100000000,610000002955,
21682.9,µm,Spine,Spine Position,0,1,1,100000002,610000002958,
21675.1,µm,Spine,Spine Position,1,2,1,100000001,610000002960,
21653.6,µm,Spine,Spine Position,0,1,1,100000000,610000002962,
21689,µm,Spine,Spine Position,5,3,1,100000002,610000002964,
21685.2,µm,Spine,Spine Position,0,1,1,100000002,610000002966,
21683.4,µm,Spine,Spine Position,0,1,1,100000002,610000002968,
21685.3,µm,Spine,Spine Position,0,1,1,100000002,610000002971,
21683.5,µm,Spine,Spine Position,0,1,1,100000002,610000002974,
21687.7,µm,Spine,Spine Position,4,3,1,100000002,610000002976,
21654.8,µm,Spine,Spine Position,0,1,1,100000000,610000002978,
21654.4,µm,Spine,Spine Position,0,1,1,100000000,610000002984,
21675,µm,Spine,Spine Position,0,1,1,100000001,610000002986,
21654.5,µm,Spine,Spine Position,0,1,1,100000000,610000002988,
21674.9,µm,Spine,Spine Position,0,1,1,100000001,610000002990,
21683.9,µm,Spine,Spine Position,0,1,1,100000002,610000002993,
21673.7,µm,Spine,Spine Position,1,1,1,100000001,610000002997,
21676.5,µm,Spine,Spine Position,0,1,1,100000001,610000003002,
21685.7,µm,Spine,Spine Position,0,1,1,100000002,610000003006,
21683.9,µm,Spine,Spine Position,0,1,1,100000002,610000003010,
21687.7,µm,Spine,Spine Position,4,3,1,100000002,610000003012,
21676,µm,Spine,Spine Position,0,1,1,100000001,610000003039,
21648.8,µm,Spine,Spine Position,4,1,1,100000000,610000003042,
21651.4,µm,Spine,Spine Position,2,1,1,100000000,610000003043,
21653.4,µm,Spine,Spine Position,0,1,1,100000000,610000003044,
21659.7,µm,Spine,Spine Position,3,2,1,100000000,610000003046,
21657.9,µm,Spine,Spine Position,1,1,1,100000000,610000003047,
21660.2,µm,Spine,Spine Position,2,2,1,100000000,610000003048,
21656.4,µm,Spine,Spine Position,0,1,1,100000000,610000003049,
21652.7,µm,Spine,Spine Position,2,2,1,100000000,610000003050,
21651.8,µm,Spine,Spine Position,2,3,1,100000000,610000003051,
21653.8,µm,Spine,Spine Position,0,1,1,100000000,610000003052,
21654.2,µm,Spine,Spine Position,0,1,1,100000000,610000003053,
21654.4,µm,Spine,Spine Position,0,1,1,100000000,610000003054,
21653.5,µm,Spine,Spine Position,0,1,1,100000000,610000003055,
21683.4,µm,Spine,Spine Position,4,2,1,100000001,610000003056,
21683.2,µm,Spine,Spine Position,4,2,1,100000001,610000003057,
21678.8,µm,Spine,Spine Position,3,1,1,100000001,610000003058,
21672.6,µm,Spine,Spine Position,4,3,1,100000001,610000003059,
21672.5,µm,Spine,Spine Position,3,3,1,100000001,610000003060,
21671.9,µm,Spine,Spine Position,1,1,1,100000001,610000003061,
21672.1,µm,Spine,Spine Position,1,1,1,100000001,610000003062,
21672.9,µm,Spine,Spine Position,1,1,1,100000001,610000003063,
21673.8,µm,Spine,Spine Position,1,1,1,100000001,610000003064,
21674.2,µm,Spine,Spine Position,1,1,1,100000001,610000003065,
21675.7,µm,Spine,Spine Position,3,3,1,100000001,610000003066,
21674.9,µm,Spine,Spine Position,0,1,1,100000001,610000003067,
21675,µm,Spine,Spine Position,0,1,1,100000001,610000003068,
21680.3,µm,Spine,Spine Position,1,2,1,100000001,610000003071,
21679.8,µm,Spine,Spine Position,1,2,1,100000001,610000003072,
21676.8,µm,Spine,Spine Position,0,1,1,100000001,610000003073,
21684.8,µm,Spine,Spine Position,3,3,1,100000002,610000003074,
21687.6,µm,Spine,Spine Position,4,3,1,100000002,610000003075,
21687.7,µm,Spine,Spine Position,4,3,1,100000002,610000003076,
21684,µm,Spine,Spine Position,1,2,1,100000002,610000003077,
21684.8,µm,Spine,Spine Position,0,1,1,100000002,610000003078,
21689.6,µm,Spine,Spine Position,5,2,1,100000002,610000003082,
21687,µm,Spine,Spine Position,5,4,1,100000002,610000003083,
21687.8,µm,Spine,Spine Position,3,3,1,100000002,610000003084,
21681.2,µm,Spine,Spine Position,2,2,1,100000002,610000003087,
21680.7,µm,Spine,Spine Position,1,2,1,100000002,610000003088,
21682.9,µm,Spine,Spine Position,0,1,1,100000002,610000003089,
21683.3,µm,Spine,Spine Position,0,1,1,100000002,610000003090,
21683.5,µm,Spine,Spine Position,0,1,1,100000002,610000003091,
21684,µm,Spine,Spine Position,0,1,1,100000002,610000003092,
21683.9,µm,Spine,Spine Position,0,1,1,100000002,610000003093,
21683.9,µm,Spine,Spine Position,0,1,1,100000002,610000003094,
21683.4,µm,Spine,Spine Position,0,1,1,100000002,610000003097,
