
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.406029,µm,Spine,4,1,1,100000001,610000002814,
0.251927,µm,Spine,4,1,1,100000001,610000002819,
0.213658,µm,Spine,1,1,1,100000002,610000002823,
0.458398,µm,Spine,1,1,1,100000001,610000002831,
0.303957,µm,Spine,2,3,1,100000001,610000002834,
0.289122,µm,Spine,5,3,1,100000002,610000002841,
0.289122,µm,Spine,5,3,1,100000002,610000002846,
0.261061,µm,Spine,3,2,1,100000002,610000002849,
0.203848,µm,Spine,3,3,1,100000002,610000002851,
0.508588,µm,Spine,4,1,1,100000000,610000002853,
0.278391,µm,Spine,2,1,1,100000001,610000002856,
0.255122,µm,Spine,2,2,1,100000000,610000002859,
0.324674,µm,Spine,0,1,1,100000000,610000002862,
0.330546,µm,Spine,0,1,1,100000002,610000002864,
0.273556,µm,Spine,5,2,1,100000001,610000002866,
0,µm,Spine,0,1,1,100000000,610000002869,
0.487012,µm,Spine,2,3,1,100000000,610000002873,
0.680611,µm,Spine,0,1,1,100000000,610000002877,
0.50725,µm,Spine,0,1,1,100000000,610000002880,
0.305968,µm,Spine,1,2,1,100000001,610000002887,
0.586449,µm,Spine,0,1,1,100000000,610000002893,
0,µm,Spine,1,2,1,100000001,610000002896,
0,µm,Spine,1,2,1,100000001,610000002899,
0,µm,Spine,0,1,1,100000002,610000002902,
0.432114,µm,Spine,1,1,1,100000001,610000002904,
0,µm,Spine,1,2,1,100000001,610000002907,
0.380517,µm,Spine,0,1,1,100000002,610000002911,
0.276022,µm,Spine,0,1,1,100000001,610000002914,
0,µm,Spine,1,2,1,100000001,610000002919,
0,µm,Spine,1,2,1,100000001,610000002921,
0,µm,Spine,1,2,1,100000001,610000002924,
0.336266,µm,Spine,0,1,1,100000001,610000002926,
0.370283,µm,Spine,0,1,1,100000001,610000002928,
0.488445,µm,Spine,1,1,1,100000001,610000002930,
0,µm,Spine,1,2,1,100000001,610000002934,
0.487012,µm,Spine,2,3,1,100000000,610000002940,
0.386845,µm,Spine,0,1,1,100000002,610000002943,
0.586449,µm,Spine,0,1,1,100000000,610000002947,
0,µm,Spine,0,1,1,100000000,610000002950,
0,µm,Spine,1,2,1,100000001,610000002952,
0.376673,µm,Spine,2,3,1,100000000,610000002955,
0.309369,µm,Spine,0,1,1,100000002,610000002958,
0,µm,Spine,1,2,1,100000001,610000002960,
0,µm,Spine,0,1,1,100000000,610000002962,
0.289122,µm,Spine,5,3,1,100000002,610000002964,
0,µm,Spine,0,1,1,100000002,610000002966,
0,µm,Spine,0,1,1,100000002,610000002968,
0,µm,Spine,0,1,1,100000002,610000002971,
0,µm,Spine,0,1,1,100000002,610000002974,
0.305282,µm,Spine,4,3,1,100000002,610000002976,
0,µm,Spine,0,1,1,100000000,610000002978,
0.342037,µm,Spine,0,1,1,100000000,610000002984,
0,µm,Spine,0,1,1,100000001,610000002986,
0,µm,Spine,0,1,1,100000000,610000002988,
0,µm,Spine,0,1,1,100000001,610000002990,
0,µm,Spine,0,1,1,100000002,610000002993,
0,µm,Spine,1,1,1,100000001,610000002997,
0.396077,µm,Spine,0,1,1,100000001,610000003002,
0,µm,Spine,0,1,1,100000002,610000003006,
0.414754,µm,Spine,0,1,1,100000002,610000003010,
0.359827,µm,Spine,4,3,1,100000002,610000003012,
0,µm,Spine,0,1,1,100000001,610000003039,
0,µm,Spine,4,1,1,100000000,610000003042,
0,µm,Spine,2,1,1,100000000,610000003043,
0,µm,Spine,0,1,1,100000000,610000003044,
0,µm,Spine,3,2,1,100000000,610000003046,
0,µm,Spine,1,1,1,100000000,610000003047,
0,µm,Spine,2,2,1,100000000,610000003048,
0,µm,Spine,0,1,1,100000000,610000003049,
0,µm,Spine,2,2,1,100000000,610000003050,
0,µm,Spine,2,3,1,100000000,610000003051,
0,µm,Spine,0,1,1,100000000,610000003052,
0,µm,Spine,0,1,1,100000000,610000003053,
