
Spine Center Intensity Sum Ch=1 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
22,,Spine,1,4,Image 1,1,1,100000001,610000002814,
23,,Spine,1,4,Image 1,1,1,100000001,610000002819,
19,,Spine,1,1,Image 1,1,1,100000002,610000002823,
6,,Spine,1,1,Image 1,1,1,100000001,610000002831,
131,,Spine,1,2,Image 1,3,1,100000001,610000002834,
114,,Spine,1,5,Image 1,3,1,100000002,610000002841,
106,,Spine,1,5,Image 1,3,1,100000002,610000002846,
4,,Spine,1,3,Image 1,2,1,100000002,610000002849,
2,,Spine,1,3,Image 1,3,1,100000002,610000002851,
4,,Spine,1,4,Image 1,1,1,100000000,610000002853,
28,,Spine,1,2,Image 1,1,1,100000001,610000002856,
15,,Spine,1,2,Image 1,2,1,100000000,610000002859,
8,,Spine,1,0,Image 1,1,1,100000000,610000002862,
13,,Spine,1,0,Image 1,1,1,100000002,610000002864,
27,,Spine,1,5,Image 1,2,1,100000001,610000002866,
1,,Spine,1,0,Image 1,1,1,100000000,610000002869,
13,,Spine,1,2,Image 1,3,1,100000000,610000002873,
0,,Spine,1,0,Image 1,1,1,100000000,610000002877,
2,,Spine,1,0,Image 1,1,1,100000000,610000002880,
7,,Spine,1,1,Image 1,2,1,100000001,610000002887,
8,,Spine,1,0,Image 1,1,1,100000000,610000002893,
3,,Spine,1,1,Image 1,2,1,100000001,610000002896,
1,,Spine,1,1,Image 1,2,1,100000001,610000002899,
4,,Spine,1,0,Image 1,1,1,100000002,610000002902,
3,,Spine,1,1,Image 1,1,1,100000001,610000002904,
2,,Spine,1,1,Image 1,2,1,100000001,610000002907,
3,,Spine,1,0,Image 1,1,1,100000002,610000002911,
7,,Spine,1,0,Image 1,1,1,100000001,610000002914,
2,,Spine,1,1,Image 1,2,1,100000001,610000002919,
2,,Spine,1,1,Image 1,2,1,100000001,610000002921,
6,,Spine,1,1,Image 1,2,1,100000001,610000002924,
6,,Spine,1,0,Image 1,1,1,100000001,610000002926,
49,,Spine,1,0,Image 1,1,1,100000001,610000002928,
12,,Spine,1,1,Image 1,1,1,100000001,610000002930,
3,,Spine,1,1,Image 1,2,1,100000001,610000002934,
7,,Spine,1,2,Image 1,3,1,100000000,610000002940,
6,,Spine,1,0,Image 1,1,1,100000002,610000002943,
5,,Spine,1,0,Image 1,1,1,100000000,610000002947,
2,,Spine,1,0,Image 1,1,1,100000000,610000002950,
4,,Spine,1,1,Image 1,2,1,100000001,610000002952,
9,,Spine,1,2,Image 1,3,1,100000000,610000002955,
12,,Spine,1,0,Image 1,1,1,100000002,610000002958,
7,,Spine,1,1,Image 1,2,1,100000001,610000002960,
6,,Spine,1,0,Image 1,1,1,100000000,610000002962,
79,,Spine,1,5,Image 1,3,1,100000002,610000002964,
2,,Spine,1,0,Image 1,1,1,100000002,610000002966,
3,,Spine,1,0,Image 1,1,1,100000002,610000002968,
1,,Spine,1,0,Image 1,1,1,100000002,610000002971,
0,,Spine,1,0,Image 1,1,1,100000002,610000002974,
12,,Spine,1,4,Image 1,3,1,100000002,610000002976,
1,,Spine,1,0,Image 1,1,1,100000000,610000002978,
3,,Spine,1,0,Image 1,1,1,100000000,610000002984,
9,,Spine,1,0,Image 1,1,1,100000001,610000002986,
4,,Spine,1,0,Image 1,1,1,100000000,610000002988,
7,,Spine,1,0,Image 1,1,1,100000001,610000002990,
2,,Spine,1,0,Image 1,1,1,100000002,610000002993,
4,,Spine,1,1,Image 1,1,1,100000001,610000002997,
6,,Spine,1,0,Image 1,1,1,100000001,610000003002,
1,,Spine,1,0,Image 1,1,1,100000002,610000003006,
6,,Spine,1,0,Image 1,1,1,100000002,610000003010,
20,,Spine,1,4,Image 1,3,1,100000002,610000003012,
8,,Spine,1,0,Image 1,1,1,100000001,610000003039,
2,,Spine,1,4,Image 1,1,1,100000000,610000003042,
0,,Spine,1,2,Image 1,1,1,100000000,610000003043,
8,,Spine,1,0,Image 1,1,1,100000000,610000003044,
8,,Spine,1,3,Image 1,2,1,100000000,610000003046,
