
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
53,,Spine,2,4,Image 1,1,1,100000001,610000002814,
40,,Spine,2,4,Image 1,1,1,100000001,610000002819,
86,,Spine,2,1,Image 1,1,1,100000002,610000002823,
105,,Spine,2,1,Image 1,1,1,100000001,610000002831,
94,,Spine,2,2,Image 1,3,1,100000001,610000002834,
71,,Spine,2,5,Image 1,3,1,100000002,610000002841,
61,,Spine,2,5,Image 1,3,1,100000002,610000002846,
149,,Spine,2,3,Image 1,2,1,100000002,610000002849,
73,,Spine,2,3,Image 1,3,1,100000002,610000002851,
37,,Spine,2,4,Image 1,1,1,100000000,610000002853,
91,,Spine,2,2,Image 1,1,1,100000001,610000002856,
84,,Spine,2,2,Image 1,2,1,100000000,610000002859,
83,,Spine,2,0,Image 1,1,1,100000000,610000002862,
52,,Spine,2,0,Image 1,1,1,100000002,610000002864,
55,,Spine,2,5,Image 1,2,1,100000001,610000002866,
71,,Spine,2,0,Image 1,1,1,100000000,610000002869,
106,,Spine,2,2,Image 1,3,1,100000000,610000002873,
144,,Spine,2,0,Image 1,1,1,100000000,610000002877,
105,,Spine,2,0,Image 1,1,1,100000000,610000002880,
88,,Spine,2,1,Image 1,2,1,100000001,610000002887,
117,,Spine,2,0,Image 1,1,1,100000000,610000002893,
54,,Spine,2,1,Image 1,2,1,100000001,610000002896,
100,,Spine,2,1,Image 1,2,1,100000001,610000002899,
102,,Spine,2,0,Image 1,1,1,100000002,610000002902,
133,,Spine,2,1,Image 1,1,1,100000001,610000002904,
87,,Spine,2,1,Image 1,2,1,100000001,610000002907,
104,,Spine,2,0,Image 1,1,1,100000002,610000002911,
119,,Spine,2,0,Image 1,1,1,100000001,610000002914,
81,,Spine,2,1,Image 1,2,1,100000001,610000002919,
102,,Spine,2,1,Image 1,2,1,100000001,610000002921,
65,,Spine,2,1,Image 1,2,1,100000001,610000002924,
111,,Spine,2,0,Image 1,1,1,100000001,610000002926,
145,,Spine,2,0,Image 1,1,1,100000001,610000002928,
88,,Spine,2,1,Image 1,1,1,100000001,610000002930,
78,,Spine,2,1,Image 1,2,1,100000001,610000002934,
106,,Spine,2,2,Image 1,3,1,100000000,610000002940,
114,,Spine,2,0,Image 1,1,1,100000002,610000002943,
131,,Spine,2,0,Image 1,1,1,100000000,610000002947,
91,,Spine,2,0,Image 1,1,1,100000000,610000002950,
67,,Spine,2,1,Image 1,2,1,100000001,610000002952,
92,,Spine,2,2,Image 1,3,1,100000000,610000002955,
106,,Spine,2,0,Image 1,1,1,100000002,610000002958,
99,,Spine,2,1,Image 1,2,1,100000001,610000002960,
109,,Spine,2,0,Image 1,1,1,100000000,610000002962,
61,,Spine,2,5,Image 1,3,1,100000002,610000002964,
