
Soma Intensity Min Ch=6 Img=1
 ==================== 
Soma Intensity Min,Unit,Category,Channel,Image,Time,FilamentID,ID,
0,,Soma,6,Image 1,1,100000000,800000000,
0,,Soma,6,Image 1,1,100000001,800000001,
