
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,6,5,1,100000001,610000004280,
0.416667,µm,Spine,15,7,1,100000001,610000004293,
0.416667,µm,Spine,1,2,1,100000001,610000004304,
0.416667,µm,Spine,1,2,1,100000001,610000004314,
0.416667,µm,Spine,1,1,1,100000001,610000004331,
0.416667,µm,Spine,31,14,1,100000001,610000004340,
0.416667,µm,Spine,1,2,1,100000001,610000004348,
0.416667,µm,Spine,5,1,1,100000001,610000004360,
0.416667,µm,Spine,5,1,1,100000001,610000004371,
0.416667,µm,Spine,3,1,1,100000001,610000004378,
0.416667,µm,Spine,10,8,1,100000001,610000004383,
0.416667,µm,Spine,5,1,1,100000001,610000004389,
0.416667,µm,Spine,5,1,1,100000001,610000004395,
0.922332,µm,Spine,25,8,1,100000001,610000004398,
0.922332,µm,Spine,25,8,1,100000001,610000004401,
0.922332,µm,Spine,25,8,1,100000001,610000004403,
0.416667,µm,Spine,1,1,1,100000001,610000004415,
0.942398,µm,Spine,7,6,1,100000001,610000004422,
0.416667,µm,Spine,17,8,1,100000001,610000004427,
0.942398,µm,Spine,7,6,1,100000001,610000004433,
0.585938,µm,Spine,15,6,1,100000001,610000004437,
0.833333,µm,Spine,4,3,1,100000001,610000004439,
0.810939,µm,Spine,23,8,1,100000001,610000004442,
0.416667,µm,Spine,16,6,1,100000001,610000004445,
0.625,µm,Spine,8,7,1,100000001,610000004448,
0.416667,µm,Spine,17,8,1,100000001,610000004452,
0.416667,µm,Spine,1,1,1,100000001,610000004458,
0.416667,µm,Spine,16,7,1,100000001,610000004464,
0.440236,µm,Spine,16,7,1,100000001,610000004469,
0.416667,µm,Spine,1,1,1,100000001,610000004474,
0.416667,µm,Spine,16,7,1,100000001,610000004479,
0.704253,µm,Spine,26,11,1,100000001,610000004482,
0.555827,µm,Spine,1,1,1,100000001,610000004486,
1.36261,µm,Spine,5,2,1,100000001,610000004492,
0.490806,µm,Spine,1,2,1,100000001,610000004494,
0.437215,µm,Spine,16,7,1,100000001,610000004497,
1.13652,µm,Spine,23,8,1,100000001,610000004500,
1.21332,µm,Spine,5,2,1,100000001,610000004503,
1.10651,µm,Spine,21,9,1,100000001,610000004507,
1.23735,µm,Spine,5,2,1,100000001,610000004511,
1.00499,µm,Spine,22,10,1,100000001,610000004514,
0.951684,µm,Spine,1,1,1,100000001,610000004518,
1.32877,µm,Spine,5,2,1,100000001,610000004523,
0.821183,µm,Spine,20,9,1,100000001,610000004528,
0.950042,µm,Spine,7,6,1,100000001,610000004531,
0.77052,µm,Spine,1,1,1,100000001,610000004536,
0.416667,µm,Spine,17,8,1,100000001,610000004544,
0.481922,µm,Spine,16,7,1,100000001,610000004547,
1.25326,µm,Spine,20,9,1,100000001,610000004549,
1.18144,µm,Spine,20,9,1,100000001,610000004553,
0.887495,µm,Spine,22,12,1,100000001,610000004557,
0.416667,µm,Spine,1,1,1,100000001,610000004569,
0.530599,µm,Spine,7,6,1,100000001,610000004590,
0.824062,µm,Spine,7,6,1,100000001,610000004591,
0.704559,µm,Spine,6,1,1,100000001,610000004592,
0.903934,µm,Spine,6,1,1,100000001,610000004593,
0.833333,µm,Spine,6,1,1,100000001,610000004594,
0.913879,µm,Spine,5,1,1,100000001,610000004595,
0.625,µm,Spine,5,1,1,100000001,610000004596,
0.702092,µm,Spine,5,1,1,100000001,610000004597,
0.873087,µm,Spine,5,1,1,100000001,610000004598,
1.04167,µm,Spine,3,2,1,100000001,610000004599,
0.650551,µm,Spine,3,2,1,100000001,610000004600,
1.06705,µm,Spine,1,1,1,100000001,610000004601,
0.706394,µm,Spine,1,2,1,100000001,610000004602,
0.598958,µm,Spine,32,13,1,100000001,610000004603,
1.28412,µm,Spine,26,11,1,100000001,610000004604,
0.852865,µm,Spine,26,11,1,100000001,610000004605,
0.833333,µm,Spine,22,10,1,100000001,610000004606,
1.04167,µm,Spine,22,10,1,100000001,610000004607,
0.625,µm,Spine,21,9,1,100000001,610000004608,
1.16096,µm,Spine,21,9,1,100000001,610000004609,
1.4276,µm,Spine,20,9,1,100000001,610000004610,
1.40918,µm,Spine,20,9,1,100000001,610000004611,
0.833333,µm,Spine,28,12,1,100000001,610000004612,
0.533854,µm,Spine,19,10,1,100000001,610000004613,
1.36324,µm,Spine,18,9,1,100000001,610000004614,
0.518336,µm,Spine,17,7,1,100000001,610000004615,
0.440236,µm,Spine,16,7,1,100000001,610000004616,
0.906593,µm,Spine,16,7,1,100000001,610000004617,
0.481922,µm,Spine,16,7,1,100000001,610000004618,
0.794972,µm,Spine,16,6,1,100000001,610000004619,
0.416667,µm,Spine,17,8,1,100000001,610000004620,
0.927734,µm,Spine,16,7,1,100000001,610000004621,
0.764204,µm,Spine,25,7,1,100000001,610000004622,
0.589374,µm,Spine,21,8,1,100000001,610000004623,
0.51368,µm,Spine,21,8,1,100000001,610000004624,
1.59144,µm,Spine,15,7,1,100000001,610000004625,
1.14583,µm,Spine,15,7,1,100000001,610000004626,
1.3026,µm,Spine,15,7,1,100000001,610000004627,
0.937936,µm,Spine,8,2,1,100000001,610000004628,
0.696615,µm,Spine,7,2,1,100000001,610000004629,
0.967912,µm,Spine,4,3,1,100000001,610000004630,
1.10653,µm,Spine,0,1,1,100000001,610000004631,
1.25773,µm,Spine,0,1,1,100000001,610000004632,
0.494792,µm,Spine,9,8,1,100000001,610000004633,
0.985095,µm,Spine,9,7,1,100000001,610000004634,
0.678871,µm,Spine,9,6,1,100000001,610000004635,
0.756254,µm,Spine,7,6,1,100000001,610000004636,
0.777228,µm,Spine,8,5,1,100000001,610000004637,
0.416667,µm,Spine,7,5,1,100000001,610000004638,
0.572917,µm,Spine,6,5,1,100000001,610000004639,
1.03324,µm,Spine,7,6,1,100000001,610000004640,
0.663662,µm,Spine,7,5,1,100000001,610000004641,
0.946703,µm,Spine,2,3,1,100000001,610000004642,
0.737752,µm,Spine,2,3,1,100000001,610000004643,
0.776427,µm,Spine,1,1,1,100000001,610000004646,
