
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
184,,Segment,2,7,Image 1,6,1,100000001,510000000050,
102,,Segment,2,6,Image 1,5,1,100000001,510000000095,
145,,Segment,2,5,Image 1,4,1,100000001,510000000121,
140,,Segment,2,4,Image 1,3,1,100000001,510000000143,
131,,Segment,2,3,Image 1,2,1,100000001,510000000163,
170,,Segment,2,2,Image 1,1,1,100000001,510000000195,
146,,Segment,2,1,Image 1,1,1,100000001,510000000221,
125,,Segment,2,0,Image 1,1,1,100000001,510000000252,
107,,Segment,2,31,Image 1,13,1,100000001,510000000285,
138,,Segment,2,30,Image 1,12,1,100000001,510000000295,
154,,Segment,2,29,Image 1,12,1,100000001,510000000332,
138,,Segment,2,28,Image 1,11,1,100000001,510000000380,
147,,Segment,2,27,Image 1,11,1,100000001,510000000386,
178,,Segment,2,26,Image 1,11,1,100000001,510000000435,
174,,Segment,2,25,Image 1,11,1,100000001,510000000445,
195,,Segment,2,24,Image 1,11,1,100000001,510000000451,
189,,Segment,2,23,Image 1,11,1,100000001,510000000460,
175,,Segment,2,22,Image 1,11,1,100000001,510000000479,
124,,Segment,2,21,Image 1,10,1,100000001,510000000481,
130,,Segment,2,20,Image 1,9,1,100000001,510000000493,
186,,Segment,2,19,Image 1,9,1,100000001,510000000501,
172,,Segment,2,18,Image 1,8,1,100000001,510000000508,
166,,Segment,2,16,Image 1,7,1,100000001,510000000543,
123,,Segment,2,15,Image 1,6,1,100000001,510000000552,
138,,Segment,2,14,Image 1,6,1,100000001,510000000585,
73,,Segment,2,13,Image 1,5,1,100000001,510000000603,
144,,Segment,2,12,Image 1,4,1,100000001,510000000694,
91,,Segment,2,11,Image 1,3,1,100000001,510000000707,
97,,Segment,2,10,Image 1,2,1,100000001,510000000725,
144,,Segment,2,9,Image 1,1,1,100000001,510000000755,
144,,Segment,2,8,Image 1,1,1,100000001,510000000761,
121,,Segment,2,7,Image 1,1,1,100000001,510000000769,
146,,Segment,2,6,Image 1,1,1,100000001,510000000776,
157,,Segment,2,5,Image 1,1,1,100000001,510000000803,
134,,Segment,2,4,Image 1,1,1,100000001,510000000805,
148,,Segment,2,3,Image 1,1,1,100000001,510000000815,
148,,Segment,2,2,Image 1,1,1,100000001,510000000826,
85,,Segment,2,1,Image 1,1,1,100000001,510000000829,
130,,Segment,2,33,Image 1,14,1,100000001,510000000873,
160,,Segment,2,32,Image 1,13,1,100000001,510000000902,
95,,Segment,2,31,Image 1,13,1,100000001,510000000906,
119,,Segment,2,30,Image 1,13,1,100000001,510000000942,
130,,Segment,2,33,Image 1,13,1,100000001,510000000947,
100,,Segment,2,31,Image 1,14,1,100000001,510000000976,
55,,Segment,2,32,Image 1,14,1,100000001,510000000979,
107,,Segment,2,31,Image 1,12,1,100000001,510000000994,
119,,Segment,2,10,Image 1,8,1,100000001,510000001011,
94,,Segment,2,9,Image 1,8,1,100000001,510000001026,
170,,Segment,2,8,Image 1,7,1,100000001,510000001079,
121,,Segment,2,7,Image 1,6,1,100000001,510000001101,
142,,Segment,2,6,Image 1,5,1,100000001,510000001132,
103,,Segment,2,5,Image 1,4,1,100000001,510000001151,
58,,Segment,2,4,Image 1,4,1,100000001,510000001202,
150,,Segment,2,3,Image 1,3,1,100000001,510000001276,
135,,Segment,2,2,Image 1,2,1,100000001,510000001278,
143,,Segment,2,1,Image 1,2,1,100000001,510000001297,
140,,Segment,2,0,Image 1,1,1,100000001,510000001359,
86,,Segment,2,10,Image 1,9,1,100000001,510000001364,
105,,Segment,2,27,Image 1,9,1,100000001,510000001366,
105,,Segment,2,26,Image 1,8,1,100000001,510000001398,
144,,Segment,2,25,Image 1,7,1,100000001,510000001468,
146,,Segment,2,24,Image 1,7,1,100000001,510000001486,
175,,Segment,2,23,Image 1,7,1,100000001,510000001492,
162,,Segment,2,22,Image 1,7,1,100000001,510000001494,
149,,Segment,2,21,Image 1,7,1,100000001,510000001497,
177,,Segment,2,20,Image 1,7,1,100000001,510000001515,
168,,Segment,2,19,Image 1,7,1,100000001,510000001518,
167,,Segment,2,18,Image 1,7,1,100000001,510000001522,
143,,Segment,2,17,Image 1,7,1,100000001,510000001539,
161,,Segment,2,15,Image 1,7,1,100000001,510000001616,
138,,Segment,2,9,Image 1,7,1,100000001,510000001657,
135,,Segment,2,8,Image 1,6,1,100000001,510000001661,
168,,Segment,2,9,Image 1,7,1,100000001,510000001680,
162,,Segment,2,7,Image 1,6,1,100000001,510000001724,
151,,Segment,2,6,Image 1,5,1,100000001,510000001728,
140,,Segment,2,5,Image 1,5,1,100000001,510000001768,
82,,Segment,2,17,Image 1,8,1,100000001,510000001804,
102,,Segment,2,22,Image 1,10,1,100000001,510000001810,
106,,Segment,2,21,Image 1,10,1,100000001,510000001831,
106,,Segment,2,20,Image 1,10,1,100000001,510000001834,
188,,Segment,2,19,Image 1,9,1,100000001,510000001893,
164,,Segment,2,18,Image 1,8,1,100000001,510000001897,
154,,Segment,2,17,Image 1,8,1,100000001,510000001912,
47,,Segment,2,22,Image 1,11,1,100000001,510000001916,
149,,Segment,2,21,Image 1,8,1,100000001,510000002004,
119,,Segment,2,21,Image 1,11,1,100000001,510000002017,
148,,Segment,2,25,Image 1,8,1,100000001,510000002049,
111,,Segment,2,8,Image 1,5,1,100000001,510000002063,
136,,Segment,2,7,Image 1,5,1,100000001,510000002069,
99,,Segment,2,4,Image 1,3,1,100000001,510000002139,
142,,Segment,2,7,Image 1,5,1,100000001,510000002163,
118,,Segment,2,6,Image 1,6,1,100000001,510000002168,
128,,Segment,2,30,Image 1,12,1,100000001,510000002176,
57,,Segment,2,30,Image 1,11,1,100000001,510000002179,
133,,Segment,2,28,Image 1,13,1,100000001,510000002207,
126,,Segment,2,28,Image 1,12,1,100000001,510000002213,
132,,Segment,2,28,Image 1,12,1,100000001,510000002216,
164,,Segment,2,9,Image 1,6,1,100000001,510000002271,
111,,Segment,2,8,Image 1,6,1,100000001,510000002274,
93,,Segment,2,26,Image 1,7,1,100000001,510000002278,
165,,Segment,2,23,Image 1,8,1,100000001,510000002318,
85,,Segment,2,24,Image 1,8,1,100000001,510000002322,
146,,Segment,2,22,Image 1,8,1,100000001,510000002325,
168,,Segment,2,20,Image 1,8,1,100000001,510000002329,
167,,Segment,2,19,Image 1,8,1,100000001,510000002338,
107,,Segment,2,20,Image 1,9,1,100000001,510000002344,
70,,Segment,2,7,Image 1,5,1,100000001,510000002355,
114,,Segment,2,6,Image 1,4,1,100000001,510000002375,
118,,Segment,2,7,Image 1,4,1,100000001,510000002381,
112,,Segment,2,18,Image 1,9,1,100000001,510000002390,
102,,Segment,2,19,Image 1,8,1,100000001,510000002392,
100,,Segment,2,17,Image 1,9,1,100000001,510000002415,
87,,Segment,2,25,Image 1,12,1,100000001,510000002448,
125,,Segment,2,24,Image 1,11,1,100000001,510000002456,
174,,Segment,2,23,Image 1,11,1,100000001,510000002514,
