
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
0.244155,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.949599,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
