
Segment Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
37.945,,Segment,4,7,Image 1,6,1,100000001,510000000050,
34.609,,Segment,4,6,Image 1,5,1,100000001,510000000095,
32.7836,,Segment,4,5,Image 1,4,1,100000001,510000000121,
39.0461,,Segment,4,4,Image 1,3,1,100000001,510000000143,
35.3662,,Segment,4,3,Image 1,2,1,100000001,510000000163,
41.2493,,Segment,4,2,Image 1,1,1,100000001,510000000195,
45.0659,,Segment,4,1,Image 1,1,1,100000001,510000000221,
40.7046,,Segment,4,0,Image 1,1,1,100000001,510000000252,
30.9978,,Segment,4,31,Image 1,13,1,100000001,510000000285,
33.8865,,Segment,4,30,Image 1,12,1,100000001,510000000295,
41.1682,,Segment,4,29,Image 1,12,1,100000001,510000000332,
38.4867,,Segment,4,28,Image 1,11,1,100000001,510000000380,
33.5333,,Segment,4,27,Image 1,11,1,100000001,510000000386,
45.9877,,Segment,4,26,Image 1,11,1,100000001,510000000435,
44.4657,,Segment,4,25,Image 1,11,1,100000001,510000000445,
45.2254,,Segment,4,24,Image 1,11,1,100000001,510000000451,
50.2903,,Segment,4,23,Image 1,11,1,100000001,510000000460,
46.1966,,Segment,4,22,Image 1,11,1,100000001,510000000479,
24.6149,,Segment,4,21,Image 1,10,1,100000001,510000000481,
41.5046,,Segment,4,20,Image 1,9,1,100000001,510000000493,
48.8453,,Segment,4,19,Image 1,9,1,100000001,510000000501,
44.6513,,Segment,4,18,Image 1,8,1,100000001,510000000508,
32.2601,,Segment,4,16,Image 1,7,1,100000001,510000000543,
44.2828,,Segment,4,15,Image 1,6,1,100000001,510000000552,
36.8159,,Segment,4,14,Image 1,6,1,100000001,510000000585,
19.2829,,Segment,4,13,Image 1,5,1,100000001,510000000603,
39.9356,,Segment,4,12,Image 1,4,1,100000001,510000000694,
33.0744,,Segment,4,11,Image 1,3,1,100000001,510000000707,
31.9782,,Segment,4,10,Image 1,2,1,100000001,510000000725,
33.2248,,Segment,4,9,Image 1,1,1,100000001,510000000755,
37.7509,,Segment,4,8,Image 1,1,1,100000001,510000000761,
30.8697,,Segment,4,7,Image 1,1,1,100000001,510000000769,
42.143,,Segment,4,6,Image 1,1,1,100000001,510000000776,
40.7951,,Segment,4,5,Image 1,1,1,100000001,510000000803,
33.6222,,Segment,4,4,Image 1,1,1,100000001,510000000805,
38.4337,,Segment,4,3,Image 1,1,1,100000001,510000000815,
39.8756,,Segment,4,2,Image 1,1,1,100000001,510000000826,
23.5955,,Segment,4,1,Image 1,1,1,100000001,510000000829,
31.8397,,Segment,4,33,Image 1,14,1,100000001,510000000873,
44.2774,,Segment,4,32,Image 1,13,1,100000001,510000000902,
27.0088,,Segment,4,31,Image 1,13,1,100000001,510000000906,
35.2789,,Segment,4,30,Image 1,13,1,100000001,510000000942,
38.1334,,Segment,4,33,Image 1,13,1,100000001,510000000947,
27.2353,,Segment,4,31,Image 1,14,1,100000001,510000000976,
29.6883,,Segment,4,32,Image 1,14,1,100000001,510000000979,
30.663,,Segment,4,31,Image 1,12,1,100000001,510000000994,
32.2184,,Segment,4,10,Image 1,8,1,100000001,510000001011,
29.7224,,Segment,4,9,Image 1,8,1,100000001,510000001026,
39.6933,,Segment,4,8,Image 1,7,1,100000001,510000001079,
31.1544,,Segment,4,7,Image 1,6,1,100000001,510000001101,
37.1836,,Segment,4,6,Image 1,5,1,100000001,510000001132,
27.3858,,Segment,4,5,Image 1,4,1,100000001,510000001151,
12.4793,,Segment,4,4,Image 1,4,1,100000001,510000001202,
37.5718,,Segment,4,3,Image 1,3,1,100000001,510000001276,
32.8301,,Segment,4,2,Image 1,2,1,100000001,510000001278,
36.2801,,Segment,4,1,Image 1,2,1,100000001,510000001297,
32.2263,,Segment,4,0,Image 1,1,1,100000001,510000001359,
25.2696,,Segment,4,10,Image 1,9,1,100000001,510000001364,
31.3798,,Segment,4,27,Image 1,9,1,100000001,510000001366,
34.4022,,Segment,4,26,Image 1,8,1,100000001,510000001398,
31.9534,,Segment,4,25,Image 1,7,1,100000001,510000001468,
38.8548,,Segment,4,24,Image 1,7,1,100000001,510000001486,
44.0011,,Segment,4,23,Image 1,7,1,100000001,510000001492,
30.5849,,Segment,4,22,Image 1,7,1,100000001,510000001494,
37.3354,,Segment,4,21,Image 1,7,1,100000001,510000001497,
47.1591,,Segment,4,20,Image 1,7,1,100000001,510000001515,
44.5249,,Segment,4,19,Image 1,7,1,100000001,510000001518,
45.4765,,Segment,4,18,Image 1,7,1,100000001,510000001522,
40.4315,,Segment,4,17,Image 1,7,1,100000001,510000001539,
48.1428,,Segment,4,15,Image 1,7,1,100000001,510000001616,
34.256,,Segment,4,9,Image 1,7,1,100000001,510000001657,
30.99,,Segment,4,8,Image 1,6,1,100000001,510000001661,
49.2819,,Segment,4,9,Image 1,7,1,100000001,510000001680,
49.5467,,Segment,4,7,Image 1,6,1,100000001,510000001724,
21.4303,,Segment,4,6,Image 1,5,1,100000001,510000001728,
47.9085,,Segment,4,5,Image 1,5,1,100000001,510000001768,
39.6312,,Segment,4,17,Image 1,8,1,100000001,510000001804,
24.4666,,Segment,4,22,Image 1,10,1,100000001,510000001810,
33.5163,,Segment,4,21,Image 1,10,1,100000001,510000001831,
35.6984,,Segment,4,20,Image 1,10,1,100000001,510000001834,
44.1327,,Segment,4,19,Image 1,9,1,100000001,510000001893,
41.1243,,Segment,4,18,Image 1,8,1,100000001,510000001897,
49.5426,,Segment,4,17,Image 1,8,1,100000001,510000001912,
19.8379,,Segment,4,22,Image 1,11,1,100000001,510000001916,
37.5673,,Segment,4,21,Image 1,8,1,100000001,510000002004,
39.9894,,Segment,4,21,Image 1,11,1,100000001,510000002017,
43.549,,Segment,4,25,Image 1,8,1,100000001,510000002049,
31.285,,Segment,4,8,Image 1,5,1,100000001,510000002063,
33.7482,,Segment,4,7,Image 1,5,1,100000001,510000002069,
27.3194,,Segment,4,4,Image 1,3,1,100000001,510000002139,
40.7574,,Segment,4,7,Image 1,5,1,100000001,510000002163,
26.6266,,Segment,4,6,Image 1,6,1,100000001,510000002168,
23.9578,,Segment,4,30,Image 1,12,1,100000001,510000002176,
20.1648,,Segment,4,30,Image 1,11,1,100000001,510000002179,
37.4862,,Segment,4,28,Image 1,13,1,100000001,510000002207,
41.51,,Segment,4,28,Image 1,12,1,100000001,510000002213,
41.2308,,Segment,4,28,Image 1,12,1,100000001,510000002216,
34.596,,Segment,4,9,Image 1,6,1,100000001,510000002271,
27.318,,Segment,4,8,Image 1,6,1,100000001,510000002274,
31.9105,,Segment,4,26,Image 1,7,1,100000001,510000002278,
41.1424,,Segment,4,23,Image 1,8,1,100000001,510000002318,
25.3402,,Segment,4,24,Image 1,8,1,100000001,510000002322,
47.6642,,Segment,4,22,Image 1,8,1,100000001,510000002325,
44.819,,Segment,4,20,Image 1,8,1,100000001,510000002329,
45.2863,,Segment,4,19,Image 1,8,1,100000001,510000002338,
40.966,,Segment,4,20,Image 1,9,1,100000001,510000002344,
26.0068,,Segment,4,7,Image 1,5,1,100000001,510000002355,
36.2474,,Segment,4,6,Image 1,4,1,100000001,510000002375,
32.2769,,Segment,4,7,Image 1,4,1,100000001,510000002381,
47.5204,,Segment,4,18,Image 1,9,1,100000001,510000002390,
34.1705,,Segment,4,19,Image 1,8,1,100000001,510000002392,
24.6451,,Segment,4,17,Image 1,9,1,100000001,510000002415,
25.6996,,Segment,4,25,Image 1,12,1,100000001,510000002448,
27.9587,,Segment,4,24,Image 1,11,1,100000001,510000002456,
41.5404,,Segment,4,23,Image 1,11,1,100000001,510000002514,
50.5895,,Segment,4,22,Image 1,11,1,100000001,510000002544,
41.2806,,Segment,4,21,Image 1,11,1,100000001,510000002547,
36.1769,,Segment,4,20,Image 1,10,1,100000001,510000002557,
44.499,,Segment,4,24,Image 1,10,1,100000001,510000002561,
47.1284,,Segment,4,23,Image 1,10,1,100000001,510000002590,
27.8306,,Segment,4,22,Image 1,9,1,100000001,510000002594,
