
Spine Center Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
12.9239,,Spine,3,6,Image 1,5,1,100000001,610000004280,
0,,Spine,3,15,Image 1,7,1,100000001,610000004293,
0,,Spine,3,1,Image 1,2,1,100000001,610000004304,
0,,Spine,3,1,Image 1,2,1,100000001,610000004314,
0,,Spine,3,1,Image 1,2,1,100000001,610000004331,
0,,Spine,3,31,Image 1,14,1,100000001,610000004340,
0,,Spine,3,1,Image 1,2,1,100000001,610000004348,
0,,Spine,3,5,Image 1,1,1,100000001,610000004360,
0,,Spine,3,5,Image 1,1,1,100000001,610000004371,
13.2288,,Spine,3,3,Image 1,1,1,100000001,610000004378,
0,,Spine,3,10,Image 1,8,1,100000001,610000004383,
25.867,,Spine,3,5,Image 1,1,1,100000001,610000004389,
48.6231,,Spine,3,5,Image 1,1,1,100000001,610000004395,
0,,Spine,3,25,Image 1,8,1,100000001,610000004398,
0,,Spine,3,25,Image 1,8,1,100000001,610000004401,
0,,Spine,3,25,Image 1,8,1,100000001,610000004403,
0,,Spine,3,1,Image 1,2,1,100000001,610000004415,
0,,Spine,3,7,Image 1,6,1,100000001,610000004422,
0,,Spine,3,17,Image 1,8,1,100000001,610000004427,
0,,Spine,3,7,Image 1,6,1,100000001,610000004433,
0,,Spine,3,15,Image 1,6,1,100000001,610000004437,
0,,Spine,3,4,Image 1,3,1,100000001,610000004439,
0,,Spine,3,23,Image 1,8,1,100000001,610000004442,
0,,Spine,3,16,Image 1,6,1,100000001,610000004445,
0,,Spine,3,8,Image 1,7,1,100000001,610000004448,
0,,Spine,3,17,Image 1,8,1,100000001,610000004452,
0,,Spine,3,1,Image 1,2,1,100000001,610000004458,
0,,Spine,3,16,Image 1,7,1,100000001,610000004464,
0,,Spine,3,16,Image 1,7,1,100000001,610000004469,
0,,Spine,3,1,Image 1,2,1,100000001,610000004474,
0,,Spine,3,16,Image 1,7,1,100000001,610000004479,
29.7363,,Spine,3,26,Image 1,11,1,100000001,610000004482,
0,,Spine,3,1,Image 1,2,1,100000001,610000004486,
0,,Spine,3,5,Image 1,2,1,100000001,610000004492,
0,,Spine,3,1,Image 1,2,1,100000001,610000004494,
0,,Spine,3,16,Image 1,7,1,100000001,610000004497,
0,,Spine,3,23,Image 1,8,1,100000001,610000004500,
0,,Spine,3,5,Image 1,2,1,100000001,610000004503,
0,,Spine,3,21,Image 1,9,1,100000001,610000004507,
0,,Spine,3,5,Image 1,2,1,100000001,610000004511,
0,,Spine,3,22,Image 1,10,1,100000001,610000004514,
0,,Spine,3,1,Image 1,2,1,100000001,610000004518,
11.6,,Spine,3,5,Image 1,2,1,100000001,610000004523,
0,,Spine,3,20,Image 1,9,1,100000001,610000004528,
0,,Spine,3,7,Image 1,6,1,100000001,610000004531,
0,,Spine,3,1,Image 1,2,1,100000001,610000004536,
0,,Spine,3,17,Image 1,8,1,100000001,610000004544,
0,,Spine,3,16,Image 1,7,1,100000001,610000004547,
0,,Spine,3,20,Image 1,9,1,100000001,610000004549,
0,,Spine,3,20,Image 1,9,1,100000001,610000004553,
0,,Spine,3,22,Image 1,12,1,100000001,610000004557,
0,,Spine,3,1,Image 1,2,1,100000001,610000004569,
0,,Spine,3,7,Image 1,6,1,100000001,610000004590,
0,,Spine,3,7,Image 1,6,1,100000001,610000004591,
0,,Spine,3,6,Image 1,1,1,100000001,610000004592,
0,,Spine,3,6,Image 1,1,1,100000001,610000004593,
0,,Spine,3,6,Image 1,1,1,100000001,610000004594,
0,,Spine,3,5,Image 1,1,1,100000001,610000004595,
0,,Spine,3,5,Image 1,1,1,100000001,610000004596,
0,,Spine,3,5,Image 1,1,1,100000001,610000004597,
0,,Spine,3,5,Image 1,1,1,100000001,610000004598,
0,,Spine,3,3,Image 1,2,1,100000001,610000004599,
0,,Spine,3,3,Image 1,2,1,100000001,610000004600,
0,,Spine,3,1,Image 1,1,1,100000001,610000004601,
26.5,,Spine,3,1,Image 1,2,1,100000001,610000004602,
0,,Spine,3,32,Image 1,13,1,100000001,610000004603,
