
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
6,,Spine,6,5,1,100000001,610000004280,
15,,Spine,15,7,1,100000001,610000004293,
1,,Spine,1,2,1,100000001,610000004304,
1,,Spine,1,2,1,100000001,610000004314,
-1,,Spine,1,1,1,100000001,610000004331,
31,,Spine,31,14,1,100000001,610000004340,
1,,Spine,1,2,1,100000001,610000004348,
5,,Spine,5,1,1,100000001,610000004360,
5,,Spine,5,1,1,100000001,610000004371,
3,,Spine,3,1,1,100000001,610000004378,
10,,Spine,10,8,1,100000001,610000004383,
5,,Spine,5,1,1,100000001,610000004389,
5,,Spine,5,1,1,100000001,610000004395,
25,,Spine,25,8,1,100000001,610000004398,
25,,Spine,25,8,1,100000001,610000004401,
25,,Spine,25,8,1,100000001,610000004403,
-1,,Spine,1,1,1,100000001,610000004415,
7,,Spine,7,6,1,100000001,610000004422,
17,,Spine,17,8,1,100000001,610000004427,
7,,Spine,7,6,1,100000001,610000004433,
15,,Spine,15,6,1,100000001,610000004437,
4,,Spine,4,3,1,100000001,610000004439,
23,,Spine,23,8,1,100000001,610000004442,
16,,Spine,16,6,1,100000001,610000004445,
8,,Spine,8,7,1,100000001,610000004448,
17,,Spine,17,8,1,100000001,610000004452,
-1,,Spine,1,1,1,100000001,610000004458,
16,,Spine,16,7,1,100000001,610000004464,
16,,Spine,16,7,1,100000001,610000004469,
-1,,Spine,1,1,1,100000001,610000004474,
16,,Spine,16,7,1,100000001,610000004479,
26,,Spine,26,11,1,100000001,610000004482,
-1,,Spine,1,1,1,100000001,610000004486,
5,,Spine,5,2,1,100000001,610000004492,
1,,Spine,1,2,1,100000001,610000004494,
16,,Spine,16,7,1,100000001,610000004497,
23,,Spine,23,8,1,100000001,610000004500,
5,,Spine,5,2,1,100000001,610000004503,
21,,Spine,21,9,1,100000001,610000004507,
5,,Spine,5,2,1,100000001,610000004511,
22,,Spine,22,10,1,100000001,610000004514,
-1,,Spine,1,1,1,100000001,610000004518,
5,,Spine,5,2,1,100000001,610000004523,
20,,Spine,20,9,1,100000001,610000004528,
7,,Spine,7,6,1,100000001,610000004531,
-1,,Spine,1,1,1,100000001,610000004536,
17,,Spine,17,8,1,100000001,610000004544,
16,,Spine,16,7,1,100000001,610000004547,
20,,Spine,20,9,1,100000001,610000004549,
20,,Spine,20,9,1,100000001,610000004553,
22,,Spine,22,12,1,100000001,610000004557,
-1,,Spine,1,1,1,100000001,610000004569,
7,,Spine,7,6,1,100000001,610000004590,
7,,Spine,7,6,1,100000001,610000004591,
6,,Spine,6,1,1,100000001,610000004592,
6,,Spine,6,1,1,100000001,610000004593,
6,,Spine,6,1,1,100000001,610000004594,
5,,Spine,5,1,1,100000001,610000004595,
5,,Spine,5,1,1,100000001,610000004596,
5,,Spine,5,1,1,100000001,610000004597,
5,,Spine,5,1,1,100000001,610000004598,
3,,Spine,3,2,1,100000001,610000004599,
3,,Spine,3,2,1,100000001,610000004600,
1,,Spine,1,1,1,100000001,610000004601,
1,,Spine,1,2,1,100000001,610000004602,
32,,Spine,32,13,1,100000001,610000004603,
26,,Spine,26,11,1,100000001,610000004604,
26,,Spine,26,11,1,100000001,610000004605,
22,,Spine,22,10,1,100000001,610000004606,
22,,Spine,22,10,1,100000001,610000004607,
21,,Spine,21,9,1,100000001,610000004608,
21,,Spine,21,9,1,100000001,610000004609,
20,,Spine,20,9,1,100000001,610000004610,
20,,Spine,20,9,1,100000001,610000004611,
28,,Spine,28,12,1,100000001,610000004612,
19,,Spine,19,10,1,100000001,610000004613,
18,,Spine,18,9,1,100000001,610000004614,
17,,Spine,17,7,1,100000001,610000004615,
16,,Spine,16,7,1,100000001,610000004616,
16,,Spine,16,7,1,100000001,610000004617,
16,,Spine,16,7,1,100000001,610000004618,
16,,Spine,16,6,1,100000001,610000004619,
17,,Spine,17,8,1,100000001,610000004620,
16,,Spine,16,7,1,100000001,610000004621,
25,,Spine,25,7,1,100000001,610000004622,
21,,Spine,21,8,1,100000001,610000004623,
21,,Spine,21,8,1,100000001,610000004624,
15,,Spine,15,7,1,100000001,610000004625,
15,,Spine,15,7,1,100000001,610000004626,
15,,Spine,15,7,1,100000001,610000004627,
8,,Spine,8,2,1,100000001,610000004628,
7,,Spine,7,2,1,100000001,610000004629,
4,,Spine,4,3,1,100000001,610000004630,
0,,Spine,0,1,1,100000001,610000004631,
0,,Spine,0,1,1,100000001,610000004632,
9,,Spine,9,8,1,100000001,610000004633,
9,,Spine,9,7,1,100000001,610000004634,
9,,Spine,9,6,1,100000001,610000004635,
7,,Spine,7,6,1,100000001,610000004636,
8,,Spine,8,5,1,100000001,610000004637,
7,,Spine,7,5,1,100000001,610000004638,
6,,Spine,6,5,1,100000001,610000004639,
7,,Spine,7,6,1,100000001,610000004640,
7,,Spine,7,5,1,100000001,610000004641,
2,,Spine,2,3,1,100000001,610000004642,
2,,Spine,2,3,1,100000001,610000004643,
1,,Spine,1,1,1,100000001,610000004646,
