
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
443,,Segment,2,7,Image 1,6,1,100000001,510000000050,
282,,Segment,2,6,Image 1,5,1,100000001,510000000095,
397,,Segment,2,5,Image 1,4,1,100000001,510000000121,
153,,Segment,2,4,Image 1,3,1,100000001,510000000143,
292,,Segment,2,3,Image 1,2,1,100000001,510000000163,
608,,Segment,2,2,Image 1,1,1,100000001,510000000195,
822,,Segment,2,1,Image 1,1,1,100000001,510000000221,
61,,Segment,2,0,Image 1,1,1,100000001,510000000252,
357,,Segment,2,31,Image 1,13,1,100000001,510000000285,
341,,Segment,2,30,Image 1,12,1,100000001,510000000295,
522,,Segment,2,29,Image 1,12,1,100000001,510000000332,
790,,Segment,2,28,Image 1,11,1,100000001,510000000380,
326,,Segment,2,27,Image 1,11,1,100000001,510000000386,
1139,,Segment,2,26,Image 1,11,1,100000001,510000000435,
307,,Segment,2,25,Image 1,11,1,100000001,510000000445,
421,,Segment,2,24,Image 1,11,1,100000001,510000000451,
283,,Segment,2,23,Image 1,11,1,100000001,510000000460,
509,,Segment,2,22,Image 1,11,1,100000001,510000000479,
106,,Segment,2,21,Image 1,10,1,100000001,510000000481,
577,,Segment,2,20,Image 1,9,1,100000001,510000000493,
421,,Segment,2,19,Image 1,9,1,100000001,510000000501,
768,,Segment,2,18,Image 1,8,1,100000001,510000000508,
187,,Segment,2,16,Image 1,7,1,100000001,510000000543,
187,,Segment,2,15,Image 1,6,1,100000001,510000000552,
426,,Segment,2,14,Image 1,6,1,100000001,510000000585,
246,,Segment,2,13,Image 1,5,1,100000001,510000000603,
660,,Segment,2,12,Image 1,4,1,100000001,510000000694,
101,,Segment,2,11,Image 1,3,1,100000001,510000000707,
153,,Segment,2,10,Image 1,2,1,100000001,510000000725,
497,,Segment,2,9,Image 1,1,1,100000001,510000000755,
210,,Segment,2,8,Image 1,1,1,100000001,510000000761,
299,,Segment,2,7,Image 1,1,1,100000001,510000000769,
258,,Segment,2,6,Image 1,1,1,100000001,510000000776,
582,,Segment,2,5,Image 1,1,1,100000001,510000000803,
106,,Segment,2,4,Image 1,1,1,100000001,510000000805,
377,,Segment,2,3,Image 1,1,1,100000001,510000000815,
190,,Segment,2,2,Image 1,1,1,100000001,510000000826,
133,,Segment,2,1,Image 1,1,1,100000001,510000000829,
239,,Segment,2,33,Image 1,14,1,100000001,510000000873,
627,,Segment,2,32,Image 1,13,1,100000001,510000000902,
209,,Segment,2,31,Image 1,13,1,100000001,510000000906,
560,,Segment,2,30,Image 1,13,1,100000001,510000000942,
160,,Segment,2,33,Image 1,13,1,100000001,510000000947,
412,,Segment,2,31,Image 1,14,1,100000001,510000000976,
93,,Segment,2,32,Image 1,14,1,100000001,510000000979,
277,,Segment,2,31,Image 1,12,1,100000001,510000000994,
291,,Segment,2,10,Image 1,8,1,100000001,510000001011,
164,,Segment,2,9,Image 1,8,1,100000001,510000001026,
535,,Segment,2,8,Image 1,7,1,100000001,510000001079,
344,,Segment,2,7,Image 1,6,1,100000001,510000001101,
337,,Segment,2,6,Image 1,5,1,100000001,510000001132,
158,,Segment,2,5,Image 1,4,1,100000001,510000001151,
141,,Segment,2,4,Image 1,4,1,100000001,510000001202,
545,,Segment,2,3,Image 1,3,1,100000001,510000001276,
130,,Segment,2,2,Image 1,2,1,100000001,510000001278,
325,,Segment,2,1,Image 1,2,1,100000001,510000001297,
868,,Segment,2,0,Image 1,1,1,100000001,510000001359,
94,,Segment,2,10,Image 1,9,1,100000001,510000001364,
64,,Segment,2,27,Image 1,9,1,100000001,510000001366,
237,,Segment,2,26,Image 1,8,1,100000001,510000001398,
545,,Segment,2,25,Image 1,7,1,100000001,510000001468,
509,,Segment,2,24,Image 1,7,1,100000001,510000001486,
340,,Segment,2,23,Image 1,7,1,100000001,510000001492,
188,,Segment,2,22,Image 1,7,1,100000001,510000001494,
259,,Segment,2,21,Image 1,7,1,100000001,510000001497,
894,,Segment,2,20,Image 1,7,1,100000001,510000001515,
234,,Segment,2,19,Image 1,7,1,100000001,510000001518,
346,,Segment,2,18,Image 1,7,1,100000001,510000001522,
626,,Segment,2,17,Image 1,7,1,100000001,510000001539,
1133,,Segment,2,15,Image 1,7,1,100000001,510000001616,
468,,Segment,2,9,Image 1,7,1,100000001,510000001657,
191,,Segment,2,8,Image 1,6,1,100000001,510000001661,
379,,Segment,2,9,Image 1,7,1,100000001,510000001680,
379,,Segment,2,7,Image 1,6,1,100000001,510000001724,
36,,Segment,2,6,Image 1,5,1,100000001,510000001728,
179,,Segment,2,5,Image 1,5,1,100000001,510000001768,
788,,Segment,2,17,Image 1,8,1,100000001,510000001804,
158,,Segment,2,22,Image 1,10,1,100000001,510000001810,
190,,Segment,2,21,Image 1,10,1,100000001,510000001831,
74,,Segment,2,20,Image 1,10,1,100000001,510000001834,
616,,Segment,2,19,Image 1,9,1,100000001,510000001893,
147,,Segment,2,18,Image 1,8,1,100000001,510000001897,
