
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
50,,Segment,2,7,Image 1,6,1,100000001,510000000050,
46,,Segment,2,6,Image 1,5,1,100000001,510000000095,
27,,Segment,2,5,Image 1,4,1,100000001,510000000121,
23,,Segment,2,4,Image 1,3,1,100000001,510000000143,
21,,Segment,2,3,Image 1,2,1,100000001,510000000163,
33,,Segment,2,2,Image 1,1,1,100000001,510000000195,
27,,Segment,2,1,Image 1,1,1,100000001,510000000221,
14,,Segment,2,0,Image 1,1,1,100000001,510000000252,
34,,Segment,2,31,Image 1,13,1,100000001,510000000285,
11,,Segment,2,30,Image 1,12,1,100000001,510000000295,
38,,Segment,2,29,Image 1,12,1,100000001,510000000332,
49,,Segment,2,28,Image 1,11,1,100000001,510000000380,
7,,Segment,2,27,Image 1,11,1,100000001,510000000386,
50,,Segment,2,26,Image 1,11,1,100000001,510000000435,
11,,Segment,2,25,Image 1,11,1,100000001,510000000445,
7,,Segment,2,24,Image 1,11,1,100000001,510000000451,
10,,Segment,2,23,Image 1,11,1,100000001,510000000460,
20,,Segment,2,22,Image 1,11,1,100000001,510000000479,
3,,Segment,2,21,Image 1,10,1,100000001,510000000481,
13,,Segment,2,20,Image 1,9,1,100000001,510000000493,
9,,Segment,2,19,Image 1,9,1,100000001,510000000501,
8,,Segment,2,18,Image 1,8,1,100000001,510000000508,
35,,Segment,2,16,Image 1,7,1,100000001,510000000543,
10,,Segment,2,15,Image 1,6,1,100000001,510000000552,
34,,Segment,2,14,Image 1,6,1,100000001,510000000585,
19,,Segment,2,13,Image 1,5,1,100000001,510000000603,
92,,Segment,2,12,Image 1,4,1,100000001,510000000694,
14,,Segment,2,11,Image 1,3,1,100000001,510000000707,
19,,Segment,2,10,Image 1,2,1,100000001,510000000725,
31,,Segment,2,9,Image 1,1,1,100000001,510000000755,
7,,Segment,2,8,Image 1,1,1,100000001,510000000761,
9,,Segment,2,7,Image 1,1,1,100000001,510000000769,
8,,Segment,2,6,Image 1,1,1,100000001,510000000776,
28,,Segment,2,5,Image 1,1,1,100000001,510000000803,
3,,Segment,2,4,Image 1,1,1,100000001,510000000805,
11,,Segment,2,3,Image 1,1,1,100000001,510000000815,
12,,Segment,2,2,Image 1,1,1,100000001,510000000826,
4,,Segment,2,1,Image 1,1,1,100000001,510000000829,
10,,Segment,2,33,Image 1,14,1,100000001,510000000873,
30,,Segment,2,32,Image 1,13,1,100000001,510000000902,
5,,Segment,2,31,Image 1,13,1,100000001,510000000906,
37,,Segment,2,30,Image 1,13,1,100000001,510000000942,
6,,Segment,2,33,Image 1,13,1,100000001,510000000947,
30,,Segment,2,31,Image 1,14,1,100000001,510000000976,
4,,Segment,2,32,Image 1,14,1,100000001,510000000979,
16,,Segment,2,31,Image 1,12,1,100000001,510000000994,
18,,Segment,2,10,Image 1,8,1,100000001,510000001011,
16,,Segment,2,9,Image 1,8,1,100000001,510000001026,
54,,Segment,2,8,Image 1,7,1,100000001,510000001079,
23,,Segment,2,7,Image 1,6,1,100000001,510000001101,
32,,Segment,2,6,Image 1,5,1,100000001,510000001132,
20,,Segment,2,5,Image 1,4,1,100000001,510000001151,
52,,Segment,2,4,Image 1,4,1,100000001,510000001202,
67,,Segment,2,3,Image 1,3,1,100000001,510000001276,
3,,Segment,2,2,Image 1,2,1,100000001,510000001278,
20,,Segment,2,1,Image 1,2,1,100000001,510000001297,
42,,Segment,2,0,Image 1,1,1,100000001,510000001359,
6,,Segment,2,10,Image 1,9,1,100000001,510000001364,
3,,Segment,2,27,Image 1,9,1,100000001,510000001366,
33,,Segment,2,26,Image 1,8,1,100000001,510000001398,
71,,Segment,2,25,Image 1,7,1,100000001,510000001468,
19,,Segment,2,24,Image 1,7,1,100000001,510000001486,
7,,Segment,2,23,Image 1,7,1,100000001,510000001492,
3,,Segment,2,22,Image 1,7,1,100000001,510000001494,
4,,Segment,2,21,Image 1,7,1,100000001,510000001497,
19,,Segment,2,20,Image 1,7,1,100000001,510000001515,
4,,Segment,2,19,Image 1,7,1,100000001,510000001518,
5,,Segment,2,18,Image 1,7,1,100000001,510000001522,
18,,Segment,2,17,Image 1,7,1,100000001,510000001539,
77,,Segment,2,15,Image 1,7,1,100000001,510000001616,
41,,Segment,2,9,Image 1,7,1,100000001,510000001657,
5,,Segment,2,8,Image 1,6,1,100000001,510000001661,
20,,Segment,2,9,Image 1,7,1,100000001,510000001680,
45,,Segment,2,7,Image 1,6,1,100000001,510000001724,
5,,Segment,2,6,Image 1,5,1,100000001,510000001728,
