
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.09687,µm,Spine,Spine Part Length,6,5,1,100000001,610000004280,
2.13427,µm,Spine,Spine Part Length,15,7,1,100000001,610000004293,
2.8944,µm,Spine,Spine Part Length,1,2,1,100000001,610000004304,
2.89389,µm,Spine,Spine Part Length,1,2,1,100000001,610000004314,
2.32162,µm,Spine,Spine Part Length,1,1,1,100000001,610000004331,
2.36977,µm,Spine,Spine Part Length,31,14,1,100000001,610000004340,
1.48133,µm,Spine,Spine Part Length,1,2,1,100000001,610000004348,
1.46715,µm,Spine,Spine Part Length,5,1,1,100000001,610000004360,
1.1602,µm,Spine,Spine Part Length,5,1,1,100000001,610000004371,
2.02234,µm,Spine,Spine Part Length,3,1,1,100000001,610000004378,
1.50504,µm,Spine,Spine Part Length,10,8,1,100000001,610000004383,
1.61375,µm,Spine,Spine Part Length,5,1,1,100000001,610000004389,
1.61611,µm,Spine,Spine Part Length,5,1,1,100000001,610000004395,
1.48876,µm,Spine,Spine Part Length,25,8,1,100000001,610000004398,
1.51975,µm,Spine,Spine Part Length,25,8,1,100000001,610000004401,
1.72536,µm,Spine,Spine Part Length,25,8,1,100000001,610000004403,
2.2581,µm,Spine,Spine Part Length,1,1,1,100000001,610000004415,
1.89475,µm,Spine,Spine Part Length,7,6,1,100000001,610000004422,
1.87108,µm,Spine,Spine Part Length,17,8,1,100000001,610000004427,
1.90217,µm,Spine,Spine Part Length,7,6,1,100000001,610000004433,
1.25161,µm,Spine,Spine Part Length,15,6,1,100000001,610000004437,
1.24548,µm,Spine,Spine Part Length,4,3,1,100000001,610000004439,
0.985109,µm,Spine,Spine Part Length,23,8,1,100000001,610000004442,
1.39483,µm,Spine,Spine Part Length,16,6,1,100000001,610000004445,
1.30852,µm,Spine,Spine Part Length,8,7,1,100000001,610000004448,
1.84687,µm,Spine,Spine Part Length,17,8,1,100000001,610000004452,
1.15502,µm,Spine,Spine Part Length,1,1,1,100000001,610000004458,
2.32846,µm,Spine,Spine Part Length,16,7,1,100000001,610000004464,
1.69943,µm,Spine,Spine Part Length,16,7,1,100000001,610000004469,
1.26878,µm,Spine,Spine Part Length,1,1,1,100000001,610000004474,
1.604,µm,Spine,Spine Part Length,16,7,1,100000001,610000004479,
0.815605,µm,Spine,Spine Part Length,26,11,1,100000001,610000004482,
0.990577,µm,Spine,Spine Part Length,1,1,1,100000001,610000004486,
0.407967,µm,Spine,Spine Part Length,5,2,1,100000001,610000004492,
1.19811,µm,Spine,Spine Part Length,1,2,1,100000001,610000004494,
1.35001,µm,Spine,Spine Part Length,16,7,1,100000001,610000004497,
0.667093,µm,Spine,Spine Part Length,23,8,1,100000001,610000004500,
0.547151,µm,Spine,Spine Part Length,5,2,1,100000001,610000004503,
1.48402,µm,Spine,Spine Part Length,21,9,1,100000001,610000004507,
0.626396,µm,Spine,Spine Part Length,5,2,1,100000001,610000004511,
0.545256,µm,Spine,Spine Part Length,22,10,1,100000001,610000004514,
1.43619,µm,Spine,Spine Part Length,1,1,1,100000001,610000004518,
0.587465,µm,Spine,Spine Part Length,5,2,1,100000001,610000004523,
0.800456,µm,Spine,Spine Part Length,20,9,1,100000001,610000004528,
1.19825,µm,Spine,Spine Part Length,7,6,1,100000001,610000004531,
0.794651,µm,Spine,Spine Part Length,1,1,1,100000001,610000004536,
1.43557,µm,Spine,Spine Part Length,17,8,1,100000001,610000004544,
1.04249,µm,Spine,Spine Part Length,16,7,1,100000001,610000004547,
0.740786,µm,Spine,Spine Part Length,20,9,1,100000001,610000004549,
0.742215,µm,Spine,Spine Part Length,20,9,1,100000001,610000004553,
0.641484,µm,Spine,Spine Part Length,22,12,1,100000001,610000004557,
0.57458,µm,Spine,Spine Part Length,1,1,1,100000001,610000004569,
0.995953,µm,Spine,Spine Part Length,7,6,1,100000001,610000004590,
1.08096,µm,Spine,Spine Part Length,7,6,1,100000001,610000004591,
0.785813,µm,Spine,Spine Part Length,6,1,1,100000001,610000004592,
0.824056,µm,Spine,Spine Part Length,6,1,1,100000001,610000004593,
1.01845,µm,Spine,Spine Part Length,6,1,1,100000001,610000004594,
1.08707,µm,Spine,Spine Part Length,5,1,1,100000001,610000004595,
0.818686,µm,Spine,Spine Part Length,5,1,1,100000001,610000004596,
1.24289,µm,Spine,Spine Part Length,5,1,1,100000001,610000004597,
0.59827,µm,Spine,Spine Part Length,5,1,1,100000001,610000004598,
0.721346,µm,Spine,Spine Part Length,3,2,1,100000001,610000004599,
0.918402,µm,Spine,Spine Part Length,3,2,1,100000001,610000004600,
0.941265,µm,Spine,Spine Part Length,1,1,1,100000001,610000004601,
1.3546,µm,Spine,Spine Part Length,1,2,1,100000001,610000004602,
0.547018,µm,Spine,Spine Part Length,32,13,1,100000001,610000004603,
1.20226,µm,Spine,Spine Part Length,26,11,1,100000001,610000004604,
0.414274,µm,Spine,Spine Part Length,26,11,1,100000001,610000004605,
0.758307,µm,Spine,Spine Part Length,22,10,1,100000001,610000004606,
0.894065,µm,Spine,Spine Part Length,22,10,1,100000001,610000004607,
1.21093,µm,Spine,Spine Part Length,21,9,1,100000001,610000004608,
1.25244,µm,Spine,Spine Part Length,21,9,1,100000001,610000004609,
0.815305,µm,Spine,Spine Part Length,20,9,1,100000001,610000004610,
1.38555,µm,Spine,Spine Part Length,20,9,1,100000001,610000004611,
0.846711,µm,Spine,Spine Part Length,28,12,1,100000001,610000004612,
0.923567,µm,Spine,Spine Part Length,19,10,1,100000001,610000004613,
0.980116,µm,Spine,Spine Part Length,18,9,1,100000001,610000004614,
0.962339,µm,Spine,Spine Part Length,17,7,1,100000001,610000004615,
1.56294,µm,Spine,Spine Part Length,16,7,1,100000001,610000004616,
1.39366,µm,Spine,Spine Part Length,16,7,1,100000001,610000004617,
1.39451,µm,Spine,Spine Part Length,16,7,1,100000001,610000004618,
0.73643,µm,Spine,Spine Part Length,16,6,1,100000001,610000004619,
1.2246,µm,Spine,Spine Part Length,17,8,1,100000001,610000004620,
1.20035,µm,Spine,Spine Part Length,16,7,1,100000001,610000004621,
1.21515,µm,Spine,Spine Part Length,25,7,1,100000001,610000004622,
0.958646,µm,Spine,Spine Part Length,21,8,1,100000001,610000004623,
0.75891,µm,Spine,Spine Part Length,21,8,1,100000001,610000004624,
1.25313,µm,Spine,Spine Part Length,15,7,1,100000001,610000004625,
0.982476,µm,Spine,Spine Part Length,15,7,1,100000001,610000004626,
1.08871,µm,Spine,Spine Part Length,15,7,1,100000001,610000004627,
1.01817,µm,Spine,Spine Part Length,8,2,1,100000001,610000004628,
1.35403,µm,Spine,Spine Part Length,7,2,1,100000001,610000004629,
1.08703,µm,Spine,Spine Part Length,4,3,1,100000001,610000004630,
0.73713,µm,Spine,Spine Part Length,0,1,1,100000001,610000004631,
0.930485,µm,Spine,Spine Part Length,0,1,1,100000001,610000004632,
0.928571,µm,Spine,Spine Part Length,9,8,1,100000001,610000004633,
0.892791,µm,Spine,Spine Part Length,9,7,1,100000001,610000004634,
0.981395,µm,Spine,Spine Part Length,9,6,1,100000001,610000004635,
1.50699,µm,Spine,Spine Part Length,7,6,1,100000001,610000004636,
0.976452,µm,Spine,Spine Part Length,8,5,1,100000001,610000004637,
1.34725,µm,Spine,Spine Part Length,7,5,1,100000001,610000004638,
1.30266,µm,Spine,Spine Part Length,6,5,1,100000001,610000004639,
1.25443,µm,Spine,Spine Part Length,7,6,1,100000001,610000004640,
1.15181,µm,Spine,Spine Part Length,7,5,1,100000001,610000004641,
1.10078,µm,Spine,Spine Part Length,2,3,1,100000001,610000004642,
0.817377,µm,Spine,Spine Part Length,2,3,1,100000001,610000004643,
0.880511,µm,Spine,Spine Part Length,1,1,1,100000001,610000004646,
