
Segment Intensity Median Ch=4 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
12.125,,Segment,4,7,Image 1,6,1,100000001,510000000050,
32.125,,Segment,4,6,Image 1,5,1,100000001,510000000095,
56.125,,Segment,4,5,Image 1,4,1,100000001,510000000121,
42.125,,Segment,4,4,Image 1,3,1,100000001,510000000143,
47.625,,Segment,4,3,Image 1,2,1,100000001,510000000163,
81.125,,Segment,4,2,Image 1,1,1,100000001,510000000195,
99.125,,Segment,4,1,Image 1,1,1,100000001,510000000221,
65.125,,Segment,4,0,Image 1,1,1,100000001,510000000252,
32.125,,Segment,4,31,Image 1,13,1,100000001,510000000285,
82.125,,Segment,4,30,Image 1,12,1,100000001,510000000295,
70.125,,Segment,4,29,Image 1,12,1,100000001,510000000332,
53.125,,Segment,4,28,Image 1,11,1,100000001,510000000380,
70.125,,Segment,4,27,Image 1,11,1,100000001,510000000386,
83.125,,Segment,4,26,Image 1,11,1,100000001,510000000435,
92.125,,Segment,4,25,Image 1,11,1,100000001,510000000445,
144.125,,Segment,4,24,Image 1,11,1,100000001,510000000451,
78.125,,Segment,4,23,Image 1,11,1,100000001,510000000460,
106.125,,Segment,4,22,Image 1,11,1,100000001,510000000479,
108.562,,Segment,4,21,Image 1,10,1,100000001,510000000481,
113.125,,Segment,4,20,Image 1,9,1,100000001,510000000493,
95.125,,Segment,4,19,Image 1,9,1,100000001,510000000501,
90.125,,Segment,4,18,Image 1,8,1,100000001,510000000508,
132.125,,Segment,4,16,Image 1,7,1,100000001,510000000543,
75.125,,Segment,4,15,Image 1,6,1,100000001,510000000552,
43.125,,Segment,4,14,Image 1,6,1,100000001,510000000585,
33.0625,,Segment,4,13,Image 1,5,1,100000001,510000000603,
38.125,,Segment,4,12,Image 1,4,1,100000001,510000000694,
43.0625,,Segment,4,11,Image 1,3,1,100000001,510000000707,
47.0625,,Segment,4,10,Image 1,2,1,100000001,510000000725,
51.125,,Segment,4,9,Image 1,1,1,100000001,510000000755,
86.625,,Segment,4,8,Image 1,1,1,100000001,510000000761,
40.125,,Segment,4,7,Image 1,1,1,100000001,510000000769,
55.125,,Segment,4,6,Image 1,1,1,100000001,510000000776,
89.125,,Segment,4,5,Image 1,1,1,100000001,510000000803,
96.625,,Segment,4,4,Image 1,1,1,100000001,510000000805,
84.125,,Segment,4,3,Image 1,1,1,100000001,510000000815,
66.125,,Segment,4,2,Image 1,1,1,100000001,510000000826,
