
Spine Center Intensity Min Ch=5 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,6,Image 1,5,1,100000001,610000004280,
0,,Spine,5,15,Image 1,7,1,100000001,610000004293,
0,,Spine,5,1,Image 1,2,1,100000001,610000004304,
0,,Spine,5,1,Image 1,2,1,100000001,610000004314,
0,,Spine,5,1,Image 1,2,1,100000001,610000004331,
0,,Spine,5,31,Image 1,14,1,100000001,610000004340,
0,,Spine,5,1,Image 1,2,1,100000001,610000004348,
0,,Spine,5,5,Image 1,1,1,100000001,610000004360,
0,,Spine,5,5,Image 1,1,1,100000001,610000004371,
0,,Spine,5,3,Image 1,1,1,100000001,610000004378,
0,,Spine,5,10,Image 1,8,1,100000001,610000004383,
0,,Spine,5,5,Image 1,1,1,100000001,610000004389,
0,,Spine,5,5,Image 1,1,1,100000001,610000004395,
0,,Spine,5,25,Image 1,8,1,100000001,610000004398,
0,,Spine,5,25,Image 1,8,1,100000001,610000004401,
0,,Spine,5,25,Image 1,8,1,100000001,610000004403,
33,,Spine,5,1,Image 1,2,1,100000001,610000004415,
23,,Spine,5,7,Image 1,6,1,100000001,610000004422,
37,,Spine,5,17,Image 1,8,1,100000001,610000004427,
79,,Spine,5,7,Image 1,6,1,100000001,610000004433,
0,,Spine,5,15,Image 1,6,1,100000001,610000004437,
34,,Spine,5,4,Image 1,3,1,100000001,610000004439,
26,,Spine,5,23,Image 1,8,1,100000001,610000004442,
0,,Spine,5,16,Image 1,6,1,100000001,610000004445,
51,,Spine,5,8,Image 1,7,1,100000001,610000004448,
73,,Spine,5,17,Image 1,8,1,100000001,610000004452,
107,,Spine,5,1,Image 1,2,1,100000001,610000004458,
103,,Spine,5,16,Image 1,7,1,100000001,610000004464,
58,,Spine,5,16,Image 1,7,1,100000001,610000004469,
112,,Spine,5,1,Image 1,2,1,100000001,610000004474,
110,,Spine,5,16,Image 1,7,1,100000001,610000004479,
37,,Spine,5,26,Image 1,11,1,100000001,610000004482,
88,,Spine,5,1,Image 1,2,1,100000001,610000004486,
36,,Spine,5,5,Image 1,2,1,100000001,610000004492,
43,,Spine,5,1,Image 1,2,1,100000001,610000004494,
106,,Spine,5,16,Image 1,7,1,100000001,610000004497,
51,,Spine,5,23,Image 1,8,1,100000001,610000004500,
36,,Spine,5,5,Image 1,2,1,100000001,610000004503,
94,,Spine,5,21,Image 1,9,1,100000001,610000004507,
36,,Spine,5,5,Image 1,2,1,100000001,610000004511,
47,,Spine,5,22,Image 1,10,1,100000001,610000004514,
82,,Spine,5,1,Image 1,2,1,100000001,610000004518,
36,,Spine,5,5,Image 1,2,1,100000001,610000004523,
0,,Spine,5,20,Image 1,9,1,100000001,610000004528,
62,,Spine,5,7,Image 1,6,1,100000001,610000004531,
95,,Spine,5,1,Image 1,2,1,100000001,610000004536,
106,,Spine,5,17,Image 1,8,1,100000001,610000004544,
58,,Spine,5,16,Image 1,7,1,100000001,610000004547,
87,,Spine,5,20,Image 1,9,1,100000001,610000004549,
61,,Spine,5,20,Image 1,9,1,100000001,610000004553,
91,,Spine,5,22,Image 1,12,1,100000001,610000004557,
113,,Spine,5,1,Image 1,2,1,100000001,610000004569,
0,,Spine,5,7,Image 1,6,1,100000001,610000004590,
7,,Spine,5,7,Image 1,6,1,100000001,610000004591,
50,,Spine,5,6,Image 1,1,1,100000001,610000004592,
116,,Spine,5,6,Image 1,1,1,100000001,610000004593,
29,,Spine,5,6,Image 1,1,1,100000001,610000004594,
96,,Spine,5,5,Image 1,1,1,100000001,610000004595,
43,,Spine,5,5,Image 1,1,1,100000001,610000004596,
43,,Spine,5,5,Image 1,1,1,100000001,610000004597,
71,,Spine,5,5,Image 1,1,1,100000001,610000004598,
104,,Spine,5,3,Image 1,2,1,100000001,610000004599,
59,,Spine,5,3,Image 1,2,1,100000001,610000004600,
106,,Spine,5,1,Image 1,1,1,100000001,610000004601,
27,,Spine,5,1,Image 1,2,1,100000001,610000004602,
40,,Spine,5,32,Image 1,13,1,100000001,610000004603,
112,,Spine,5,26,Image 1,11,1,100000001,610000004604,
101,,Spine,5,26,Image 1,11,1,100000001,610000004605,
67,,Spine,5,22,Image 1,10,1,100000001,610000004606,
118,,Spine,5,22,Image 1,10,1,100000001,610000004607,
