
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
21.407,µm,Segment,7,6,1,100000001,510000000050,
10.0723,µm,Segment,6,5,1,100000001,510000000095,
7.3728,µm,Segment,5,4,1,100000001,510000000121,
4.63573,µm,Segment,4,3,1,100000001,510000000143,
6.72009,µm,Segment,3,2,1,100000001,510000000163,
7.03925,µm,Segment,2,1,1,100000001,510000000195,
5.98156,µm,Segment,1,1,1,100000001,510000000221,
3.6788,µm,Segment,0,1,1,100000001,510000000252,
10.6898,µm,Segment,31,13,1,100000001,510000000285,
3.86452,µm,Segment,30,12,1,100000001,510000000295,
8.97953,µm,Segment,29,12,1,100000001,510000000332,
11.4834,µm,Segment,28,11,1,100000001,510000000380,
2.55243,µm,Segment,27,11,1,100000001,510000000386,
11.1232,µm,Segment,26,11,1,100000001,510000000435,
2.83292,µm,Segment,25,11,1,100000001,510000000445,
3.10272,µm,Segment,24,11,1,100000001,510000000451,
2.99239,µm,Segment,23,11,1,100000001,510000000460,
5.15696,µm,Segment,22,11,1,100000001,510000000479,
1.01126,µm,Segment,21,10,1,100000001,510000000481,
4.3569,µm,Segment,20,9,1,100000001,510000000493,
2.54482,µm,Segment,19,9,1,100000001,510000000501,
2.98529,µm,Segment,18,8,1,100000001,510000000508,
11.2643,µm,Segment,16,7,1,100000001,510000000543,
4.24951,µm,Segment,15,6,1,100000001,510000000552,
7.58613,µm,Segment,14,6,1,100000001,510000000585,
4.392,µm,Segment,13,5,1,100000001,510000000603,
24.9167,µm,Segment,12,4,1,100000001,510000000694,
2.81442,µm,Segment,11,3,1,100000001,510000000707,
4.02656,µm,Segment,10,2,1,100000001,510000000725,
8.84937,µm,Segment,9,1,1,100000001,510000000755,
2.03307,µm,Segment,8,1,1,100000001,510000000761,
4.03942,µm,Segment,7,1,1,100000001,510000000769,
2.68763,µm,Segment,6,1,1,100000001,510000000776,
8.44534,µm,Segment,5,1,1,100000001,510000000803,
