
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
1717.11,20550.3,1462.55,µm,Soma,Soma Position,1,100000000,800000000,
1738.41,20554.2,1464.54,µm,Soma,Soma Position,1,100000001,800000001,
1700.84,20556.9,1464.94,µm,Soma,Soma Position,1,100000002,800000002,
1725.55,20530.4,1466.13,µm,Soma,Soma Position,1,100000003,800000003,
