
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
2.33325,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
1.71338,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
2.21973,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
3.24219,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
