
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
16.5494,µm^2,Soma,1,100000000,800000000,
12.5423,µm^2,Soma,1,100000001,800000001,
20.9007,µm^2,Soma,1,100000002,800000002,
23.9311,µm^2,Soma,1,100000003,800000003,
